No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,10:40:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,10:50:00,
6,Bekasi (BKS),11:01:00,11:03:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,11:09:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),11:18:00,11:20:00,
12,Lemahabang (LMB),Ls,11:24:00,
13,Kedunggedeh (KDH),Ls,11:30:00,
14,Karawang (KW),Ls,11:34:00,
15,Klari (KLI),Ls,11:39:00,
16,Kosambi (KOS),Ls,11:42:00,
17,Dawuan (DWN),Ls,11:47:00,
18,Cikampek (CKP),Ls,11:50:00,
19,Tanjungrasa (TJS),Ls,11:57:00,
20,Pabuaran (PAB),Ls,12:00:00,
21,Pringkasap (PRI),Ls,12:04:00,
22,Pasirbungur (PAS),Ls,12:08:00,
23,Cikaum (CKM),Ls,12:12:00,
24,Pegadenbaru (PGB),Ls,12:18:00,
25,Cipunegara (CRA),Ls,12:23:00,
26,Haurgeulis (HGL),Ls,12:27:00,
27,Cilegeh (CLH),Ls,12:34:00,
28,Kadokangabus (KAB),Ls,12:39:00,
29,Terisi (TIS),Ls,12:43:00,
30,Telagasari (TLS),Ls,12:49:00,
31,Jatibarang (JTB),12:56:00,12:58:00,
32,Kertasemaya (KTM),Ls,13:05:00,
33,Arjawinangun (AWN),Ls,13:15:00,
34,Bangoduwa (BDW),Ls,13:19:00,
35,Cangkring (CNK),Ls,13:22:00,
36,Cirebon (CN),Ls,13:29:00,
37,Cirebon Prujakan (CNP),13:33:00,13:56:00,= KA 100 (KA 100 //)
38,Waruduwur (WDW),Ls,14:05:00,
39,Babakan (BBK),14:17:00,14:20:00,
40,Losari (LOS),Ls,14:28:00,
41,Tanjung (TGN),Ls,14:35:00,
42,Brebes (BB),14:51:00,14:54:00,
43,Tegal (TG),15:05:00,,
