No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,12:00:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,12:09:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),12:14:00,12:16:00,
7,Bekasi (BKS),12:27:00,12:29:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,12:35:00,// KA 6024 (KA 6024 =)
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,12:42:00,
13,Lemahabang (LMB),Ls,12:45:00,// KA 2522 (KA 2522 =)
14,Kedunggedeh (KDH),Ls,12:51:00,
15,Karawang (KW),12:56:00,12:58:00,
16,Klari (KLI),Ls,13:04:00,
17,Kosambi (KOS),Ls,13:06:00,
18,Dawuan (DWN),Ls,13:10:00,
19,Cikampek (CKP),Ls,13:13:00,
20,Tanjungrasa (TJS),Ls,13:20:00,
21,Pabuaran (PAB),Ls,13:23:00,
22,Pringkasap (PRI),Ls,13:26:00,
23,Pasirbungur (PAS),Ls,13:29:00,
24,Cikaum (CKM),Ls,13:32:00,
25,Pegadenbaru (PGB),Ls,13:37:00,
26,Cipunegara (CRA),Ls,13:41:00,
27,Haurgeulis (HGL),Ls,13:45:00,
28,Cilegeh (CLH),Ls,13:51:00,
29,Kadokangabus (KAB),Ls,13:56:00,
30,Terisi (TIS),Ls,14:00:00,
31,Telagasari (TLS),Ls,14:05:00,
32,Jatibarang (JTB),Ls,14:11:00,
33,Kertasemaya (KTM),Ls,14:16:00,
34,Arjawinangun (AWN),Ls,14:25:00,
35,Bangoduwa (BDW),Ls,14:28:00,
36,Cangkring (CNK),Ls,14:31:00,
37,Cirebon (CN),14:38:00,14:43:00,
38,Cirebon Prujakan (CNP),Ls,14:46:00,
39,Waruduwur (WDW),Ls,14:53:00,
40,Babakan (BBK),Ls,15:00:00,// KA 270 (KA 270 =)
41,Losari (LOS),Ls,15:05:00,
42,Tanjung (TGN),Ls,15:10:00,
43,Brebes (BB),Ls,15:21:00,
44,Tegal (TG),15:30:00,15:32:00,
45,Larangan (LR),Ls,15:37:00,
46,Surodadi (SD),Ls,15:43:00,
47,Pemalang (PML),15:51:00,15:53:00,
48,Petarukan (PTA),Ls,15:58:00,
49,Comal (CO),Ls,16:03:00,
50,Sragi (SRI),Ls,16:06:00,
51,Pekalongan (PK),16:14:00,16:16:00,
52,Batang (BTG),Ls,16:24:00,
53,Ujungnegoro (UJN),Ls,16:28:00,
54,Kuripan (KRP),Ls,16:36:00,
55,Plabuan (PLB),Ls,16:41:00,
56,Krengseng (KNS),Ls,16:47:00,
57,Weleri (WLR),Ls,16:50:00,
58,Kalibodri (KBD),Ls,16:56:00,
59,Kaliwungu (KLN),Ls,17:04:00,
60,Mangkang (MKG),Ls,17:07:00,
61,Jerakah (JRK),Ls,17:11:00,
62,Semarang Poncol (SMC),Ls,17:15:00,// KA 272 (KA 272 =)
63,Semarang Tawang (SMT),17:20:00,,
