No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,10:05:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,10:14:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),10:19:00,10:21:00,
7,Bekasi (BKS),10:33:00,10:35:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,10:41:00,// KA 5526 (KA 5526 =)
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,10:48:00,
13,Lemahabang (LMB),Ls,10:51:00,
14,Kedunggedeh (KDH),Ls,10:57:00,
15,Karawang (KW),11:02:00,11:04:00,
16,Klari (KLI),Ls,11:09:00,
17,Kosambi (KOS),Ls,11:11:00,
18,Dawuan (DWN),Ls,11:15:00,
19,Cikampek (CKP),11:19:00,11:22:00,
20,Cibungur (CBR),Ls,11:31:00,
21,Sadang (SAD),Ls,-,
22,Purwakarta (PWK),11:42:00,11:53:00,X KA 141F JJ (KA 141F JJ X)
23,Ciganea (CA),Ls,12:02:00,
24,Sukatani (SUT),Ls,12:10:00,
25,Plered (PLD),Ls,12:15:00,X KA 133 (KA 133 X)
26,Cisomang (CG),Ls,-,
27,Cikadongdong (CD),Ls,12:28:30,
28,Rendeh (RH),Ls,12:32:00,
29,Maswati (MSI),Ls,12:37:00,
30,Sasaksaat (SKT),Ls,12:43:00,
31,Cilame (CLE),Ls,12:51:00,
32,Padalarang (PDL),Ls,12:59:00,
33,Gadobangkong (GK),Ls,-,
34,Cimahi (CMI),13:05:00,13:07:00,
35,Cimindi (CMD),Ls,13:11:00,
36,Andir (AND),Ls,13:13:00,
37,Bandung (BD),13:18:00,,
