No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,22:15:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),22:25:00,22:27:00,
6,Bekasi (BKS),22:40:00,22:42:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,22:48:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,22:55:00,
12,Lemahabang (LMB),Ls,22:58:00,
13,Kedunggedeh (KDH),Ls,23:04:00,
14,Karawang (KW),23:09:00,23:11:00,
15,Klari (KLI),Ls,23:17:00,
16,Kosambi (KOS),Ls,23:19:00,
17,Dawuan (DWN),Ls,23:24:00,
18,Cikampek (CKP),23:28:00,23:30:00,
19,Tanjungrasa (TJS),Ls,23:38:00,
20,Pabuaran (PAB),Ls,23:41:00,
21,Pringkasap (PRI),Ls,23:44:00,
22,Pasirbungur (PAS),Ls,23:48:00,
23,Cikaum (CKM),Ls,23:52:00,
24,Pegadenbaru (PGB),Ls,23:58:00,
25,Cipunegara (CRA),Ls,00:03:00,
26,Haurgeulis (HGL),00:09:00,00:11:00,
27,Cilegeh (CLH),Ls,00:18:00,
28,Kadokangabus (KAB),Ls,00:23:00,
29,Terisi (TIS),Ls,00:27:00,
30,Telagasari (TLS),Ls,00:32:00,
31,Jatibarang (JTB),00:40:00,00:52:00,= KA 22 (KA 22 //)
32,Kertasemaya (KTM),Ls,00:59:00,
33,Arjawinangun (AWN),Ls,01:08:00,
34,Bangoduwa (BDW),Ls,01:12:00,
35,Cangkring (CNK),Ls,01:16:00,
36,Cirebon (CN),01:23:00,01:29:00,
37,Cirebon Prujakan (CNP),Ls,01:32:00,
38,Waruduwur (WDW),Ls,01:39:00,
39,Babakan (BBK),Ls,01:47:00,
40,Losari (LOS),Ls,01:52:00,
41,Tanjung (TGN),Ls,01:57:00,
42,Brebes (BB),Ls,02:09:00,
43,Tegal (TG),02:18:00,02:21:00,
44,Larangan (LR),Ls,02:26:00,
45,Surodadi (SD),Ls,02:32:00,
46,Pemalang (PML),02:40:00,02:42:00,
47,Petarukan (PTA),Ls,02:47:00,
48,Comal (CO),Ls,02:53:00,
49,Sragi (SRI),Ls,02:56:00,
50,Pekalongan (PK),03:04:00,03:07:00,
51,Batang (BTG),Ls,03:15:00,
52,Ujungnegoro (UJN),Ls,03:18:00,
53,Kuripan (KRP),Ls,03:26:00,
54,Plabuan (PLB),Ls,03:31:00,
55,Krengseng (KNS),Ls,03:37:00,
56,Weleri (WLR),03:41:00,03:43:00,
57,Kalibodri (KBD),Ls,03:50:00,
58,Kaliwungu (KLN),Ls,03:57:00,
59,Mangkang (MKG),Ls,04:01:00,
60,Jerakah (JRK),Ls,04:05:00,
61,Semarang Poncol (SMC),04:11:00,04:16:00,
62,Semarang Tawang (SMT),Ls,04:21:00,// KA 304 (KA 304 =)
63,Alastua (ATA),Ls,04:29:00,
64,Brumbung (BBG),Ls,04:34:00,
65,Tegowanu (TGW),Ls,04:40:00,
66,Gubug (GUB),Ls,04:45:00,
67,Karangjati (KGT),Ls,04:53:00,
68,Sedadi (SDI),Ls,04:58:00,
69,Ngrombo (NBO),05:04:00,05:06:00,
70,Gambringan (GBN),Ls,05:09:00,
71,Jambon (JBN),Ls,05:17:00,
72,Panunggalan (PNL),Ls,05:21:00,
73,Kradenan (KNN),Ls,05:28:00,
74,Sulur (SL),Ls,05:35:00,
75,Doplang (DPL),Ls,05:40:00,
76,Randublatung (RBG),05:51:00,05:53:00,
77,Wadu (WDU),Ls,06:02:00,
78,Kapuan (KPA),Ls,06:07:00,
79,Cepu (CU),06:13:00,06:16:00,
80,Tobo (TBO),Ls,06:23:00,
81,Kalitidu (KIT),Ls,06:32:00,
82,Bojonegoro (BJ),06:43:00,06:45:00,
83,Kapas (KPS),Ls,06:51:00,
84,Sumberrejo (SRJ),Ls,06:56:00,
85,Bowerno (BWO),Ls,07:04:00,
86,Babat (BBT),07:12:00,07:14:00,
87,Gembong (GEB),Ls,07:20:00,
88,Pucuk (PC),Ls,07:24:00,
89,Surabayan (SBN),Ls,07:30:00,
90,Lamongan (LMG),07:37:00,07:39:00,
91,Duduk (DD),Ls,07:49:00,
92,Cerme (CME),Ls,07:56:00,
93,Benowo (BNW),Ls,07:59:00,
94,Kandangan (KDA),Ls,08:02:00,
95,Tandes (TES),Ls,08:04:00,
96,Surabaya Pasarturi (SBI),08:09:00,08:18:00,
