No.,Stasiun,Datang,Berangkat,Keterangan
1,Brebes (BB),,11:50:00,
2,Tegal (TG),12:02:00,12:24:00,
3,Larangan (LR),Ls,12:30:00,
4,Surodadi (SD),Ls,12:37:00,
5,Pemalang (PML),12:47:00,12:49:00,
6,Petarukan (PTA),Ls,12:55:00,
7,Comal (CO),Ls,13:02:00,
8,Sragi (SRI),Ls,13:05:00,
9,Pekalongan (PK),13:15:00,13:18:00,
10,Batang (BTG),13:28:00,13:30:00,
11,Ujungnegoro (UJN),Ls,13:35:00,
12,Kuripan (KRP),Ls,13:44:00,
13,Plabuan (PLB),Ls,13:49:00,
14,Krengseng (KNS),Ls,13:56:00,
15,Weleri (WLR),14:03:00,14:20:00,= KA 118 (KA 118 //)
16,Kalibodri (KBD),Ls,14:30:00,
17,Kaliwungu (KLN),Ls,14:40:00,
18,Mangkang (MKG),Ls,14:46:00,
19,Jerakah (JRK),Ls,14:53:00,
