No.,Stasiun,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),,19:10:00,
2,Purwosari (PWS),Ls,19:14:00,
3,Gawok (GW),Ls,19:18:00,
4,Delanggu (DL),Ls,19:21:00,
5,Ceper (CE),Ls,19:25:00,
6,Klaten (KT),19:32:00,19:34:00,
7,Srowot (SWT),Ls,19:40:00,
8,Brambanan (BBN),Ls,19:43:30,
9,Maguwo (MGW),Ls,19:48:00,
10,Lempuyangan (LPN),Ls,19:52:00,
11,Yogyakarta (YK),19:56:00,20:01:00,
12,Patukan (PTN),Ls,20:06:00,
13,Rewulu (RWL),Ls,20:09:00,
14,Sentolo (STL),Ls,20:15:00,
15,Wates (WT),20:24:00,20:26:00,
16,Kedundang (KDG),Ls,20:31:00,
17,Wojo (WJ),Ls,20:35:00,
18,Jenar (JN),Ls,20:40:00,
19,Kutoarjo (KTA),20:50:00,20:55:00,
20,Butuh (BTH),Ls,21:00:00,
21,Prembun (PRB),Ls,21:04:00,
22,Kutowinangun (KWN),Ls,21:08:00,
23,Wonosari (WNS),Ls,21:10:00,
24,Kebumen (KM),21:15:00,21:17:00,
25,Sruweng (SRW),Ls,21:24:00,
26,Karanganyar (KA),Ls,21:26:00,
27,Gombong (GB),21:32:00,21:34:00,
28,Ijo (IJ),Ls,21:40:00,
29,Tambak (TBK),Ls,21:43:00,
30,Sumpiuh (SPH),Ls,21:46:00,
31,Kemranjen (KJ),Ls,21:49:00,
32,Kroya (KYA),21:55:00,21:58:00,X KA 12
33,Sikampuh (SKP),Ls,22:04:00,
34,Maos (MA),22:10:00,22:12:00,
35,Kasugihan (KH),Ls,22:16:00,
36,Lebeng (LBG),Ls,22:19:00,
37,Jeruklegi (JRL),22:25:00,22:34:00,X KA 68 (KA 68 X)
38,Kawunganten (KWG),Ls,22:47:00,
39,Gandrungmangun (GDM),Ls,22:53:00,X KA 306 (KA 306 X)
40,Sidareja (SDR),23:00:00,23:02:00,X KA 80 (KA 80 X)
41,Cipari (CPI),Ls,23:08:00,
42,Meluwung (MLW),Ls,23:13:00,
43,Langen (LN),Ls,23:19:00,
44,Banjar (BJR),23:28:00,23:33:00,X KA 72 (KA 72 X)
45,Karangpucung (KNP),Ls,23:40:00,
46,Bojong (BJG),Ls,23:47:00,
47,Ciamis (CI),23:56:00,00:00:00,X KA 292 (KA 292 X)
48,Manonjaya (MNJ),Ls,00:14:00,
49,Awipari (AW),Ls,00:17:00,
50,Tasikmalaya (TSM),00:24:00,00:27:00,
51,Indihiang (IH),Ls,00:33:00,
52,Rajapolah (RJP),Ls,00:40:00,
53,Ciawi (CAW),Ls,00:50:00,X KA 274 (KA 274 X)
54,Cirahayu (CAA),Ls,00:59:00,
55,Cipeundeuy (CPD),01:12:00,01:22:00,X KA 288 (KA 288 X)
56,Bumiwaluya (BMW),Ls,01:33:00,
57,Warungbandrek (WB),Ls,01:45:00,
58,Cibatu (CB),01:54:00,01:56:00,
59,Leuwigoong (LO),Ls,-,
60,Karangsari (KRAI),Ls,02:05:00,
61,Leles (LL),Ls,02:10:00,
62,Lebakjero (LBJ),Ls,02:21:00,
63,Nagreg (NG),Ls,02:29:00,
64,Cicalengka (CCL),Ls,02:42:00,
65,Haurpugur (HRP),Ls,02:44:30,
66,Rancaekek (RCK),Ls,02:50:00,
67,Cimekar (CMK),Ls,-,
68,Gedebage (GDB),Ls,02:55:00,
69,Kiaracondong (KAC),03:02:00,03:04:00,
70,Cikudapateuh (CTH),Ls,-,
71,Bandung (BD),03:14:00,,
