No.,Stasiun,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),,06:10:00,
2,Purwosari (PWS),Ls,06:14:00,
3,Gawok (GW),Ls,06:19:00,
4,Delanggu (DL),Ls,06:23:00,
5,Ceper (CE),Ls,06:27:00,
6,Klaten (KT),06:34:00,06:36:00,
7,Srowot (SWT),Ls,06:42:00,
8,Brambanan (BBN),Ls,06:46:00,
9,Maguwo (MGW),Ls,06:52:00,
10,Lempuyangan (LPN),06:58:00,07:02:00,
11,Yogyakarta (YK),07:06:00,07:10:00,
12,Patukan (PTN),Ls,07:15:00,
13,Rewulu (RWL),Ls,07:18:00,
14,Sentolo (STL),Ls,07:25:00,
15,Wates (WT),07:35:00,07:37:00,
16,Kedundang (KDG),Ls,07:43:00,
17,Wojo (WJ),Ls,07:48:00,
18,Jenar (JN),Ls,07:54:00,
19,Kutoarjo (KTA),08:04:00,08:19:00,= KA 43 (KA 43 //)
20,Butuh (BTH),Ls,08:24:00,
21,Prembun (PRB),Ls,08:29:00,
22,Kutowinangun (KWN),08:36:00,08:38:00,
23,Wonosari (WNS),Ls,08:42:00,
24,Kebumen (KM),08:47:00,08:49:00,
25,Sruweng (SRW),Ls,08:56:00,
26,Karanganyar (KA),Ls,08:59:00,
27,Gombong (GB),09:06:00,09:08:00,
28,Ijo (IJ),Ls,09:15:00,
29,Tambak (TBK),Ls,09:18:00,
30,Sumpiuh (SPH),09:23:00,09:25:00,
31,Kemranjen (KJ),Ls,09:30:00,
32,Kroya (KYA),09:36:00,09:39:00,
33,Randegan (RDN),Ls,09:46:00,
34,Kebasen (KBS),Ls,09:49:00,
35,Notog (NTG),Ls,09:54:00,
36,Purwokerto (PWT),10:02:00,10:07:00,
37,Karanggandul (KGD),Ls,10:15:00,
38,Karangsari (KRR),Ls,10:24:00,
39,Patuguran (PAT),Ls,10:35:00,
40,Kretek (KRT),Ls,10:41:00,
41,Bumiayu (BMA),10:49:00,10:51:00,
42,Linggapura (LG),Ls,11:00:00,
43,Prupuk (PPK),11:12:00,11:14:00,
44,Margasari (MGS),Ls,-,
45,Balapulang (BLP),Ls,-,
46,Slawi (SLW),11:40:00,11:42:00,
47,Tegal (TG),11:59:00,12:03:00,"(KA 2618 X) 
PERJALANANNYA DITERUSKAN OLEH 
KA 192"
