No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,10:20:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,10:29:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,10:34:00,
7,Bekasi (BKS),10:44:00,10:46:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,10:52:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,10:59:00,
13,Lemahabang (LMB),Ls,11:02:00,
14,Kedunggedeh (KDH),Ls,11:08:00,
15,Karawang (KW),Ls,11:12:00,
16,Klari (KLI),Ls,11:16:00,
17,Kosambi (KOS),Ls,11:18:00,
18,Dawuan (DWN),Ls,11:22:00,
19,Cikampek (CKP),Ls,11:25:00,
20,Tanjungrasa (TJS),Ls,11:32:00,
21,Pabuaran (PAB),Ls,11:35:00,
22,Pringkasap (PRI),Ls,11:38:00,
23,Pasirbungur (PAS),Ls,11:41:00,
24,Cikaum (CKM),Ls,11:44:00,
25,Pegadenbaru (PGB),Ls,11:49:00,
26,Cipunegara (CRA),Ls,11:53:00,
27,Haurgeulis (HGL),Ls,11:57:00,
28,Cilegeh (CLH),Ls,12:03:00,
29,Kadokangabus (KAB),Ls,12:08:00,
30,Terisi (TIS),Ls,12:12:00,
31,Telagasari (TLS),Ls,12:17:00,
32,Jatibarang (JTB),Ls,12:24:00,// KA 272 (KA 272 =)
33,Kertasemaya (KTM),Ls,12:29:00,
34,Arjawinangun (AWN),Ls,12:38:00,
35,Bangoduwa (BDW),Ls,12:41:00,
36,Cangkring (CNK),Ls,12:44:00,
37,Cirebon (CN),12:50:00,12:55:00,
38,Cirebon Prujakan (CNP),Ls,12:58:00,
39,Waruduwur (WDW),Ls,13:04:00,
40,Babakan (BBK),Ls,13:11:00,
41,Losari (LOS),Ls,13:16:00,
42,Tanjung (TGN),Ls,13:21:00,
43,Brebes (BB),Ls,13:33:00,
44,Tegal (TG),13:42:00,13:44:00,
45,Larangan (LR),Ls,13:49:00,
46,Surodadi (SD),Ls,13:55:00,
47,Pemalang (PML),Ls,14:02:00,
48,Petarukan (PTA),Ls,14:06:00,
49,Comal (CO),Ls,14:11:00,
50,Sragi (SRI),Ls,14:14:00,
51,Pekalongan (PK),14:22:00,14:24:00,
52,Batang (BTG),Ls,14:32:00,
53,Ujungnegoro (UJN),Ls,14:35:00,
54,Kuripan (KRP),Ls,14:43:00,
55,Plabuan (PLB),Ls,14:48:00,
56,Krengseng (KNS),Ls,14:54:00,
57,Weleri (WLR),Ls,14:57:00,
58,Kalibodri (KBD),Ls,15:02:00,
59,Kaliwungu (KLN),Ls,15:09:00,
60,Mangkang (MKG),Ls,15:12:00,
61,Jerakah (JRK),Ls,15:16:00,
62,Semarang Poncol (SMC),Ls,15:20:00,// KA 166 (KA 166 =)
63,Semarang Tawang (SMT),15:25:00,15:30:00,
64,Alastua (ATA),Ls,15:38:00,
65,Brumbung (BBG),Ls,15:43:00,
66,Tegowanu (TGW),Ls,15:49:00,
67,Gubug (GUB),Ls,15:53:00,
68,Karangjati (KGT),Ls,16:00:00,
69,Sedadi (SDI),Ls,16:05:00,
70,Ngrombo (NBO),Ls,16:08:00,
71,Gambringan (GBN),Ls,16:10:00,
72,Jambon (JBN),Ls,16:18:00,
73,Panunggalan (PNL),Ls,16:22:00,
74,Kradenan (KNN),Ls,16:28:00,// KA 2510 (KA 2510 =)
75,Sulur (SL),Ls,16:34:00,
76,Doplang (DPL),Ls,16:39:00,
77,Randublatung (RBG),Ls,16:49:00,
78,Wadu (WDU),Ls,16:56:00,
79,Kapuan (KPA),Ls,17:00:00,
80,Cepu (CU),17:06:00,17:08:00,
81,Tobo (TBO),Ls,17:15:00,
82,Kalitidu (KIT),Ls,17:23:00,
83,Bojonegoro (BJ),17:33:00,17:35:00,
84,Kapas (KPS),Ls,17:41:00,
85,Sumberrejo (SRJ),Ls,17:47:00,
86,Bowerno (BWO),Ls,17:55:00,
87,Babat (BBT),Ls,18:01:00,
88,Gembong (GEB),Ls,18:05:00,
89,Pucuk (PC),Ls,18:08:00,
90,Surabayan (SBN),Ls,18:14:00,
91,Lamongan (LMG),Ls,18:19:00,
92,Duduk (DD),Ls,18:27:00,
93,Cerme (CME),Ls,18:33:00,
94,Benowo (BNW),Ls,18:36:00,
95,Kandangan (KDA),Ls,18:39:00,
96,Tandes (TES),Ls,18:42:00,
97,Surabaya Pasarturi (SBI),18:47:00,,
