No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,23:20:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),23:30:00,23:32:00,
6,Bekasi (BKS),23:43:00,23:45:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,23:51:00,// KA 6080 (KA 6080 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,23:58:00,
12,Lemahabang (LMB),Ls,00:01:00,
13,Kedunggedeh (KDH),Ls,00:07:00,
14,Karawang (KW),Ls,00:11:00,
15,Klari (KLI),Ls,00:16:00,
16,Kosambi (KOS),Ls,00:18:00,
17,Dawuan (DWN),Ls,00:22:00,
18,Cikampek (CKP),Ls,00:25:00,
19,Tanjungrasa (TJS),Ls,00:31:00,
20,Pabuaran (PAB),Ls,00:34:00,
21,Pringkasap (PRI),Ls,00:37:00,
22,Pasirbungur (PAS),Ls,00:41:00,
23,Cikaum (CKM),Ls,00:44:00,
24,Pegadenbaru (PGB),Ls,00:49:00,
25,Cipunegara (CRA),Ls,00:53:00,
26,Haurgeulis (HGL),00:58:00,01:00:00,
27,Cilegeh (CLH),Ls,01:08:00,
28,Kadokangabus (KAB),Ls,01:13:00,
29,Terisi (TIS),Ls,01:17:00,
30,Telagasari (TLS),Ls,01:22:00,
31,Jatibarang (JTB),Ls,01:29:00,
32,Kertasemaya (KTM),Ls,01:34:00,
33,Arjawinangun (AWN),Ls,01:43:00,
34,Bangoduwa (BDW),Ls,01:47:00,
35,Cangkring (CNK),Ls,01:51:00,
36,Cirebon (CN),Ls,01:56:00,
37,Cirebon Prujakan (CNP),02:00:00,02:06:00,
38,Luwung (LWG),Ls,02:12:00,
39,Sindanglaut (SDU),Ls,02:16:00,
40,Ciledug (CLD),Ls,02:25:00,
41,Ketanggungan (KGG),02:35:00,02:37:00,
42,Larangan (LRA),Ls,02:44:00,
43,Songgom (SGG),Ls,02:48:00,
44,Prupuk (PPK),02:57:00,02:59:00,
45,Linggapura (LG),Ls,03:11:00,
46,Bumiayu (BMA),Ls,03:19:00,
47,Kretek (KRT),Ls,03:26:00,
48,Patuguran (PAT),Ls,03:32:00,
49,Karangsari (KRR),Ls,03:43:00,
50,Karanggandul (KGD),Ls,03:51:00,
51,Purwokerto (PWT),03:59:00,04:04:00,
52,Notog (NTG),Ls,04:12:00,
53,Kebasen (KBS),Ls,04:17:00,
54,Randegan (RDN),Ls,04:20:00,
55,Kroya (KYA),04:27:00,04:29:00,
56,Kemranjen (KJ),Ls,04:35:00,
57,Sumpiuh (SPH),Ls,04:38:00,
58,Tambak (TBK),Ls,04:41:00,
59,Ijo (IJ),Ls,04:44:00,
60,Gombong (GB),04:51:00,04:53:00,
61,Karanganyar (KA),Ls,05:00:00,
62,Sruweng (SRW),Ls,05:02:00,
63,Kebumen (KM),05:09:00,05:11:00,
64,Wonosari (WNS),Ls,05:16:00,
65,Kutowinangun (KWN),05:20:00,05:22:00,
66,Prembun (PRB),Ls,05:28:00,
67,Butuh (BTH),Ls,05:32:00,
68,Kutoarjo (KTA),05:37:00,05:40:00,
69,Jenar (JN),Ls,05:50:00,
70,Wojo (WJ),Ls,05:56:00,
71,Kedundang (KDG),Ls,06:01:00,
72,Wates (WT),06:07:00,06:10:00,
73,Sentolo (STL),Ls,06:19:00,
74,Rewulu (RWL),Ls,06:26:00,
75,Patukan (PTN),Ls,06:30:00,
76,Yogyakarta (YK),Ls,06:35:00,
77,Lempuyangan (LPN),06:40:00,,
