No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,07:35:00,
2,Cikudapateuh (CTH),Ls,-,
3,Kiaracondong (KAC),Ls,07:42:30,
4,Gedebage (GDB),Ls,07:48:00,
5,Cimekar (CMK),Ls,-,
6,Rancaekek (RCK),Ls,07:53:00,// KA 348 (KA 348 =)
7,Haurpugur (HRP),Ls,07:57:00,
8,Cicalengka (CCL),Ls,08:00:00,
9,Nagreg (NG),Ls,08:13:00,
10,Lebakjero (LBJ),Ls,08:21:00,
11,Leles (LL),Ls,08:30:30,
12,Karangsari (KRAI),Ls,08:35:30,
13,Leuwigoong (LO),Ls,-,
14,Cibatu (CB),Ls,08:43:00,X KA 305 (KA 305 X)
15,Warungbandrek (WB),Ls,08:50:00,
16,Bumiwaluya (BMW),Ls,09:02:00,
17,Cipeundeuy (CPD),09:13:00,09:23:00,
18,Cirahayu (CAA),Ls,09:35:00,
19,Ciawi (CAW),Ls,09:43:00,
20,Rajapolah (RJP),Ls,09:51:00,
21,Indihiang (IH),Ls,09:57:00,
22,Tasikmalaya (TSM),10:02:00,10:06:00,
23,Awipari (AW),Ls,10:12:00,
24,Manonjaya (MNJ),Ls,10:15:00,X KA 283 (KA 283 X)
25,Ciamis (CI),Ls,10:25:00,
26,Bojong (BJG),Ls,10:32:00,
27,Karangpucung (KNP),Ls,10:39:00,
28,Banjar (BJR),10:45:00,10:48:00,
29,Langen (LN),Ls,10:56:00,
30,Meluwung (MLW),Ls,11:00:30,
31,Cipari (CPI),Ls,11:05:00,X KA 77 (KA 77 X)
32,Sidareja (SDR),Ls,11:09:00,
33,Gandrungmangun (GDM),Ls,11:13:00,
34,Kawunganten (KWG),Ls,11:18:00,
35,Jeruklegi (JRL),Ls,11:28:30,
36,Lebeng (LBG),Ls,11:32:00,
37,Kasugihan (KH),Ls,11:35:00,
38,Maos (MA),Ls,11:36:00,
39,Sikampuh (SKP),Ls,11:40:00,X KA 291 (KA 291 X)
40,Kroya (KYA),11:46:00,11:49:00,
41,Kemranjen (KJ),Ls,11:55:00,
42,Sumpiuh (SPH),Ls,11:58:00,
43,Tambak (TBK),Ls,12:01:00,
44,Ijo (IJ),Ls,12:03:30,
45,Gombong (GB),Ls,12:08:00,
46,Karanganyar (KA),Ls,12:13:00,// KA 114 (KA 114 =)
47,Sruweng (SRW),Ls,12:15:00,
48,Kebumen (KM),Ls,12:20:00,
49,Wonosari (WNS),Ls,12:23:00,
50,Kutowinangun (KWN),Ls,12:25:00,
51,Prembun (PRB),Ls,12:29:00,
52,Butuh (BTH),Ls,12:33:00,
53,Kutoarjo (KTA),12:38:00,12:41:00,
54,Jenar (JN),Ls,12:50:00,
55,Wojo (WJ),Ls,12:55:00,
56,Kedundang (KDG),Ls,12:58:30,
57,Wates (WT),Ls,13:02:00,
58,Sentolo (STL),Ls,13:11:00,
59,Rewulu (RWL),Ls,13:17:00,
60,Patukan (PTN),Ls,13:19:30,
61,Yogyakarta (YK),13:24:00,13:27:00,
62,Lempuyangan (LPN),Ls,13:30:00,
63,Maguwo (MGW),Ls,13:34:00,
64,Brambanan (BBN),Ls,13:38:30,
65,Srowot (SWT),Ls,13:42:00,
66,Klaten (KT),Ls,13:46:00,// KA 78 (KA 78 =)
67,Ceper (CE),Ls,13:52:00,
68,Delanggu (DL),Ls,13:56:00,
69,Gawok (GW),Ls,13:59:00,
70,Purwosari (PWS),Ls,14:03:00,
71,Solobalapan (SLO),14:07:00,14:10:00,
72,Solojebres (SK),Ls,14:14:00,
73,Palur (PL),Ls,14:16:30,
74,Kemiri (KMR),Ls,14:19:00,
75,Masaran (MSR),Ls,14:24:00,
76,Sragen (SR),Ls,14:29:00,
77,Kebonromo (KRO),Ls,14:33:00,
78,Kedungbanteng (KDB),Ls,14:37:00,
79,Walikukun (WK),Ls,14:45:00,// KA 2602 (KA 2602 =)
80,Kedunggalar (KG),Ls,14:50:00,
81,Ngawi (NGW),Ls,14:55:00,
82,Geneng (GG),Ls,14:59:00,
83,Magetan (MAG),Ls,15:04:00,
84,Madiun (MN),15:12:00,15:17:00,
85,Babadan (BBD),Ls,15:24:00,
86,Caruban (CRB),Ls,15:29:00,
87,Saradan (SRD),Ls,15:34:00,
88,Bagor (BGR),Ls,15:44:00,
89,Nganjuk (NJ),Ls,15:48:00,
90,Sukomoro (SKM),Ls,15:51:00,
91,Baron (BRN),Ls,15:57:00,
92,Kertosono (KTS),16:03:00,16:06:00,
93,Sembung (SMB),Ls,16:12:00,
94,Jombang (JG),16:19:00,16:21:00,
95,Peterongan (PTR),Ls,-,
96,Sumobito (SBO),Ls,16:30:00,
97,Curahmalang (CRM),Ls,-,
98,Mojokerto (MR),16:39:00,16:41:00,
99,Tarik (TRK),Ls,16:49:00,
100,Kedinding (KDN),Ls,-,
101,Krian (KRN),Ls,16:56:00,
102,Boharan (BH),Ls,-,
103,Sepanjang (SPJ),Ls,17:04:00,
104,Wonokromo (WO),Ls,17:09:00,// KA 458 (KA 458 =)
105,Ngagel (NGA),Ls,-,
106,Surabayagubeng (SGU),17:15:00,,
