No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,21:20:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,21:29:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,21:34:00,
7,Bekasi (BKS),Ls,21:44:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,21:49:00,// KA 5576 (KA 5576 =)
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,21:55:00,
13,Lemahabang (LMB),Ls,21:58:00,
14,Kedunggedeh (KDH),Ls,22:03:00,
15,Karawang (KW),Ls,22:07:00,// KA 144 (KA 144 =)
16,Klari (KLI),Ls,22:11:00,
17,Kosambi (KOS),Ls,22:13:00,
18,Dawuan (DWN),Ls,22:17:00,
19,Cikampek (CKP),Ls,22:20:00,
20,Tanjungrasa (TJS),Ls,22:27:00,
21,Pabuaran (PAB),Ls,22:30:00,
22,Pringkasap (PRI),Ls,22:33:00,
23,Pasirbungur (PAS),Ls,22:36:00,
24,Cikaum (CKM),Ls,22:39:00,
25,Pegadenbaru (PGB),Ls,22:44:00,
26,Cipunegara (CRA),Ls,22:48:00,
27,Haurgeulis (HGL),Ls,22:52:00,
28,Cilegeh (CLH),Ls,22:58:00,
29,Kadokangabus (KAB),Ls,23:03:00,
30,Terisi (TIS),Ls,23:07:00,
31,Telagasari (TLS),Ls,23:12:00,
32,Jatibarang (JTB),Ls,23:18:00,// KA 304 (KA 304 =)
33,Kertasemaya (KTM),Ls,23:23:00,
34,Arjawinangun (AWN),Ls,23:32:00,
35,Bangoduwa (BDW),Ls,23:35:00,
36,Cangkring (CNK),Ls,23:38:00,
37,Cirebon (CN),23:43:00,23:48:00,
38,Cirebon Prujakan (CNP),Ls,23:51:00,
39,Luwung (LWG),Ls,23:56:00,
40,Sindanglaut (SDU),Ls,00:00:00,
41,Ciledug (CLD),Ls,00:08:30,
42,Ketanggungan (KGG),Ls,00:17:00,
43,Larangan (LRA),Ls,00:22:00,
44,Songgom (SGG),Ls,00:25:00,
45,Prupuk (PPK),Ls,00:32:00,
46,Linggapura (LG),Ls,00:42:00,
47,Bumiayu (BMA),Ls,00:50:00,
48,Kretek (KRT),Ls,00:57:00,
49,Patuguran (PAT),Ls,01:03:00,
50,Karangsari (KRR),Ls,01:14:00,
51,Karanggandul (KGD),Ls,01:22:00,
52,Purwokerto (PWT),01:30:00,01:35:00,
53,Notog (NTG),Ls,01:43:00,
54,Kebasen (KBS),Ls,01:48:00,
55,Randegan (RDN),Ls,01:51:00,
56,Kroya (KYA),01:58:00,02:00:00,
57,Kemranjen (KJ),Ls,02:06:00,
58,Sumpiuh (SPH),Ls,02:09:00,
59,Tambak (TBK),Ls,02:12:00,
60,Ijo (IJ),Ls,02:15:00,
61,Gombong (GB),Ls,02:19:00,// KA 2750F JJ (KA 2750F =)
62,Karanganyar (KA),Ls,02:23:00,
63,Sruweng (SRW),Ls,02:25:00,
64,Kebumen (KM),Ls,02:30:00,
65,Wonosari (WNS),Ls,02:33:00,
66,Kutowinangun (KWN),Ls,02:35:00,
67,Prembun (PRB),Ls,02:39:00,
68,Butuh (BTH),Ls,02:43:00,
69,Kutoarjo (KTA),Ls,02:46:00,
70,Jenar (JN),Ls,02:55:00,
71,Wojo (WJ),Ls,03:00:00,
72,Kedundang (KDG),Ls,03:04:00,
73,Wates (WT),Ls,03:08:00,
74,Sentolo (STL),Ls,03:16:00,
75,Rewulu (RWL),Ls,03:22:00,
76,Patukan (PTN),Ls,03:25:00,
77,Yogyakarta (YK),03:30:00,,
