No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,09:00:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,09:09:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,09:15:00,
7,Bekasi (BKS),09:27:00,09:29:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,09:35:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,09:41:00,// KA 282 (KA 282 =)
13,Lemahabang (LMB),Ls,09:44:00,
14,Kedunggedeh (KDH),Ls,09:49:00,
15,Karawang (KW),Ls,09:53:00,
16,Klari (KLI),Ls,09:57:00,
17,Kosambi (KOS),Ls,09:59:00,
18,Dawuan (DWN),Ls,10:03:00,
19,Cikampek (CKP),Ls,10:06:00,
20,Tanjungrasa (TJS),Ls,10:13:00,
21,Pabuaran (PAB),Ls,10:16:00,
22,Pringkasap (PRI),Ls,10:19:00,
23,Pasirbungur (PAS),Ls,10:23:00,
24,Cikaum (CKM),Ls,10:26:00,
25,Pegadenbaru (PGB),10:32:00,10:34:00,
26,Cipunegara (CRA),Ls,10:39:00,
27,Haurgeulis (HGL),10:44:00,10:46:00,
28,Cilegeh (CLH),Ls,10:53:00,
29,Kadokangabus (KAB),Ls,10:58:00,
30,Terisi (TIS),Ls,11:02:00,
31,Telagasari (TLS),Ls,11:07:00,
32,Jatibarang (JTB),11:13:00,11:15:00,
33,Kertasemaya (KTM),Ls,11:21:00,
34,Arjawinangun (AWN),Ls,11:30:00,
35,Bangoduwa (BDW),Ls,11:34:00,
36,Cangkring (CNK),Ls,11:37:00,
37,Cirebon (CN),11:43:00,11:53:00,
38,Cirebon Prujakan (CNP),Ls,11:56:00,
39,Waruduwur (WDW),Ls,12:02:00,
40,Babakan (BBK),12:11:00,12:13:00,
41,Losari (LOS),Ls,12:20:00,
42,Tanjung (TGN),Ls,12:25:00,// KA 166 (KA 166 =)
43,Brebes (BB),12:37:00,12:39:00,
44,Tegal (TG),12:49:00,12:52:00,
45,Larangan (LR),Ls,12:57:00,
46,Surodadi (SD),Ls,13:03:00,
47,Pemalang (PML),13:11:00,13:13:00,
48,Petarukan (PTA),Ls,13:18:00,
49,Comal (CO),Ls,13:24:00,
50,Sragi (SRI),Ls,13:27:00,
51,Pekalongan (PK),13:35:00,13:38:00,
52,Batang (BTG),Ls,13:46:00,
53,Ujungnegoro (UJN),Ls,13:49:00,
54,Kuripan (KRP),Ls,13:57:00,
55,Plabuan (PLB),Ls,14:02:00,
56,Krengseng (KNS),Ls,14:08:00,
57,Weleri (WLR),Ls,14:11:00,// KA 214 (KA 214 =)
58,Kalibodri (KBD),Ls,14:18:00,
59,Kaliwungu (KLN),Ls,14:26:00,
60,Mangkang (MKG),Ls,14:29:00,
61,Jerakah (JRK),Ls,14:33:00,
62,Semarang Poncol (SMC),Ls,14:38:00,
63,Semarang Tawang (SMT),14:43:00,,
