No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,23:05:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,23:14:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),23:19:00,23:21:00,
7,Bekasi (BKS),23:33:00,23:35:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,23:41:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,23:47:00,
13,Lemahabang (LMB),Ls,23:50:00,
14,Kedunggedeh (KDH),Ls,23:56:00,
15,Karawang (KW),Ls,00:00:00,
16,Klari (KLI),Ls,00:04:00,
17,Kosambi (KOS),Ls,00:06:00,
18,Dawuan (DWN),Ls,00:10:00,
19,Cikampek (CKP),Ls,00:13:00,
20,Cibungur (CBR),Ls,00:21:00,
21,Sadang (SAD),Ls,-,
22,Purwakarta (PWK),00:31:00,00:37:00,X KA 367
23,Ciganea (CA),Ls,00:46:00,
24,Sukatani (SUT),Ls,00:54:00,
25,Plered (PLD),Ls,00:59:00,
26,Cisomang (CG),Ls,-,
27,Cikadongdong (CD),Ls,01:12:30,
28,Rendeh (RH),Ls,01:16:00,
29,Maswati (MSI),Ls,01:21:00,X KA 287 (KA 287 X)
30,Sasaksaat (SKT),Ls,01:27:00,
31,Cilame (CLE),Ls,01:35:00,
32,Padalarang (PDL),Ls,01:43:00,
33,Gadobangkong (GK),Ls,-,
34,Cimahi (CMI),01:49:00,01:51:00,
35,Cimindi (CMD),Ls,01:55:00,
36,Andir (AND),Ls,01:57:00,
37,Bandung (BD),02:02:00,,
