No.,Stasiun,Datang,Berangkat,Keterangan
1,Tegal (TG),08:08:00,08:11:00,MENERUSKAN PERJALANAN KA 197
2,Slawi (SLW),08:26:00,08:28:00,
3,Balapulang (BLP),Ls,-,
4,Margasari (MGS),Ls,-,
5,Prupuk (PPK),Ls,08:53:00,(KA 2617 X)
6,Linggapura (LG),Ls,09:04:00,
7,Bumiayu (BMA),09:13:00,09:15:00,
8,Kretek (KRT),Ls,09:23:00,
9,Patuguran (PAT),Ls,09:29:00,
10,Karangsari (KRR),Ls,09:40:00,
11,Karanggandul (KGD),Ls,09:48:00,
12,Purwokerto (PWT),09:56:00,10:06:00,
13,Notog (NTG),Ls,10:14:00,
14,Kebasen (KBS),Ls,10:19:00,
15,Randegan (RDN),Ls,10:22:00,
16,Kroya (KYA),10:29:00,10:59:00,
