No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,14:30:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),14:40:00,14:42:00,
6,Bekasi (BKS),14:54:00,14:56:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,15:02:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),15:11:00,15:13:00,
12,Lemahabang (LMB),Ls,15:17:00,
13,Kedunggedeh (KDH),Ls,15:24:00,
14,Karawang (KW),Ls,15:28:00,
15,Klari (KLI),Ls,15:33:00,// KA 2524 (KA 2524 =)
16,Kosambi (KOS),Ls,15:36:00,
17,Dawuan (DWN),Ls,15:41:00,
18,Cikampek (CKP),Ls,15:44:00,
19,Tanjungrasa (TJS),Ls,15:51:00,
20,Pabuaran (PAB),Ls,15:55:00,
21,Pringkasap (PRI),Ls,15:59:00,
22,Pasirbungur (PAS),Ls,16:03:00,
23,Cikaum (CKM),Ls,16:07:00,
24,Pegadenbaru (PGB),Ls,16:13:00,
25,Cipunegara (CRA),Ls,16:18:00,
26,Haurgeulis (HGL),16:25:00,16:27:00,
27,Cilegeh (CLH),Ls,16:36:00,
28,Kadokangabus (KAB),Ls,16:42:00,
29,Terisi (TIS),Ls,16:46:00,
30,Telagasari (TLS),Ls,16:52:00,
31,Jatibarang (JTB),17:01:00,17:03:00,
32,Kertasemaya (KTM),Ls,17:11:00,
33,Arjawinangun (AWN),Ls,17:22:00,
34,Bangoduwa (BDW),Ls,17:26:00,
35,Cangkring (CNK),Ls,17:30:00,
36,Cirebon (CN),Ls,17:36:00,
37,Cirebon Prujakan (CNP),17:40:00,17:48:00,
38,Waruduwur (WDW),Ls,17:57:00,
39,Babakan (BBK),Ls,18:07:00,
40,Losari (LOS),Ls,18:13:00,
41,Tanjung (TGN),Ls,18:19:00,
42,Brebes (BB),18:35:00,18:37:00,
43,Tegal (TG),18:50:00,18:53:00,
44,Larangan (LR),Ls,18:59:00,
45,Surodadi (SD),Ls,19:06:00,// KA 2522 (KA 2522 =)
46,Pemalang (PML),Ls,19:15:00,
47,Petarukan (PTA),Ls,19:20:00,
48,Comal (CO),Ls,19:27:00,
49,Sragi (SRI),Ls,19:30:00,
50,Pekalongan (PK),19:40:00,19:43:00,
51,Batang (BTG),Ls,19:51:00,
52,Ujungnegoro (UJN),Ls,19:55:00,
53,Kuripan (KRP),Ls,20:03:00,
54,Plabuan (PLB),Ls,20:08:00,
55,Krengseng (KNS),Ls,20:15:00,
56,Weleri (WLR),20:22:00,20:39:00,= KA 38 (KA 38 //)
57,Kalibodri (KBD),Ls,20:48:00,
58,Kaliwungu (KLN),Ls,20:57:00,
59,Mangkang (MKG),Ls,21:01:00,
60,Jerakah (JRK),Ls,21:06:00,
61,Semarang Poncol (SMC),21:12:00,21:22:00,
62,Semarang Tawang (SMT),Ls,21:28:00,
63,Alastua (ATA),Ls,21:36:00,
64,Brumbung (BBG),Ls,21:41:00,
65,Tegowanu (TGW),Ls,21:47:00,
66,Gubug (GUB),Ls,21:52:00,
67,Karangjati (KGT),Ls,22:01:00,
68,Sedadi (SDI),Ls,22:07:00,
69,Ngrombo (NBO),22:13:00,22:16:00,
70,Gambringan (GBN),Ls,22:19:00,
71,Jambon (JBN),Ls,22:28:00,
72,Panunggalan (PNL),Ls,22:32:00,
73,Kradenan (KNN),Ls,22:39:00,
74,Sulur (SL),Ls,22:45:00,
75,Doplang (DPL),Ls,22:50:00,
76,Randublatung (RBG),23:01:00,23:03:00,
77,Wadu (WDU),Ls,23:12:00,
78,Kapuan (KPA),Ls,23:17:00,
79,Cepu (CU),23:23:00,23:26:00,
80,Tobo (TBO),Ls,23:33:00,
81,Kalitidu (KIT),Ls,23:42:00,
82,Bojonegoro (BJ),23:54:00,23:57:00,
83,Kapas (KPS),Ls,00:03:00,
84,Sumberrejo (SRJ),Ls,00:08:00,
85,Bowerno (BWO),Ls,00:16:00,
86,Babat (BBT),00:24:00,00:27:00,
87,Gembong (GEB),Ls,00:32:00,
88,Pucuk (PC),Ls,00:36:00,
89,Surabayan (SBN),Ls,00:42:00,
90,Lamongan (LMG),00:49:00,00:52:00,
91,Duduk (DD),Ls,01:02:00,
92,Cerme (CME),Ls,01:09:00,
93,Benowo (BNW),Ls,01:13:00,
94,Kandangan (KDA),Ls,01:17:00,
95,Tandes (TES),Ls,01:19:00,
96,Surabaya Pasarturi (SBI),01:25:00,,
