No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,06:00:00,
2,Semarang Poncol (SMC),06:05:00,06:08:00,
3,Jerakah (JRK),Ls,06:14:00,
4,Mangkang (MKG),Ls,06:19:00,
5,Kaliwungu (KLN),Ls,06:23:00,
6,Kalibodri (KBD),Ls,06:31:00,
7,Weleri (WLR),06:38:00,06:40:00,
8,Krengseng (KNS),Ls,06:45:00,
9,Plabuan (PLB),Ls,06:52:00,
10,Kuripan (KRP),Ls,06:57:00,
11,Ujungnegoro (UJN),Ls,07:05:00,
12,Batang (BTG),Ls,07:08:00,
13,Pekalongan (PK),07:16:00,07:19:00,
14,Sragi (SRI),Ls,07:28:00,
15,Comal (CO),Ls,07:31:00,
16,Petarukan (PTA),Ls,07:38:00,
17,Pemalang (PML),07:44:00,07:46:00,
18,Surodadi (SD),Ls,07:55:00,
19,Larangan (LR),Ls,08:02:00,
20,Tegal (TG),08:08:00,08:11:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 198"
