No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,11:50:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),12:00:00,12:02:00,
6,Bekasi (BKS),Ls,12:13:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,12:19:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),12:27:00,12:29:00,
12,Lemahabang (LMB),Ls,12:33:00,// KA 2522 (KA 2522 =)
13,Kedunggedeh (KDH),Ls,12:39:00,
14,Karawang (KW),Ls,12:43:00,
15,Klari (KLI),Ls,12:47:00,
16,Kosambi (KOS),Ls,12:49:00,
17,Dawuan (DWN),Ls,12:54:00,
18,Cikampek (CKP),Ls,12:57:00,
19,Tanjungrasa (TJS),Ls,13:04:00,
20,Pabuaran (PAB),Ls,13:07:00,
21,Pringkasap (PRI),Ls,13:10:00,
22,Pasirbungur (PAS),Ls,13:14:00,
23,Cikaum (CKM),Ls,13:17:00,
24,Pegadenbaru (PGB),Ls,13:22:00,
25,Cipunegara (CRA),Ls,13:26:00,
26,Haurgeulis (HGL),13:31:00,13:33:00,
27,Cilegeh (CLH),Ls,13:40:00,
28,Kadokangabus (KAB),Ls,13:45:00,
29,Terisi (TIS),Ls,13:49:00,
30,Telagasari (TLS),Ls,13:54:00,
31,Jatibarang (JTB),14:01:00,14:03:00,
32,Kertasemaya (KTM),Ls,14:09:00,
33,Arjawinangun (AWN),Ls,14:18:00,
34,Bangoduwa (BDW),Ls,14:21:00,
35,Cangkring (CNK),Ls,14:24:00,
36,Cirebon (CN),Ls,14:30:00,
37,Cirebon Prujakan (CNP),14:34:00,14:43:00,
38,Luwung (LWG),Ls,14:49:00,
39,Sindanglaut (SDU),Ls,14:53:00,
40,Ciledug (CLD),Ls,15:02:00,
41,Ketanggungan (KGG),Ls,15:11:00,
42,Larangan (LRA),Ls,15:16:00,
43,Songgom (SGG),Ls,15:20:00,
44,Prupuk (PPK),Ls,15:28:00,
45,Linggapura (LG),Ls,15:38:00,
46,Bumiayu (BMA),15:47:00,15:49:00,
47,Kretek (KRT),Ls,15:57:00,
48,Patuguran (PAT),Ls,16:03:00,
49,Karangsari (KRR),Ls,16:14:00,
50,Karanggandul (KGD),Ls,16:22:00,
51,Purwokerto (PWT),16:30:00,16:35:00,
52,Notog (NTG),Ls,16:43:00,
53,Kebasen (KBS),Ls,16:48:00,
54,Randegan (RDN),Ls,16:51:00,
55,Kroya (KYA),16:58:00,17:00:00,
56,Kemranjen (KJ),Ls,17:07:00,
57,Sumpiuh (SPH),Ls,17:10:00,
58,Tambak (TBK),Ls,17:13:00,
59,Ijo (IJ),Ls,17:16:00,
60,Gombong (GB),17:22:00,17:24:00,
61,Karanganyar (KA),Ls,17:31:00,
62,Sruweng (SRW),Ls,17:33:00,
63,Kebumen (KM),17:40:00,17:42:00,
64,Wonosari (WNS),Ls,17:47:00,
65,Kutowinangun (KWN),17:51:00,17:53:00,
66,Prembun (PRB),Ls,17:59:00,
67,Butuh (BTH),Ls,18:03:00,
68,Kutoarjo (KTA),18:08:00,18:11:00,
69,Jenar (JN),Ls,18:20:00,
70,Wojo (WJ),Ls,18:25:00,
71,Kedundang (KDG),Ls,18:29:00,
72,Wates (WT),18:35:00,18:37:00,
73,Sentolo (STL),Ls,18:46:00,
74,Rewulu (RWL),Ls,18:52:00,
75,Patukan (PTN),Ls,18:55:00,
76,Yogyakarta (YK),Ls,19:00:00,
77,Lempuyangan (LPN),19:03:00,19:08:00,
78,Maguwo (MGW),Ls,19:14:00,
79,Brambanan (BBN),Ls,19:19:00,
80,Srowot (SWT),Ls,19:23:00,
81,Klaten (KT),19:29:00,19:31:00,
82,Ceper (CE),Ls,19:38:00,
83,Delanggu (DL),Ls,19:42:00,
84,Gawok (GW),Ls,19:46:00,
85,Purwosari (PWS),19:52:00,19:55:00,
86,Solobalapan (SLO),20:00:00,,
