No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,20:00:00,
2,Cikudapateuh (CTH),Ls,-,
3,Kiaracondong (KAC),20:09:00,20:11:00,
4,Gedebage (GDB),Ls,20:19:00,
5,Cimekar (CMK),Ls,-,
6,Rancaekek (RCK),Ls,20:24:00,
7,Haurpugur (HRP),Ls,20:28:00,
8,Cicalengka (CCL),Ls,20:31:00,
9,Nagreg (NG),Ls,20:44:00,X KA 127 (KA 127 X)
10,Lebakjero (LBJ),Ls,20:52:00,
11,Leles (LL),Ls,21:02:00,
12,Karangsari (KRAI),Ls,21:07:00,// KA 350 (KA 350 =)
13,Leuwigoong (LO),Ls,-,
14,Cibatu (CB),Ls,21:15:00,
15,Warungbandrek (WB),Ls,21:22:00,
16,Bumiwaluya (BMW),Ls,21:34:00,
17,Cipeundeuy (CPD),21:45:00,21:55:00,X KA 287 (KA 287 X)
18,Cirahayu (CAA),Ls,22:08:00,
19,Ciawi (CAW),Ls,22:16:00,
20,Rajapolah (RJP),Ls,22:24:00,
21,Indihiang (IH),Ls,22:31:00,
22,Tasikmalaya (TSM),22:37:00,22:40:00,
23,Awipari (AW),Ls,22:47:00,
24,Manonjaya (MNJ),Ls,22:50:00,X KA 205F JJ (KA 205F JJ X)
25,Ciamis (CI),23:01:00,23:03:00,
26,Bojong (BJG),Ls,23:11:00,
27,Karangpucung (KNP),Ls,23:18:00,
28,Banjar (BJR),23:24:00,23:30:00,X KA 79 (KA 79 X)
29,Langen (LN),Ls,23:38:00,
30,Meluwung (MLW),Ls,23:43:00,
31,Cipari (CPI),Ls,23:48:00,
32,Sidareja (SDR),23:54:00,23:56:00,
33,Gandrungmangun (GDM),Ls,00:02:00,
34,Kawunganten (KWG),Ls,00:08:00,
35,Jeruklegi (JRL),Ls,00:19:00,
36,Lebeng (LBG),Ls,00:23:00,
37,Kasugihan (KH),Ls,00:26:00,// KA 2750F JJ (KA 2750F =)
38,Maos (MA),00:28:00,00:30:00,X KA 71 (KA 71 X)
39,Sikampuh (SKP),Ls,00:36:00,X KA 157 (KA 157 X)
40,Kroya (KYA),00:42:00,00:45:00,(KA 67 X)
41,Kemranjen (KJ),Ls,00:51:00,
42,Sumpiuh (SPH),Ls,00:54:00,
43,Tambak (TBK),Ls,00:57:00,
44,Ijo (IJ),Ls,01:00:00,
45,Gombong (GB),01:07:00,01:09:00,
46,Karanganyar (KA),Ls,01:16:00,
47,Sruweng (SRW),Ls,01:18:00,
48,Kebumen (KM),01:25:00,01:27:00,// KA 302 (KA 302 =)
49,Wonosari (WNS),Ls,01:31:00,
50,Kutowinangun (KWN),Ls,01:33:00,
51,Prembun (PRB),Ls,01:37:00,
52,Butuh (BTH),Ls,01:41:00,
53,Kutoarjo (KTA),01:45:00,01:50:00,
54,Jenar (JN),Ls,01:59:00,
55,Wojo (WJ),Ls,02:04:00,
56,Kedundang (KDG),Ls,02:08:00,
57,Wates (WT),Ls,02:13:00,
58,Sentolo (STL),Ls,02:21:00,
59,Rewulu (RWL),Ls,02:27:00,
60,Patukan (PTN),Ls,02:30:00,
61,Yogyakarta (YK),02:35:00,02:40:00,
62,Lempuyangan (LPN),Ls,02:43:00,// KA 306 (KA 306 =)
63,Maguwo (MGW),Ls,02:47:00,
64,Brambanan (BBN),Ls,02:52:00,
65,Srowot (SWT),Ls,02:56:00,
66,Klaten (KT),Ls,03:00:00,
67,Ceper (CE),Ls,03:06:00,
68,Delanggu (DL),Ls,03:10:00,
69,Gawok (GW),Ls,03:13:00,
70,Purwosari (PWS),Ls,03:17:00,
71,Solobalapan (SLO),03:21:00,03:24:00,
72,Solojebres (SK),Ls,03:28:00,
73,Palur (PL),Ls,03:31:00,
74,Kemiri (KMR),Ls,03:34:00,
75,Masaran (MSR),Ls,03:39:00,
76,Sragen (SR),Ls,03:44:00,
77,Kebonromo (KRO),Ls,03:48:00,
78,Kedungbanteng (KDB),Ls,03:52:00,
79,Walikukun (WK),Ls,04:00:00,
80,Kedunggalar (KG),Ls,04:05:00,
81,Ngawi (NGW),Ls,04:10:00,
82,Geneng (GG),Ls,04:15:00,
83,Magetan (MAG),Ls,04:20:00,
84,Madiun (MN),04:28:00,04:34:00,
85,Babadan (BBD),Ls,04:41:00,
86,Caruban (CRB),Ls,04:46:00,
87,Saradan (SRD),Ls,04:51:00,
88,Bagor (BGR),Ls,05:01:00,
89,Nganjuk (NJ),05:07:00,05:10:00,
90,Sukomoro (SKM),Ls,05:15:00,
91,Baron (BRN),Ls,05:21:00,
92,Kertosono (KTS),05:27:00,05:30:00,
93,Sembung (SMB),Ls,05:36:00,
94,Jombang (JG),05:43:00,05:46:00,
95,Peterongan (PTR),Ls,-,
96,Sumobito (SBO),Ls,05:55:00,
97,Curahmalang (CRM),Ls,-,
98,Mojokerto (MR),06:05:00,06:08:00,
99,Tarik (TRK),Ls,06:16:00,
100,Kedinding (KDN),Ls,-,
101,Krian (KRN),Ls,06:21:00,// KA 432 (KA 432 =)
102,Boharan (BH),Ls,-,
103,Sepanjang (SPJ),Ls,06:29:00,
104,Wonokromo (WO),Ls,06:34:00,(KA 89 X)
105,Ngagel (NGA),Ls,-,
106,Surabayagubeng (SGU),06:42:00,,
