No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,18:50:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,18:59:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,19:04:00,
7,Bekasi (BKS),19:14:00,19:16:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,19:22:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,19:29:00,
13,Lemahabang (LMB),Ls,19:32:00,
14,Kedunggedeh (KDH),Ls,19:38:00,
15,Karawang (KW),Ls,19:42:00,
16,Klari (KLI),Ls,19:46:00,
17,Kosambi (KOS),Ls,19:48:00,
18,Dawuan (DWN),Ls,19:52:00,
19,Cikampek (CKP),Ls,19:55:00,
20,Tanjungrasa (TJS),Ls,20:02:00,
21,Pabuaran (PAB),Ls,20:05:00,
22,Pringkasap (PRI),Ls,20:08:00,
23,Pasirbungur (PAS),Ls,20:11:00,
24,Cikaum (CKM),Ls,20:14:00,
25,Pegadenbaru (PGB),Ls,20:19:00,
26,Cipunegara (CRA),Ls,20:23:00,
27,Haurgeulis (HGL),Ls,20:27:00,
28,Cilegeh (CLH),Ls,20:33:00,
29,Kadokangabus (KAB),Ls,20:38:00,
30,Terisi (TIS),Ls,20:42:00,
31,Telagasari (TLS),Ls,20:47:00,
32,Jatibarang (JTB),Ls,20:54:00,// KA 302 (KA 302 =)
33,Kertasemaya (KTM),Ls,20:59:00,
34,Arjawinangun (AWN),Ls,21:08:00,
35,Bangoduwa (BDW),Ls,21:11:00,
36,Cangkring (CNK),Ls,21:14:00,
37,Cirebon (CN),21:20:00,21:25:00,
38,Cirebon Prujakan (CNP),Ls,21:28:00,
39,Luwung (LWG),Ls,21:34:00,
40,Sindanglaut (SDU),Ls,21:39:00,
41,Ciledug (CLD),Ls,21:48:00,
42,Ketanggungan (KGG),Ls,21:57:00,
43,Larangan (LRA),Ls,22:02:00,
44,Songgom (SGG),Ls,22:06:00,
45,Prupuk (PPK),Ls,22:14:00,
46,Linggapura (LG),Ls,22:24:00,
47,Bumiayu (BMA),Ls,22:32:00,
48,Kretek (KRT),Ls,22:39:00,
49,Patuguran (PAT),Ls,22:45:00,
50,Karangsari (KRR),Ls,22:55:00,
51,Karanggandul (KGD),Ls,23:03:00,
52,Purwokerto (PWT),23:11:00,23:16:00,
53,Notog (NTG),Ls,23:24:00,
54,Kebasen (KBS),Ls,23:29:00,
55,Randegan (RDN),Ls,23:32:00,
56,Kroya (KYA),23:38:00,23:40:00,
57,Kemranjen (KJ),Ls,23:46:00,
58,Sumpiuh (SPH),Ls,23:49:00,
59,Tambak (TBK),Ls,23:52:00,
60,Ijo (IJ),Ls,23:55:00,
61,Gombong (GB),Ls,23:59:00,
62,Karanganyar (KA),Ls,00:04:00,
63,Sruweng (SRW),Ls,00:06:00,
64,Kebumen (KM),00:13:00,00:15:00,
65,Wonosari (WNS),Ls,00:20:00,
66,Kutowinangun (KWN),Ls,00:22:00,// KA 104 (KA 104 =)
67,Prembun (PRB),Ls,00:26:00,
68,Butuh (BTH),Ls,00:30:00,
69,Kutoarjo (KTA),00:35:00,00:40:00,
70,Jenar (JN),Ls,00:49:00,
71,Wojo (WJ),Ls,00:54:00,
72,Kedundang (KDG),Ls,00:58:00,
73,Wates (WT),Ls,01:02:00,
74,Sentolo (STL),Ls,01:10:00,
75,Rewulu (RWL),Ls,01:16:00,
76,Patukan (PTN),Ls,01:19:00,
77,Yogyakarta (YK),01:24:00,01:29:00,
78,Lempuyangan (LPN),Ls,01:32:00,
79,Maguwo (MGW),Ls,01:36:00,
80,Brambanan (BBN),Ls,01:41:00,
81,Srowot (SWT),Ls,01:45:00,
82,Klaten (KT),Ls,01:49:00,
83,Ceper (CE),Ls,01:55:00,
84,Delanggu (DL),Ls,01:59:00,
85,Gawok (GW),Ls,02:03:00,
86,Purwosari (PWS),Ls,02:07:00,
87,Solobalapan (SLO),02:11:00,02:16:00,
88,Solojebres (SK),Ls,02:20:00,
89,Palur (PL),Ls,02:23:00,
90,Kemiri (KMR),Ls,02:27:00,
91,Masaran (MSR),Ls,02:33:00,
92,Sragen (SR),Ls,02:39:00,
93,Kebonromo (KRO),Ls,02:43:00,
