No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),16:53:00,17:20:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,17:26:00,
4,Sepanjang (SPJ),Ls,17:31:00,
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,17:41:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,17:48:00,
9,Mojokerto (MR),17:56:00,17:58:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,18:08:00,
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),18:18:00,18:20:00,
14,Sembung (SMB),Ls,18:27:00,
15,Kertosono (KTS),18:34:00,18:36:00,
16,Baron (BRN),Ls,18:43:00,
17,Sukomoro (SKM),Ls,18:50:00,
18,Nganjuk (NJ),18:55:00,18:57:00,
19,Bagor (BGR),Ls,19:03:00,
20,Saradan (SRD),Ls,19:14:00,
21,Caruban (CRB),Ls,19:20:00,
22,Babadan (BBD),Ls,19:26:00,
23,Madiun (MN),19:33:00,19:38:00,
24,Magetan (MAG),Ls,19:47:00,
25,Geneng (GG),Ls,19:53:00,
26,Ngawi (NGW),20:01:00,20:18:00,= KA 37 (KA 37 //)
27,Kedunggalar (KG),Ls,20:27:00,
28,Walikukun (WK),Ls,20:34:00,
29,Kedungbanteng (KDB),Ls,20:42:00,
30,Kebonromo (KRO),Ls,20:46:00,
31,Sragen (SR),20:51:00,20:53:00,
32,Masaran (MSR),Ls,21:00:00,
33,Kemiri (KMR),Ls,21:06:00,
34,Palur (PL),Ls,21:09:00,
35,Solojebres (SK),Ls,21:12:00,
36,Solobalapan (SLO),21:16:00,21:19:00,
37,Purwosari (PWS),Ls,21:23:00,
38,Gawok (GW),Ls,21:27:30,
39,Delanggu (DL),Ls,21:31:00,
40,Ceper (CE),Ls,21:35:00,
41,Klaten (KT),21:42:00,21:56:00,= KA 71 (KA 71 //)
42,Srowot (SWT),Ls,22:02:00,
43,Brambanan (BBN),Ls,22:06:00,
44,Maguwo (MGW),Ls,22:11:00,
45,Lempuyangan (LPN),Ls,22:16:00,
46,Yogyakarta (YK),22:20:00,22:25:00,
47,Patukan (PTN),Ls,22:30:00,
48,Rewulu (RWL),Ls,22:34:00,
49,Sentolo (STL),Ls,22:40:00,
50,Wates (WT),22:49:00,22:51:00,
51,Kedundang (KDG),Ls,22:57:00,
52,Wojo (WJ),Ls,23:01:30,
53,Jenar (JN),Ls,23:07:00,
54,Kutoarjo (KTA),23:17:00,23:20:00,
55,Butuh (BTH),Ls,23:24:30,
56,Prembun (PRB),Ls,23:29:00,
57,Kutowinangun (KWN),Ls,23:34:00,
58,Wonosari (WNS),Ls,23:36:30,
59,Kebumen (KM),23:41:00,23:43:00,
60,Sruweng (SRW),Ls,23:50:00,
61,Karanganyar (KA),Ls,23:53:00,
62,Gombong (GB),23:59:00,00:01:00,
63,Ijo (IJ),Ls,00:07:00,
64,Tambak (TBK),Ls,00:10:00,
65,Sumpiuh (SPH),Ls,00:13:30,
66,Kemranjen (KJ),Ls,00:17:00,
67,Kroya (KYA),00:23:00,00:25:00,
68,Sikampuh (SKP),00:32:00,00:38:00,X KA 72 (KA 72 X)
69,Maos (MA),00:44:00,00:46:00,X KA 2750F JJ (KA 2750F X)
70,Kasugihan (KH),Ls,00:49:00,
71,Karangkandri (KKD),Ls,00:54:00,
72,Gumilir (GM),00:59:00,01:02:00,(KA 2720 X)
73,Cilacap (CP),01:11:00,,
