No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,21:40:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),21:49:00,21:51:00,
6,Bekasi (BKS),22:04:00,22:06:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,22:12:00,// KA 5578 (KA 5578 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,22:19:00,
12,Lemahabang (LMB),Ls,22:22:00,
13,Kedunggedeh (KDH),Ls,22:28:00,
14,Karawang (KW),Ls,22:32:00,// KA 164 (KA 164 =)
15,Klari (KLI),Ls,22:36:00,
16,Kosambi (KOS),Ls,22:38:00,
17,Dawuan (DWN),Ls,22:42:00,
18,Cikampek (CKP),Ls,22:45:00,
19,Tanjungrasa (TJS),Ls,22:52:00,
20,Pabuaran (PAB),Ls,22:55:00,
21,Pringkasap (PRI),Ls,22:58:00,
22,Pasirbungur (PAS),Ls,23:02:00,
23,Cikaum (CKM),Ls,23:05:00,
24,Pegadenbaru (PGB),Ls,23:10:00,
25,Cipunegara (CRA),Ls,23:14:00,
26,Haurgeulis (HGL),23:19:00,23:21:00,
27,Cilegeh (CLH),Ls,23:28:00,
28,Kadokangabus (KAB),Ls,23:33:00,
29,Terisi (TIS),Ls,23:37:00,
30,Telagasari (TLS),Ls,23:42:00,
31,Jatibarang (JTB),23:49:00,23:51:00,
32,Kertasemaya (KTM),Ls,23:57:00,
33,Arjawinangun (AWN),Ls,00:06:00,
34,Bangoduwa (BDW),Ls,00:10:00,
35,Cangkring (CNK),Ls,00:13:00,
36,Cirebon (CN),00:19:00,00:24:00,
37,Cirebon Prujakan (CNP),Ls,00:27:00,
38,Luwung (LWG),Ls,00:32:00,
39,Sindanglaut (SDU),Ls,00:36:00,
40,Ciledug (CLD),Ls,00:45:00,
41,Ketanggungan (KGG),Ls,00:54:00,
42,Larangan (LRA),Ls,00:59:00,
43,Songgom (SGG),Ls,01:02:00,
44,Prupuk (PPK),Ls,01:09:00,// KA 2612 (KA 2612 =)
45,Linggapura (LG),Ls,01:19:00,
46,Bumiayu (BMA),01:28:00,01:30:00,
47,Kretek (KRT),Ls,01:38:00,
48,Patuguran (PAT),Ls,01:44:00,
49,Karangsari (KRR),Ls,01:55:00,
50,Karanggandul (KGD),Ls,02:03:00,
51,Purwokerto (PWT),02:11:00,02:16:00,
52,Notog (NTG),Ls,02:24:00,
53,Kebasen (KBS),Ls,02:29:00,
54,Randegan (RDN),Ls,02:32:00,
55,Kroya (KYA),02:38:00,02:40:00,
56,Kemranjen (KJ),Ls,02:46:00,
57,Sumpiuh (SPH),Ls,02:49:00,// KA 292 (KA 292 =)
58,Tambak (TBK),Ls,02:52:00,
59,Ijo (IJ),Ls,02:55:00,
60,Gombong (GB),03:01:00,03:03:00,
61,Karanganyar (KA),Ls,03:10:00,
62,Sruweng (SRW),Ls,03:12:00,
63,Kebumen (KM),03:19:00,03:21:00,
64,Wonosari (WNS),Ls,03:26:00,
65,Kutowinangun (KWN),Ls,03:28:00,
66,Prembun (PRB),Ls,03:32:00,// KA 2750F JJ (KA 2750F =)
67,Butuh (BTH),Ls,03:36:00,
68,Kutoarjo (KTA),03:41:00,03:44:00,
69,Jenar (JN),Ls,03:54:00,
70,Wojo (WJ),Ls,03:59:00,
71,Kedundang (KDG),Ls,04:04:00,
72,Wates (WT),04:09:00,04:11:00,
73,Sentolo (STL),Ls,04:20:00,
74,Rewulu (RWL),Ls,04:27:00,
75,Patukan (PTN),Ls,04:30:00,
76,Yogyakarta (YK),04:35:00,04:40:00,
77,Lempuyangan (LPN),Ls,04:43:00,
78,Maguwo (MGW),Ls,04:48:00,
79,Brambanan (BBN),Ls,04:53:00,
80,Srowot (SWT),Ls,04:57:00,
81,Klaten (KT),05:03:00,05:05:00,
82,Ceper (CE),Ls,05:13:00,
83,Delanggu (DL),Ls,05:17:00,
84,Gawok (GW),Ls,05:21:00,
85,Purwosari (PWS),Ls,05:25:00,
86,Solobalapan (SLO),05:30:00,,
