No.,Stasiun,Datang,Berangkat,Keterangan
1,Kroya (KYA),14:59:00,15:19:00,
2,Randegan (RDN),Ls,15:26:00,
3,Kebasen (KBS),Ls,15:29:00,
4,Notog (NTG),Ls,15:34:00,
5,Purwokerto (PWT),15:42:00,15:47:00,
6,Karanggandul (KGD),Ls,15:55:00,
7,Karangsari (KRR),Ls,16:04:00,
8,Patuguran (PAT),Ls,16:15:00,
9,Kretek (KRT),Ls,16:21:00,
10,Bumiayu (BMA),16:29:00,16:31:00,
11,Linggapura (LG),Ls,16:40:00,
12,Prupuk (PPK),Ls,16:50:00,
13,Songgom (SGG),Ls,16:57:00,
14,Larangan (LRA),Ls,17:00:00,
15,Ketanggungan (KGG),Ls,17:05:00,
16,Ciledug (CLD),Ls,17:14:00,
17,Sindanglaut (SDU),Ls,17:23:00,
18,Luwung (LWG),Ls,17:27:00,
19,Cirebon Prujakan (CNP),Ls,17:32:00,
20,Cirebon (CN),17:36:00,17:41:00,
21,Cangkring (CNK),Ls,17:48:00,
22,Bangoduwa (BDW),Ls,17:51:00,
23,Arjawinangun (AWN),Ls,17:54:00,
24,Kertasemaya (KTM),Ls,18:03:00,
25,Jatibarang (JTB),Ls,18:08:00,// KA 203 (KA 203 =)
26,Telagasari (TLS),Ls,18:14:00,
27,Terisi (TIS),Ls,18:19:00,
28,Kadokangabus (KAB),Ls,18:23:00,
29,Cilegeh (CLH),Ls,18:28:00,
30,Haurgeulis (HGL),Ls,18:34:00,
31,Cipunegara (CRA),Ls,18:38:00,
32,Pegadenbaru (PGB),Ls,18:43:00,
33,Cikaum (CKM),Ls,18:48:00,
34,Pasirbungur (PAS),Ls,18:51:00,
35,Pringkasap (PRI),Ls,18:55:00,
36,Pabuaran (PAB),Ls,18:58:00,
37,Tanjungrasa (TJS),Ls,19:01:00,
38,Cikampek (CKP),Ls,19:08:00,
39,Dawuan (DWN),Ls,19:11:00,
40,Kosambi (KOS),Ls,19:15:00,
41,Klari (KLI),Ls,19:17:00,
42,Karawang (KW),Ls,19:21:00,
43,Kedunggedeh (KDH),Ls,19:25:00,// KA 333 (KA 333 =)
44,Lemahabang (LMB),Ls,19:31:00,
45,Cikarang (CKR),Ls,19:34:00,
46,Telaga Murni (TLM),Ls,-,
47,Cibitung (CIT),Ls,-,
48,Tambun (TB),Ls,19:41:00,
49,Bekasitimur (BKST),Ls,-,
50,Bekasi (BKS),19:48:00,19:50:00,
51,Jatinegara (JNG),20:01:00,20:03:00,
52,Matraman (MTR),Ls,-,
53,Manggarai (MRI),Ls,20:09:00,
54,Cikini (CKI),Ls,-,
55,Gondangdia (GDD),Ls,-,
56,Gambir (GMR),20:19:00,,
