No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,06:20:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,06:29:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,06:34:00,
7,Bekasi (BKS),06:44:00,06:46:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,06:52:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,06:59:00,
13,Lemahabang (LMB),Ls,07:02:00,
14,Kedunggedeh (KDH),Ls,07:08:00,
15,Karawang (KW),Ls,07:12:00,
16,Klari (KLI),Ls,07:16:00,
17,Kosambi (KOS),Ls,07:18:00,
18,Dawuan (DWN),Ls,07:22:00,
19,Cikampek (CKP),Ls,07:25:00,
20,Tanjungrasa (TJS),Ls,07:32:00,
21,Pabuaran (PAB),Ls,07:35:00,
22,Pringkasap (PRI),Ls,07:38:00,
23,Pasirbungur (PAS),Ls,07:42:00,
24,Cikaum (CKM),Ls,07:45:00,
25,Pegadenbaru (PGB),Ls,07:50:00,
26,Cipunegara (CRA),Ls,07:54:00,
27,Haurgeulis (HGL),Ls,07:58:00,
28,Cilegeh (CLH),Ls,08:04:00,
29,Kadokangabus (KAB),Ls,08:09:00,
30,Terisi (TIS),Ls,08:13:00,
31,Telagasari (TLS),Ls,08:18:00,
32,Jatibarang (JTB),Ls,08:24:00,
33,Kertasemaya (KTM),Ls,08:29:00,
34,Arjawinangun (AWN),Ls,08:38:00,
35,Bangoduwa (BDW),Ls,08:41:00,
36,Cangkring (CNK),Ls,08:44:00,
37,Cirebon (CN),08:49:00,08:54:00,
38,Cirebon Prujakan (CNP),Ls,08:57:00,
39,Luwung (LWG),Ls,09:02:00,
40,Sindanglaut (SDU),Ls,09:06:00,
41,Ciledug (CLD),Ls,09:15:00,
42,Ketanggungan (KGG),Ls,09:24:00,
43,Larangan (LRA),Ls,09:29:00,
44,Songgom (SGG),Ls,09:32:00,
45,Prupuk (PPK),Ls,09:39:00,
46,Linggapura (LG),Ls,09:49:00,
47,Bumiayu (BMA),Ls,09:57:00,
48,Kretek (KRT),Ls,10:04:00,
49,Patuguran (PAT),Ls,10:10:00,
50,Karangsari (KRR),Ls,10:20:00,
51,Karanggandul (KGD),Ls,10:28:00,
52,Purwokerto (PWT),10:36:00,10:41:00,
53,Notog (NTG),Ls,10:49:00,
54,Kebasen (KBS),Ls,10:54:00,
55,Randegan (RDN),Ls,10:57:00,
56,Kroya (KYA),11:03:00,11:05:00,
57,Kemranjen (KJ),Ls,11:11:00,
58,Sumpiuh (SPH),Ls,11:14:00,
59,Tambak (TBK),Ls,11:17:00,
60,Ijo (IJ),Ls,11:19:30,
61,Gombong (GB),Ls,11:23:00,
62,Karanganyar (KA),Ls,11:28:00,
63,Sruweng (SRW),Ls,11:30:00,
64,Kebumen (KM),11:37:00,11:39:00,
65,Wonosari (WNS),Ls,11:44:00,
66,Kutowinangun (KWN),Ls,11:46:00,
67,Prembun (PRB),Ls,11:50:00,
68,Butuh (BTH),Ls,11:54:00,
69,Kutoarjo (KTA),11:59:00,12:02:00,
70,Jenar (JN),Ls,12:11:00,
71,Wojo (WJ),Ls,12:15:30,
72,Kedundang (KDG),Ls,12:19:00,
73,Wates (WT),Ls,12:23:00,
74,Sentolo (STL),Ls,12:31:00,
75,Rewulu (RWL),Ls,12:37:00,
76,Patukan (PTN),Ls,12:40:00,
77,Yogyakarta (YK),12:45:00,12:50:00,
78,Lempuyangan (LPN),Ls,12:53:00,
79,Maguwo (MGW),Ls,12:57:00,
80,Brambanan (BBN),Ls,13:01:30,
81,Srowot (SWT),Ls,13:05:00,
82,Klaten (KT),Ls,13:09:00,
83,Ceper (CE),Ls,13:15:00,
84,Delanggu (DL),Ls,13:19:00,
85,Gawok (GW),Ls,13:22:00,
86,Purwosari (PWS),Ls,13:26:00,
87,Solobalapan (SLO),13:30:00,13:33:00,
88,Solojebres (SK),Ls,13:37:00,
89,Palur (PL),Ls,13:40:00,
90,Kemiri (KMR),Ls,13:43:00,
91,Masaran (MSR),Ls,13:48:00,
92,Sragen (SR),Ls,13:53:00,
93,Kebonromo (KRO),Ls,13:56:00,
94,Kedungbanteng (KDB),Ls,14:00:00,
95,Walikukun (WK),Ls,14:08:00,
96,Kedunggalar (KG),Ls,14:13:00,
97,Ngawi (NGW),Ls,14:18:00,
98,Geneng (GG),Ls,14:22:00,
99,Magetan (MAG),Ls,14:28:00,
100,Madiun (MN),14:36:00,14:41:00,
101,Babadan (BBD),Ls,14:47:00,
102,Caruban (CRB),Ls,14:52:00,
103,Saradan (SRD),Ls,14:57:00,
104,Bagor (BGR),Ls,15:06:00,
105,Nganjuk (NJ),15:12:00,15:14:00,
106,Sukomoro (SKM),Ls,15:19:00,
107,Baron (BRN),Ls,15:25:00,
108,Kertosono (KTS),15:31:00,15:33:00,
109,Sembung (SMB),Ls,15:39:00,
110,Jombang (JG),15:45:00,15:47:00,
111,Peterongan (PTR),Ls,-,
112,Sumobito (SBO),Ls,15:56:00,
113,Curahmalang (CRM),Ls,-,
114,Mojokerto (MR),16:05:00,16:07:00,
115,Tarik (TRK),Ls,16:14:00,
116,Kedinding (KDN),Ls,-,
117,Krian (KRN),Ls,16:19:00,
118,Boharan (BH),Ls,-,
119,Sepanjang (SPJ),Ls,16:27:00,
120,Wonokromo (WO),Ls,16:32:00,(KA 83 X)
121,Ngagel (NGA),Ls,-,
122,Surabayagubeng (SGU),16:38:00,,
