No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,18:20:00,
2,Semarang Poncol (SMC),18:26:00,18:30:00,
3,Jerakah (JRK),Ls,18:36:00,
4,Mangkang (MKG),Ls,18:41:00,
5,Kaliwungu (KLN),Ls,18:45:00,
6,Kalibodri (KBD),Ls,18:54:00,
7,Weleri (WLR),19:02:00,19:04:00,
8,Krengseng (KNS),Ls,19:09:00,
9,Plabuan (PLB),Ls,19:16:00,
10,Kuripan (KRP),Ls,19:21:00,
11,Ujungnegoro (UJN),Ls,19:29:00,
12,Batang (BTG),Ls,19:32:00,
13,Pekalongan (PK),19:42:00,19:45:00,
14,Sragi (SRI),Ls,19:55:00,
15,Comal (CO),Ls,19:58:00,
16,Petarukan (PTA),Ls,20:05:00,
17,Pemalang (PML),20:11:00,20:13:00,
18,Surodadi (SD),Ls,20:22:00,
19,Larangan (LR),Ls,20:29:00,
20,Tegal (TG),20:37:00,20:42:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 190"
