No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),,07:00:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,07:06:00,X KA 432
4,Sepanjang (SPJ),Ls,07:11:00,
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,07:20:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,07:26:00,
9,Mojokerto (MR),07:34:00,07:36:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,07:45:00,
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),07:54:00,07:56:00,
14,Sembung (SMB),Ls,08:03:00,
15,Kertosono (KTS),Ls,08:08:00,
16,Baron (BRN),Ls,08:13:00,
17,Sukomoro (SKM),Ls,08:19:00,
18,Nganjuk (NJ),08:24:00,08:26:00,
19,Bagor (BGR),Ls,08:32:00,
20,Saradan (SRD),Ls,08:42:00,
21,Caruban (CRB),Ls,08:47:00,
22,Babadan (BBD),Ls,08:52:00,
23,Madiun (MN),08:58:00,09:03:00,
24,Magetan (MAG),Ls,09:11:00,
25,Geneng (GG),Ls,09:16:00,
26,Ngawi (NGW),Ls,09:20:00,// KA 577 (KA 577 =)
27,Kedunggalar (KG),Ls,09:25:00,
28,Walikukun (WK),Ls,09:31:00,
29,Kedungbanteng (KDB),Ls,09:40:00,
30,Kebonromo (KRO),Ls,09:44:00,
31,Sragen (SR),Ls,09:47:00,// KA 89 (KA 89 =)
32,Masaran (MSR),Ls,09:52:00,
33,Kemiri (KMR),Ls,09:57:00,
34,Palur (PL),Ls,10:00:00,
35,Solojebres (SK),Ls,10:03:00,
36,Solobalapan (SLO),10:07:00,10:10:00,
37,Purwosari (PWS),Ls,10:14:00,
38,Gawok (GW),Ls,10:18:00,
39,Delanggu (DL),Ls,10:21:00,
40,Ceper (CE),Ls,10:25:00,
41,Klaten (KT),10:32:00,10:34:00,
42,Srowot (SWT),Ls,10:41:00,
43,Brambanan (BBN),Ls,10:45:00,
44,Maguwo (MGW),Ls,10:51:00,
45,Lempuyangan (LPN),Ls,10:56:00,
46,Yogyakarta (YK),11:00:00,,
