No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,12:10:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),12:21:00,12:23:00,
6,Bekasi (BKS),12:36:00,12:38:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,12:45:00,// KA 5086 (KA 5086 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,12:52:00,
12,Lemahabang (LMB),Ls,12:55:00,// KA 2522 (KA 2522 =)
13,Kedunggedeh (KDH),Ls,13:02:00,
14,Karawang (KW),13:08:00,13:10:00,
15,Klari (KLI),Ls,13:16:00,
16,Kosambi (KOS),Ls,13:19:00,
17,Dawuan (DWN),Ls,13:24:00,
18,Cikampek (CKP),Ls,13:27:00,
19,Tanjungrasa (TJS),Ls,13:35:00,
20,Pabuaran (PAB),Ls,13:38:00,
21,Pringkasap (PRI),Ls,13:42:00,
22,Pasirbungur (PAS),Ls,13:46:00,
23,Cikaum (CKM),Ls,13:50:00,
24,Pegadenbaru (PGB),Ls,13:56:00,
25,Cipunegara (CRA),Ls,14:01:00,
26,Haurgeulis (HGL),Ls,14:05:00,
27,Cilegeh (CLH),Ls,14:12:00,
28,Kadokangabus (KAB),Ls,14:18:00,
29,Terisi (TIS),Ls,14:22:00,
30,Telagasari (TLS),Ls,14:28:00,
31,Jatibarang (JTB),Ls,14:35:00,
32,Kertasemaya (KTM),Ls,14:41:00,
33,Arjawinangun (AWN),Ls,14:51:00,
34,Bangoduwa (BDW),Ls,14:55:00,
35,Cangkring (CNK),Ls,14:58:00,
36,Cirebon (CN),15:05:00,15:10:00,
37,Cirebon Prujakan (CNP),Ls,15:14:00,
38,Waruduwur (WDW),Ls,15:22:00,
39,Babakan (BBK),Ls,15:31:00,
40,Losari (LOS),Ls,15:37:00,
41,Tanjung (TGN),Ls,15:43:00,
42,Brebes (BB),Ls,15:57:00,
43,Tegal (TG),16:08:00,16:13:00,
44,Larangan (LR),Ls,16:18:00,
45,Surodadi (SD),Ls,16:25:00,
46,Pemalang (PML),Ls,16:35:00,
47,Petarukan (PTA),Ls,16:40:00,
48,Comal (CO),Ls,16:47:00,
49,Sragi (SRI),Ls,16:50:00,
50,Pekalongan (PK),16:59:00,17:02:00,
51,Batang (BTG),Ls,17:11:00,
52,Ujungnegoro (UJN),Ls,17:15:00,
53,Kuripan (KRP),Ls,17:24:00,
54,Plabuan (PLB),Ls,17:29:00,
55,Krengseng (KNS),Ls,17:36:00,
56,Weleri (WLR),Ls,17:40:00,
57,Kalibodri (KBD),Ls,17:47:00,
58,Kaliwungu (KLN),Ls,17:56:00,
59,Mangkang (MKG),Ls,18:00:00,
60,Jerakah (JRK),Ls,18:05:00,
61,Semarang Poncol (SMC),Ls,18:10:00,
62,Semarang Tawang (SMT),18:15:00,18:25:00,
63,Alastua (ATA),Ls,18:33:00,
64,Brumbung (BBG),Ls,18:38:00,
65,Tegowanu (TGW),Ls,18:44:00,
66,Gubug (GUB),Ls,18:49:00,
67,Karangjati (KGT),Ls,18:58:00,
68,Sedadi (SDI),Ls,19:04:00,
69,Ngrombo (NBO),19:09:00,19:11:00,
70,Gambringan (GBN),Ls,19:14:00,
71,Jambon (JBN),Ls,19:22:00,
72,Panunggalan (PNL),Ls,19:26:00,
73,Kradenan (KNN),Ls,19:33:00,
74,Sulur (SL),Ls,19:39:00,
75,Doplang (DPL),Ls,19:44:00,
76,Randublatung (RBG),Ls,19:54:00,
77,Wadu (WDU),Ls,20:02:00,
78,Kapuan (KPA),Ls,20:06:00,
79,Cepu (CU),20:12:00,20:15:00,
80,Tobo (TBO),Ls,20:22:00,
81,Kalitidu (KIT),Ls,20:32:00,
82,Bojonegoro (BJ),20:44:00,20:47:00,
83,Kapas (KPS),Ls,20:54:00,
84,Sumberrejo (SRJ),Ls,20:59:00,
85,Bowerno (BWO),Ls,21:08:00,
86,Babat (BBT),Ls,21:15:00,
87,Gembong (GEB),Ls,21:19:00,
88,Pucuk (PC),Ls,21:23:00,
89,Surabayan (SBN),Ls,21:30:00,
90,Lamongan (LMG),21:37:00,21:40:00,
91,Duduk (DD),Ls,21:50:00,
92,Cerme (CME),Ls,21:57:00,
93,Benowo (BNW),Ls,22:01:00,
94,Kandangan (KDA),Ls,22:05:00,
95,Tandes (TES),Ls,22:08:00,
96,Surabaya Pasarturi (SBI),22:15:00,22:25:00,
