No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,19:55:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,20:04:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,20:09:00,
7,Bekasi (BKS),20:19:00,20:21:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,20:28:00,// KA 5158 (KA 5158 =)
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),20:35:00,20:37:00,
13,Lemahabang (LMB),Ls,20:41:00,
14,Kedunggedeh (KDH),Ls,20:46:00,
15,Karawang (KW),Ls,20:50:00,
16,Klari (KLI),Ls,20:54:00,// KA 338 (KA 338 =)
17,Kosambi (KOS),Ls,20:56:00,
18,Dawuan (DWN),Ls,21:00:00,
19,Cikampek (CKP),Ls,21:03:00,
20,Tanjungrasa (TJS),Ls,21:10:00,
21,Pabuaran (PAB),Ls,21:13:00,
22,Pringkasap (PRI),Ls,21:16:00,
23,Pasirbungur (PAS),Ls,21:19:00,
24,Cikaum (CKM),Ls,21:22:00,// KA 304 (KA 304 =)
25,Pegadenbaru (PGB),Ls,21:27:00,
26,Cipunegara (CRA),Ls,21:31:00,
27,Haurgeulis (HGL),Ls,21:35:00,
28,Cilegeh (CLH),Ls,21:41:00,
29,Kadokangabus (KAB),Ls,21:46:00,
30,Terisi (TIS),Ls,21:50:00,
31,Telagasari (TLS),Ls,21:55:00,
32,Jatibarang (JTB),Ls,22:01:00,
33,Kertasemaya (KTM),Ls,22:06:00,
34,Arjawinangun (AWN),Ls,22:15:00,
35,Bangoduwa (BDW),Ls,22:19:00,
36,Cangkring (CNK),Ls,22:23:00,
37,Cirebon (CN),22:29:00,22:36:00,
38,Cirebon Prujakan (CNP),Ls,22:40:00,
39,Waruduwur (WDW),Ls,22:47:00,
40,Babakan (BBK),Ls,22:55:00,
41,Losari (LOS),Ls,23:00:00,
42,Tanjung (TGN),Ls,23:05:00,
43,Brebes (BB),Ls,23:17:00,
44,Tegal (TG),23:26:00,23:48:00,= KA 4 (KA 4 //)
45,Larangan (LR),Ls,23:54:00,// KA 2708 (KA 2708 =)
46,Surodadi (SD),Ls,00:00:00,
47,Pemalang (PML),Ls,00:07:00,
48,Petarukan (PTA),Ls,00:11:00,
49,Comal (CO),Ls,00:16:00,
50,Sragi (SRI),Ls,00:19:00,
51,Pekalongan (PK),00:27:00,00:30:00,
52,Batang (BTG),Ls,00:38:00,
53,Ujungnegoro (UJN),Ls,00:41:00,
54,Kuripan (KRP),Ls,00:49:00,
55,Plabuan (PLB),Ls,00:54:00,
56,Krengseng (KNS),Ls,01:00:00,
57,Weleri (WLR),Ls,01:03:00,
58,Kalibodri (KBD),Ls,01:09:00,
59,Kaliwungu (KLN),Ls,01:17:00,
60,Mangkang (MKG),Ls,01:20:00,
61,Jerakah (JRK),Ls,01:24:00,
62,Semarang Poncol (SMC),Ls,01:28:00,
63,Semarang Tawang (SMT),01:33:00,01:39:00,
64,Alastua (ATA),Ls,01:47:00,
65,Brumbung (BBG),Ls,01:51:00,
66,Tegowanu (TGW),Ls,01:57:00,// KA 2524 (KA 2524 =)
67,Gubug (GUB),Ls,02:01:00,
68,Karangjati (KGT),Ls,02:08:00,
69,Sedadi (SDI),Ls,02:13:00,
70,Ngrombo (NBO),02:19:00,02:21:00,
71,Gambringan (GBN),Ls,02:24:00,
72,Jambon (JBN),Ls,02:32:00,
73,Panunggalan (PNL),Ls,02:36:00,
74,Kradenan (KNN),Ls,02:43:00,
75,Sulur (SL),Ls,02:49:00,
76,Doplang (DPL),Ls,02:54:00,
77,Randublatung (RBG),Ls,03:05:00,
78,Wadu (WDU),Ls,03:13:00,
79,Kapuan (KPA),Ls,03:17:00,
80,Cepu (CU),03:22:00,03:25:00,
81,Tobo (TBO),Ls,03:31:00,
82,Kalitidu (KIT),Ls,03:40:00,
83,Bojonegoro (BJ),03:51:00,03:54:00,
84,Kapas (KPS),Ls,04:00:00,
85,Sumberrejo (SRJ),Ls,04:05:00,
86,Bowerno (BWO),Ls,04:13:00,
87,Babat (BBT),Ls,04:20:00,
88,Gembong (GEB),Ls,04:23:00,
89,Pucuk (PC),Ls,04:26:00,// KA 444 (KA 444 =)
90,Surabayan (SBN),Ls,04:31:00,
91,Lamongan (LMG),04:37:00,04:40:00,
92,Duduk (DD),Ls,04:48:00,
93,Cerme (CME),Ls,04:54:00,
94,Benowo (BNW),Ls,04:57:00,
95,Kandangan (KDA),Ls,05:00:00,
96,Tandes (TES),Ls,05:03:00,
97,Surabaya Pasarturi (SBI),05:08:00,05:15:00,
