No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,19:00:00,
2,Cikudapateuh (CTH),Ls,-,
3,Kiaracondong (KAC),19:09:00,19:11:00,
4,Gedebage (GDB),Ls,19:19:00,
5,Cimekar (CMK),Ls,-,
6,Rancaekek (RCK),Ls,19:24:00,
7,Haurpugur (HRP),Ls,19:28:00,
8,Cicalengka (CCL),Ls,19:31:00,
9,Nagreg (NG),Ls,19:44:00,
10,Lebakjero (LBJ),Ls,19:52:00,
11,Leles (LL),Ls,20:02:00,X KA 127 (KA 127 X)
12,Karangsari (KRAI),Ls,20:07:00,
13,Leuwigoong (LO),Ls,-,
14,Cibatu (CB),20:16:00,20:18:00,
15,Warungbandrek (WB),Ls,20:26:00,
16,Bumiwaluya (BMW),Ls,20:39:00,
17,Cipeundeuy (CPD),20:50:00,21:00:00,
18,Cirahayu (CAA),Ls,21:13:00,
19,Ciawi (CAW),Ls,21:21:00,X KA 287 (KA 287 X)
20,Rajapolah (RJP),Ls,21:29:00,
21,Indihiang (IH),Ls,21:36:00,
22,Tasikmalaya (TSM),21:42:00,21:45:00,
23,Awipari (AW),Ls,21:51:00,
24,Manonjaya (MNJ),Ls,21:54:00,
25,Ciamis (CI),22:05:00,22:07:00,
26,Bojong (BJG),Ls,22:15:00,X KA 205F JJ (KA 205F JJ X)
27,Karangpucung (KNP),Ls,22:22:00,
28,Banjar (BJR),22:28:00,22:32:00,
29,Langen (LN),Ls,22:40:00,
30,Meluwung (MLW),Ls,22:45:00,
31,Cipari (CPI),Ls,22:50:00,
32,Sidareja (SDR),22:56:00,23:04:00,X KA 79 (KA 79 X)
33,Gandrungmangun (GDM),Ls,23:10:00,
34,Kawunganten (KWG),Ls,23:15:00,
35,Jeruklegi (JRL),Ls,23:26:00,
36,Lebeng (LBG),Ls,23:30:00,
37,Kasugihan (KH),Ls,23:34:00,
38,Maos (MA),23:37:00,23:39:00,
39,Sikampuh (SKP),Ls,23:44:00,
40,Kroya (KYA),23:50:00,23:53:00,
41,Kemranjen (KJ),Ls,23:59:00,
42,Sumpiuh (SPH),Ls,00:02:00,
43,Tambak (TBK),Ls,00:05:00,
44,Ijo (IJ),Ls,00:08:00,
45,Gombong (GB),00:15:00,00:17:00,
46,Karanganyar (KA),Ls,00:24:00,
47,Sruweng (SRW),Ls,00:26:00,
48,Kebumen (KM),00:33:00,00:35:00,
49,Wonosari (WNS),Ls,00:40:00,
50,Kutowinangun (KWN),Ls,00:42:00,
51,Prembun (PRB),Ls,00:46:00,
52,Butuh (BTH),Ls,00:50:00,
53,Kutoarjo (KTA),00:55:00,00:58:00,
54,Jenar (JN),Ls,01:07:00,
55,Wojo (WJ),Ls,01:12:00,
56,Kedundang (KDG),Ls,01:16:00,
57,Wates (WT),01:22:00,01:24:00,
58,Sentolo (STL),Ls,01:33:00,
59,Rewulu (RWL),Ls,01:39:00,
60,Patukan (PTN),Ls,01:42:00,
61,Yogyakarta (YK),01:47:00,01:52:00,
62,Lempuyangan (LPN),Ls,01:56:00,
63,Maguwo (MGW),Ls,02:01:00,
64,Brambanan (BBN),Ls,02:06:00,
65,Srowot (SWT),Ls,02:10:00,
66,Klaten (KT),02:16:00,02:18:00,
67,Ceper (CE),Ls,02:26:00,
68,Delanggu (DL),Ls,02:30:00,
69,Gawok (GW),Ls,02:35:00,
70,Purwosari (PWS),Ls,02:40:00,
71,Solobalapan (SLO),02:45:00,,
