No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),08:09:00,08:18:00,
2,Segitigamesigit (STM),Ls,08:22:00,
3,Surabayakota (SB),Ls,08:25:00,
4,Surabayagubeng (SGU),08:33:00,08:39:00,
5,Ngagel (NGA),Ls,-,
6,Wonokromo (WO),Ls,08:45:00,X KA 414
7,Margorejo (MGR),Ls,-,
8,Jemursari (JMS),Ls,-,
9,Kertomenanggal (KTL),Ls,-,
10,Waru (WR),08:52:00,08:59:00,X KA 156 (KA 156 X)
11,Sawotratap (STP),Ls,-,
12,Gedangan (GDG),Ls,09:06:00,
13,Banjarkemantren (BJK),Ls,-,
14,Buduran (BDR),Ls,-,
15,Pagerwojo (PWJ),Ls,-,
16,Sidoarjo (SDA),09:15:00,09:18:00,(KA 464 X)
17,Tanggulangin (TGA),Ls,09:24:00,
18,Porong (PR),Ls,09:27:00,
19,Bangil (BG),09:39:00,09:45:00,X KA 2630 (KA 2630 X)
20,Wonokerto (WN),Ls,09:55:00,
21,Sukorejo (SKJ),Ls,10:04:00,
22,Sengon (SN),Ls,10:09:00,
23,Lawang (LW),10:21:00,10:23:00,
24,Singosari (SGS),Ls,10:32:00,
25,Blimbing (BMG),Ls,10:38:00,
26,Malang (ML),10:45:00,,
