No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,21:35:00,
2,Andir (AND),Ls,21:40:00,
3,Cimindi (CMD),Ls,21:42:00,
4,Cimahi (CMI),21:46:00,21:48:00,
5,Gadobangkong (GK),Ls,-,
6,Padalarang (PDL),21:57:00,21:59:00,
7,Cilame (CLE),Ls,22:08:00,
8,Sasaksaat (SKT),Ls,22:16:00,X KA 288 (KA 288 X)
9,Maswati (MSI),Ls,22:22:00,
10,Rendeh (RH),Ls,22:27:00,
11,Cikadongdong (CD),Ls,22:31:00,
12,Cisomang (CG),Ls,-,
13,Plered (PLD),Ls,22:45:00,
14,Sukatani (SUT),Ls,22:50:00,
15,Ciganea (CA),Ls,22:59:00,
16,Purwakarta (PWK),23:08:00,23:13:00,
17,Sadang (SAD),Ls,-,
18,Cibungur (CBR),Ls,23:25:00,
19,Cikampek (CKP),23:35:00,00:08:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 96"
