No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,08:55:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),09:06:00,09:08:00,
6,Bekasi (BKS),09:20:00,09:22:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,09:28:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),09:37:00,09:45:00,= KA 118 (KA 118 //)
12,Lemahabang (LMB),Ls,09:49:00,
13,Kedunggedeh (KDH),Ls,09:56:00,
14,Karawang (KW),Ls,10:01:00,
15,Klari (KLI),Ls,10:06:00,
16,Kosambi (KOS),Ls,10:09:00,
17,Dawuan (DWN),Ls,10:14:00,
18,Cikampek (CKP),Ls,10:17:00,
19,Tanjungrasa (TJS),Ls,10:24:00,
20,Pabuaran (PAB),Ls,10:28:00,
21,Pringkasap (PRI),Ls,10:32:00,
22,Pasirbungur (PAS),Ls,10:36:00,
23,Cikaum (CKM),Ls,10:40:00,
24,Pegadenbaru (PGB),10:47:00,10:49:00,
25,Cipunegara (CRA),Ls,10:55:00,
26,Haurgeulis (HGL),Ls,11:00:00,
27,Cilegeh (CLH),Ls,11:07:00,
28,Kadokangabus (KAB),Ls,11:13:00,
29,Terisi (TIS),Ls,11:17:00,
30,Telagasari (TLS),Ls,11:23:00,
31,Jatibarang (JTB),Ls,11:30:00,
32,Kertasemaya (KTM),Ls,11:36:00,
33,Arjawinangun (AWN),Ls,11:46:00,
34,Bangoduwa (BDW),Ls,11:50:00,
35,Cangkring (CNK),Ls,11:54:00,
36,Cirebon (CN),Ls,12:00:00,
37,Cirebon Prujakan (CNP),12:04:00,12:21:00,
38,Luwung (LWG),Ls,12:28:00,
39,Sindanglaut (SDU),Ls,12:33:00,
40,Ciledug (CLD),Ls,12:43:00,
41,Ketanggungan (KGG),Ls,12:54:00,
42,Larangan (LRA),Ls,13:00:00,
43,Songgom (SGG),Ls,13:04:00,
44,Prupuk (PPK),13:14:00,13:16:00,
45,Linggapura (LG),Ls,13:27:00,
46,Bumiayu (BMA),Ls,13:35:00,
47,Kretek (KRT),Ls,13:43:00,
48,Patuguran (PAT),Ls,13:49:00,
49,Karangsari (KRR),Ls,14:00:00,
50,Karanggandul (KGD),Ls,14:08:00,
51,Purwokerto (PWT),14:16:00,14:21:00,
52,Notog (NTG),Ls,14:30:00,
53,Kebasen (KBS),14:36:00,14:38:00,
54,Randegan (RDN),Ls,14:43:00,
55,Kroya (KYA),14:50:00,14:53:00,
56,Kemranjen (KJ),Ls,15:00:00,
57,Sumpiuh (SPH),Ls,15:04:00,
58,Tambak (TBK),Ls,15:08:00,
59,Ijo (IJ),Ls,15:11:00,
60,Gombong (GB),15:18:00,15:20:00,
61,Karanganyar (KA),Ls,15:28:00,
62,Sruweng (SRW),Ls,15:31:00,
63,Kebumen (KM),15:39:00,15:42:00,
64,Wonosari (WNS),Ls,15:47:00,
65,Kutowinangun (KWN),Ls,15:50:00,
66,Prembun (PRB),Ls,15:55:00,
67,Butuh (BTH),Ls,16:00:00,
68,Kutoarjo (KTA),16:06:00,16:11:00,
69,Jenar (JN),Ls,16:21:00,
70,Wojo (WJ),Ls,16:27:00,
71,Kedundang (KDG),Ls,16:32:00,
72,Wates (WT),16:38:00,16:40:00,
73,Sentolo (STL),Ls,16:50:00,
74,Rewulu (RWL),Ls,16:58:00,
75,Patukan (PTN),Ls,17:02:00,
76,Yogyakarta (YK),Ls,17:07:00,
77,Lempuyangan (LPN),17:10:00,17:18:00,
78,Maguwo (MGW),Ls,17:24:00,
79,Brambanan (BBN),Ls,17:30:00,
80,Srowot (SWT),Ls,17:34:00,
81,Klaten (KT),17:40:00,17:42:00,
82,Ceper (CE),Ls,17:50:00,
83,Delanggu (DL),Ls,17:55:00,
84,Gawok (GW),Ls,17:59:00,
85,Purwosari (PWS),18:05:00,,
