No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,22:05:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,22:14:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,22:20:00,
7,Bekasi (BKS),22:33:00,22:35:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,22:42:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,22:49:00,
13,Lemahabang (LMB),Ls,22:52:00,
14,Kedunggedeh (KDH),Ls,22:58:00,
15,Karawang (KW),Ls,23:02:00,
16,Klari (KLI),Ls,23:07:00,
17,Kosambi (KOS),Ls,23:09:00,
18,Dawuan (DWN),Ls,23:13:00,
19,Cikampek (CKP),23:17:00,23:20:00,
20,Tanjungrasa (TJS),Ls,23:28:00,
21,Pabuaran (PAB),Ls,23:31:00,
22,Pringkasap (PRI),Ls,23:34:00,
23,Pasirbungur (PAS),Ls,23:38:00,
24,Cikaum (CKM),Ls,23:41:00,
25,Pegadenbaru (PGB),23:47:00,23:49:00,
26,Cipunegara (CRA),Ls,23:54:00,
27,Haurgeulis (HGL),23:59:00,00:01:00,
28,Cilegeh (CLH),Ls,00:08:00,
29,Kadokangabus (KAB),Ls,00:13:00,
30,Terisi (TIS),Ls,00:17:00,
31,Telagasari (TLS),Ls,00:22:00,
32,Jatibarang (JTB),00:28:00,00:30:00,
33,Kertasemaya (KTM),Ls,00:37:00,
34,Arjawinangun (AWN),00:47:00,00:49:00,
35,Bangoduwa (BDW),Ls,00:54:00,
36,Cangkring (CNK),Ls,00:58:00,
37,Cirebon (CN),01:05:00,,
