No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),,05:50:00,
2,Tandes (TES),Ls,05:55:00,
3,Kandangan (KDA),Ls,05:57:00,
4,Benowo (BNW),Ls,06:00:00,
5,Cerme (CME),Ls,06:03:00,
6,Duduk (DD),Ls,06:09:00,
7,Lamongan (LMG),06:18:00,06:21:00,
8,Surabayan (SBN),Ls,06:27:00,
9,Pucuk (PC),Ls,06:33:00,
10,Gembong (GEB),Ls,06:36:00,
11,Babat (BBT),06:42:00,06:45:00,
12,Bowerno (BWO),Ls,06:52:00,
13,Sumberrejo (SRJ),Ls,07:01:00,
14,Kapas (KPS),Ls,07:06:00,
15,Bojonegoro (BJ),07:12:00,07:15:00,
16,Kalitidu (KIT),Ls,07:25:00,
17,Tobo (TBO),Ls,07:35:00,
18,Cepu (CU),07:41:00,07:46:00,
19,Kapuan (KPA),Ls,07:51:00,
20,Wadu (WDU),Ls,07:55:00,
21,Randublatung (RBG),Ls,08:02:00,
22,Doplang (DPL),Ls,08:12:00,
23,Sulur (SL),Ls,08:18:00,
24,Kradenan (KNN),Ls,08:24:00,// KA 2509 (KA 2509 =)
25,Panunggalan (PNL),Ls,08:31:00,
26,Jambon (JBN),Ls,08:34:00,
27,Gambringan (GBN),Ls,08:40:00,
28,Ngrombo (NBO),08:43:00,08:46:00,
29,Sedadi (SDI),Ls,08:51:00,
30,Karangjati (KGT),Ls,08:56:00,
31,Gubug (GUB),Ls,09:03:00,
32,Tegowanu (TGW),Ls,09:07:00,
33,Brumbung (BBG),Ls,09:12:00,
34,Alastua (ATA),Ls,09:17:00,
35,Semarang Tawang (SMT),09:25:00,09:32:00,
36,Semarang Poncol (SMC),Ls,09:37:00,
37,Jerakah (JRK),Ls,09:41:00,
38,Mangkang (MKG),Ls,09:45:00,
39,Kaliwungu (KLN),Ls,09:49:00,// KA 2529 (KA 2529 =)
40,Kalibodri (KBD),Ls,09:57:00,
41,Weleri (WLR),Ls,10:03:00,
42,Krengseng (KNS),Ls,10:06:00,
43,Plabuan (PLB),Ls,10:12:00,
44,Kuripan (KRP),Ls,10:17:00,
45,Ujungnegoro (UJN),Ls,10:25:00,
46,Batang (BTG),Ls,10:28:00,
47,Pekalongan (PK),10:36:00,10:39:00,
48,Sragi (SRI),Ls,10:48:00,
49,Comal (CO),Ls,10:51:00,
50,Petarukan (PTA),Ls,10:57:00,
51,Pemalang (PML),Ls,11:01:00,
52,Surodadi (SD),Ls,11:08:00,
53,Larangan (LR),Ls,11:14:00,
54,Tegal (TG),11:19:00,11:24:00,
55,Brebes (BB),Ls,11:32:00,
56,Tanjung (TGN),Ls,11:43:00,
57,Losari (LOS),Ls,11:48:00,
58,Babakan (BBK),Ls,11:53:00,
59,Waruduwur (WDW),Ls,12:01:00,
60,Cirebon Prujakan (CNP),Ls,12:08:00,
61,Cirebon (CN),12:11:00,12:17:00,
62,Cangkring (CNK),Ls,12:24:00,
63,Bangoduwa (BDW),Ls,12:27:00,
64,Arjawinangun (AWN),Ls,12:30:00,// KA 2703 (KA 2703 =)
65,Kertasemaya (KTM),Ls,12:39:00,
66,Jatibarang (JTB),Ls,12:44:00,
67,Telagasari (TLS),Ls,12:50:00,
68,Terisi (TIS),Ls,12:55:00,
69,Kadokangabus (KAB),Ls,12:59:00,
70,Cilegeh (CLH),Ls,13:04:00,
71,Haurgeulis (HGL),Ls,13:10:00,
72,Cipunegara (CRA),Ls,13:14:00,// KA 2521 (KA 2521 =)
73,Pegadenbaru (PGB),Ls,13:19:00,
74,Cikaum (CKM),Ls,13:24:00,
75,Pasirbungur (PAS),Ls,13:28:00,
76,Pringkasap (PRI),Ls,13:32:00,
77,Pabuaran (PAB),Ls,13:35:00,
78,Tanjungrasa (TJS),Ls,13:38:00,
79,Cikampek (CKP),13:46:00,14:12:00,
