No.,Stasiun,Datang,Berangkat,Keterangan
1,Lempuyangan (LPN),,20:40:00,
2,Yogyakarta (YK),Ls,20:44:00,
3,Patukan (PTN),Ls,20:49:00,
4,Rewulu (RWL),Ls,20:53:00,
5,Sentolo (STL),Ls,21:01:00,
6,Wates (WT),21:10:00,21:12:00,
7,Kedundang (KDG),Ls,21:18:00,
8,Wojo (WJ),Ls,21:22:00,
9,Jenar (JN),Ls,21:27:00,
10,Kutoarjo (KTA),21:38:00,21:53:00,= KA 45 (KA 45 //)
11,Butuh (BTH),Ls,21:59:00,
12,Prembun (PRB),Ls,22:03:00,
13,Kutowinangun (KWN),22:09:00,22:21:00,= KA 15 (KA 15 //)
14,Wonosari (WNS),Ls,22:26:00,
15,Kebumen (KM),22:30:00,22:32:00,
16,Sruweng (SRW),Ls,22:39:00,
17,Karanganyar (KA),22:43:00,22:45:00,
18,Gombong (GB),22:53:00,22:55:00,
19,Ijo (IJ),Ls,23:01:00,
20,Tambak (TBK),Ls,23:04:00,
21,Sumpiuh (SPH),Ls,23:07:00,
22,Kemranjen (KJ),Ls,23:10:00,
23,Kroya (KYA),23:16:00,23:19:00,
24,Randegan (RDN),Ls,23:26:00,
25,Kebasen (KBS),Ls,23:29:00,
26,Notog (NTG),Ls,23:34:00,
27,Purwokerto (PWT),23:42:00,23:47:00,
28,Karanggandul (KGD),Ls,23:55:00,
29,Karangsari (KRR),Ls,00:04:00,
30,Patuguran (PAT),Ls,00:15:00,
31,Kretek (KRT),Ls,00:22:00,
32,Bumiayu (BMA),00:30:00,00:32:00,
33,Linggapura (LG),Ls,00:41:00,
34,Prupuk (PPK),00:53:00,00:55:00,
35,Songgom (SGG),Ls,01:03:00,
36,Larangan (LRA),Ls,01:06:00,
37,Ketanggungan (KGG),Ls,01:11:00,// KA 2723 (KA 2723 =)
38,Ciledug (CLD),Ls,01:20:00,
39,Sindanglaut (SDU),Ls,01:29:00,
40,Luwung (LWG),Ls,01:33:00,
41,Cirebon Prujakan (CNP),01:40:00,01:50:00,
42,Cirebon (CN),Ls,01:54:00,
43,Cangkring (CNK),Ls,02:00:00,
44,Bangoduwa (BDW),Ls,02:04:00,
45,Arjawinangun (AWN),Ls,02:08:00,
46,Kertasemaya (KTM),Ls,02:17:00,
47,Jatibarang (JTB),02:23:00,02:25:00,
48,Telagasari (TLS),Ls,02:32:00,
49,Terisi (TIS),Ls,02:37:00,
50,Kadokangabus (KAB),Ls,02:41:00,
51,Cilegeh (CLH),Ls,02:46:00,
52,Haurgeulis (HGL),Ls,02:52:00,
53,Cipunegara (CRA),Ls,02:56:00,
54,Pegadenbaru (PGB),Ls,03:01:00,
55,Cikaum (CKM),Ls,03:06:00,
56,Pasirbungur (PAS),Ls,03:10:00,
57,Pringkasap (PRI),Ls,03:14:00,
58,Pabuaran (PAB),Ls,03:17:00,
59,Tanjungrasa (TJS),Ls,03:20:00,
60,Cikampek (CKP),Ls,03:27:00,
61,Dawuan (DWN),Ls,03:30:00,
62,Kosambi (KOS),Ls,03:34:00,
63,Klari (KLI),Ls,03:36:00,
64,Karawang (KW),Ls,03:40:00,
65,Kedunggedeh (KDH),Ls,03:44:00,
66,Lemahabang (LMB),Ls,03:50:00,
67,Cikarang (CKR),Ls,03:53:00,
68,Telaga Murni (TLM),Ls,-,
69,Cibitung (CIT),Ls,-,
70,Tambun (TB),Ls,04:00:00,
71,Bekasitimur (BKST),Ls,-,
72,Bekasi (BKS),04:06:00,04:08:00,
73,Jatinegara (JNG),04:20:00,04:22:00,
74,Pondokjati (POK),Ls,-,
75,Kramat (KMT),Ls,-,
76,Gangsentiong (GST),Ls,-,
77,Pasarsenen (PSE),04:32:00,,
