No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayakota (SB),13:29:00,14:15:00,
2,Surabayagubeng (SGU),14:23:00,14:28:00,
3,Ngagel (NGA),Ls,-,
4,Wonokromo (WO),14:36:00,14:39:00,
5,Sepanjang (SPJ),Ls,14:45:00,
6,Boharan (BH),Ls,-,
7,Krian (KRN),Ls,14:55:00,
8,Kedinding (KDN),Ls,-,
9,Tarik (TRK),Ls,15:02:00,
10,Mojokerto (MR),15:11:00,15:13:00,
11,Curahmalang (CRM),Ls,-,
12,Sumobito (SBO),Ls,15:23:00,
13,Peterongan (PTR),Ls,-,
14,Jombang (JG),15:33:00,15:36:00,
15,Sembung (SMB),Ls,15:43:00,
16,Kertosono (KTS),15:50:00,15:53:00,
17,Baron (BRN),Ls,16:00:00,
18,Sukomoro (SKM),Ls,16:07:00,
19,Nganjuk (NJ),16:12:00,16:14:00,
20,Bagor (BGR),Ls,16:21:00,
21,Saradan (SRD),Ls,16:33:00,
22,Caruban (CRB),16:41:00,16:43:00,
23,Babadan (BBD),Ls,16:51:00,
24,Madiun (MN),16:59:00,17:04:00,
25,Magetan (MAG),17:14:00,17:16:00,
26,Geneng (GG),Ls,17:24:00,
27,Ngawi (NGW),17:31:00,17:33:00,
28,Kedunggalar (KG),Ls,17:41:00,
29,Walikukun (WK),17:51:00,17:53:00,
30,Kedungbanteng (KDB),Ls,18:04:00,
31,Kebonromo (KRO),Ls,18:08:00,
32,Sragen (SR),18:13:00,18:15:00,
33,Masaran (MSR),Ls,18:22:00,
34,Kemiri (KMR),Ls,18:28:00,
35,Palur (PL),Ls,18:31:00,
36,Solojebres (SK),Ls,18:34:00,
37,Solobalapan (SLO),Ls,18:38:00,
38,Purwosari (PWS),18:42:00,18:45:00,
39,Gawok (GW),Ls,18:51:00,
40,Delanggu (DL),Ls,18:55:00,
41,Ceper (CE),Ls,18:59:00,
42,Klaten (KT),19:06:00,19:08:00,
43,Srowot (SWT),Ls,19:14:00,
44,Brambanan (BBN),Ls,19:19:00,
45,Maguwo (MGW),Ls,19:25:00,
46,Lempuyangan (LPN),19:33:00,,
