No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,20:55:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,21:04:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,21:09:00,
7,Bekasi (BKS),21:19:00,21:21:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,21:27:00,// KA 5168 (KA 5168 =)
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,21:33:00,
13,Lemahabang (LMB),Ls,21:36:00,
14,Kedunggedeh (KDH),Ls,21:42:00,
15,Karawang (KW),Ls,21:46:00,
16,Klari (KLI),Ls,21:50:00,
17,Kosambi (KOS),Ls,21:52:00,
18,Dawuan (DWN),Ls,21:56:00,
19,Cikampek (CKP),Ls,21:59:00,
20,Tanjungrasa (TJS),Ls,22:05:00,
21,Pabuaran (PAB),Ls,22:08:00,
22,Pringkasap (PRI),Ls,22:11:00,
23,Pasirbungur (PAS),Ls,22:14:00,
24,Cikaum (CKM),Ls,22:17:00,
25,Pegadenbaru (PGB),Ls,22:22:00,
26,Cipunegara (CRA),Ls,22:26:00,
27,Haurgeulis (HGL),Ls,22:30:00,
28,Cilegeh (CLH),Ls,22:36:00,// KA 304 (KA 304 =)
29,Kadokangabus (KAB),Ls,22:41:00,
30,Terisi (TIS),Ls,22:45:00,
31,Telagasari (TLS),Ls,22:50:00,
32,Jatibarang (JTB),Ls,22:56:00,
33,Kertasemaya (KTM),Ls,23:01:00,
34,Arjawinangun (AWN),Ls,23:10:00,
35,Bangoduwa (BDW),Ls,23:13:00,
36,Cangkring (CNK),Ls,23:16:00,
37,Cirebon (CN),23:21:00,23:26:00,
38,Cirebon Prujakan (CNP),Ls,23:29:00,
39,Luwung (LWG),Ls,23:34:00,
40,Sindanglaut (SDU),Ls,23:38:00,
41,Ciledug (CLD),Ls,23:47:00,
42,Ketanggungan (KGG),Ls,23:56:00,
43,Larangan (LRA),Ls,00:01:00,
44,Songgom (SGG),Ls,00:04:00,
45,Prupuk (PPK),Ls,00:11:00,
46,Linggapura (LG),Ls,00:21:00,
47,Bumiayu (BMA),Ls,00:29:00,
48,Kretek (KRT),Ls,00:36:00,
49,Patuguran (PAT),Ls,00:42:00,
50,Karangsari (KRR),Ls,00:53:00,
51,Karanggandul (KGD),Ls,01:01:00,
52,Purwokerto (PWT),01:09:00,01:14:00,
53,Notog (NTG),Ls,01:22:00,
54,Kebasen (KBS),Ls,01:27:00,
55,Randegan (RDN),Ls,01:30:00,
56,Kroya (KYA),01:37:00,01:57:00,
