No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),09:09:00,09:45:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,09:51:00,
4,Sepanjang (SPJ),Ls,09:56:00,
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,10:06:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,10:13:00,
9,Mojokerto (MR),10:22:00,10:24:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,10:34:00,// KA 403 (KA 403 =)
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),10:44:00,10:46:00,
14,Sembung (SMB),Ls,10:53:00,
15,Kertosono (KTS),11:00:00,11:02:00,
16,Baron (BRN),Ls,11:09:00,
17,Sukomoro (SKM),Ls,11:16:00,
18,Nganjuk (NJ),11:21:00,11:23:00,
19,Bagor (BGR),Ls,11:29:00,
20,Saradan (SRD),Ls,11:40:00,
21,Caruban (CRB),Ls,11:46:00,
22,Babadan (BBD),Ls,11:52:00,
23,Madiun (MN),11:59:00,12:05:00,
24,Magetan (MAG),Ls,12:14:00,
25,Geneng (GG),Ls,12:20:00,
26,Ngawi (NGW),12:28:00,12:30:00,
27,Kedunggalar (KG),Ls,12:38:00,
28,Walikukun (WK),Ls,12:45:00,
29,Kedungbanteng (KDB),Ls,12:54:00,
30,Kebonromo (KRO),Ls,12:58:00,
31,Sragen (SR),13:03:00,13:05:00,
32,Masaran (MSR),Ls,13:13:00,
33,Kemiri (KMR),Ls,13:19:00,
34,Palur (PL),Ls,13:22:00,
35,Solojebres (SK),Ls,13:25:00,
36,Solobalapan (SLO),13:29:00,13:32:00,
37,Purwosari (PWS),Ls,13:36:00,
38,Gawok (GW),Ls,13:41:00,
39,Delanggu (DL),Ls,13:45:00,
40,Ceper (CE),Ls,13:49:00,// KA 2705 (KA 2705 =)
41,Klaten (KT),13:56:00,13:58:00,
42,Srowot (SWT),Ls,14:04:00,
43,Brambanan (BBN),Ls,14:08:00,
44,Maguwo (MGW),Ls,14:13:00,
45,Lempuyangan (LPN),Ls,14:18:00,
46,Yogyakarta (YK),14:22:00,14:27:00,
47,Patukan (PTN),Ls,14:32:00,
48,Rewulu (RWL),Ls,14:35:00,
49,Sentolo (STL),Ls,14:41:00,
50,Wates (WT),Ls,14:50:00,
51,Kedundang (KDG),Ls,14:55:00,
52,Wojo (WJ),Ls,14:59:30,
53,Jenar (JN),Ls,15:05:00,
54,Kutoarjo (KTA),15:16:00,15:34:00,= KA 47 (KA 47 //)
55,Butuh (BTH),Ls,15:39:00,
56,Prembun (PRB),Ls,15:44:00,
57,Kutowinangun (KWN),15:50:00,15:52:00,
58,Wonosari (WNS),Ls,15:56:00,
59,Kebumen (KM),16:00:00,16:02:00,
60,Sruweng (SRW),Ls,16:09:00,
61,Karanganyar (KA),Ls,16:11:30,
62,Gombong (GB),16:19:00,16:21:00,
63,Ijo (IJ),Ls,16:28:00,
64,Tambak (TBK),Ls,16:31:00,
65,Sumpiuh (SPH),Ls,16:34:30,
66,Kemranjen (KJ),Ls,16:38:00,
67,Kroya (KYA),16:44:00,16:47:00,
68,Randegan (RDN),Ls,16:54:00,
69,Kebasen (KBS),Ls,16:57:00,
70,Notog (NTG),Ls,17:02:00,
71,Purwokerto (PWT),17:10:00,17:15:00,
72,Karanggandul (KGD),Ls,17:23:00,
73,Karangsari (KRR),Ls,17:32:00,
74,Patuguran (PAT),Ls,17:43:00,
75,Kretek (KRT),Ls,17:49:00,
76,Bumiayu (BMA),17:58:00,18:00:00,
77,Linggapura (LG),Ls,18:09:00,
78,Prupuk (PPK),Ls,18:19:00,
79,Songgom (SGG),Ls,18:27:00,
80,Larangan (LRA),Ls,18:31:00,
81,Ketanggungan (KGG),18:38:00,18:40:00,
82,Ciledug (CLD),18:54:00,18:56:00,
83,Sindanglaut (SDU),Ls,19:08:00,
84,Luwung (LWG),Ls,19:13:00,
85,Cirebon Prujakan (CNP),Ls,19:19:00,
86,Cirebon (CN),19:23:00,,
