No.,Stasiun,Datang,Berangkat,Keterangan
1,Adi Soemarmo (SMO),,17:30:00,X 579
2,Kadipiro (KDO),17:40:00,17:41:00,
3,Solobalapan (SLO),17:48:00,17:54:00,(KA 231 X)
4,Solojebres (SK),17:58:00,18:00:00,
5,Palur (PL),Ls,18:05:00,
6,Kemiri (KMR),Ls,18:08:00,
7,Masaran (MSR),Ls,18:14:00,
8,Sragen (SR),18:21:00,18:23:00,
9,Kebonromo (KRO),Ls,18:28:00,
10,Kedungbanteng (KDB),Ls,18:32:00,
11,Walikukun (WK),18:43:00,18:45:00,
12,Kedunggalar (KG),Ls,18:54:00,
13,Ngawi (NGW),19:01:00,19:03:00,
14,Geneng (GG),Ls,19:10:00,
15,Magetan (MAG),19:18:00,19:20:00,
16,Madiun (MN),19:30:00,,
