No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,07:00:00,
2,Semarang Poncol (SMC),Ls,07:04:00,// KA 2703 (KA 2703 =)
3,Jerakah (JRK),Ls,07:08:00,// KA 2519 (KA 2519 =)
4,Mangkang (MKG),Ls,07:12:00,
5,Kaliwungu (KLN),Ls,07:15:00,
6,Kalibodri (KBD),Ls,07:23:00,
7,Weleri (WLR),Ls,07:28:00,
8,Krengseng (KNS),Ls,07:31:00,
9,Plabuan (PLB),Ls,07:37:00,
10,Kuripan (KRP),Ls,07:42:00,
11,Ujungnegoro (UJN),Ls,07:50:00,
12,Batang (BTG),Ls,07:53:00,
13,Pekalongan (PK),08:01:00,08:03:00,
14,Sragi (SRI),Ls,08:11:00,
15,Comal (CO),Ls,08:14:00,
16,Petarukan (PTA),Ls,08:19:00,
17,Pemalang (PML),Ls,08:23:00,// KA 175 (KA 175 =)
18,Surodadi (SD),Ls,08:30:00,
19,Larangan (LR),Ls,08:37:00,
20,Tegal (TG),08:42:00,08:44:00,
21,Brebes (BB),Ls,08:52:00,
22,Tanjung (TGN),Ls,09:03:00,
23,Losari (LOS),Ls,09:08:00,
24,Babakan (BBK),Ls,09:13:00,
25,Waruduwur (WDW),Ls,09:20:00,
26,Cirebon Prujakan (CNP),Ls,09:26:00,
27,Cirebon (CN),09:29:00,09:34:00,
28,Cangkring (CNK),Ls,09:41:00,
29,Bangoduwa (BDW),Ls,09:44:00,
30,Arjawinangun (AWN),Ls,09:47:00,// KA 2501 (KA 2501 =)
31,Kertasemaya (KTM),Ls,09:56:00,
32,Jatibarang (JTB),Ls,10:01:00,
33,Telagasari (TLS),Ls,10:07:00,
34,Terisi (TIS),Ls,10:12:00,
35,Kadokangabus (KAB),Ls,10:16:00,
36,Cilegeh (CLH),Ls,10:21:00,
37,Haurgeulis (HGL),Ls,10:27:00,
38,Cipunegara (CRA),Ls,10:31:00,
39,Pegadenbaru (PGB),Ls,10:36:00,
40,Cikaum (CKM),Ls,10:41:00,
41,Pasirbungur (PAS),Ls,10:44:00,
42,Pringkasap (PRI),Ls,10:48:00,
43,Pabuaran (PAB),Ls,10:51:00,
44,Tanjungrasa (TJS),Ls,10:54:00,
45,Cikampek (CKP),Ls,11:01:00,
46,Dawuan (DWN),Ls,11:04:00,
47,Kosambi (KOS),Ls,11:08:00,
48,Klari (KLI),Ls,11:10:00,
49,Karawang (KW),Ls,11:14:00,// KA 2527 (KA 2527 =)
50,Kedunggedeh (KDH),Ls,11:18:00,
51,Lemahabang (LMB),Ls,11:24:00,
52,Cikarang (CKR),Ls,11:27:00,
53,Telaga Murni (TLM),Ls,-,
54,Cibitung (CIT),Ls,-,
55,Tambun (TB),Ls,11:33:00,// KA 5539 (KA 5539 =)
56,Bekasitimur (BKST),Ls,-,
57,Bekasi (BKS),11:39:00,11:41:00,
58,Jatinegara (JNG),11:52:00,11:54:00,
59,Matraman (MTR),Ls,-,
60,Manggarai (MRI),Ls,12:00:00,
61,Cikini (CKI),Ls,-,
62,Gondangdia (GDD),Ls,-,
63,Gambir (GMR),12:10:00,,
