No.,Stasiun,Datang,Berangkat,Keterangan
1,Brebes (BB),,04:50:00,
2,Tegal (TG),05:02:00,05:07:00,
3,Larangan (LR),Ls,05:13:00,
4,Surodadi (SD),Ls,05:20:00,
5,Pemalang (PML),05:29:00,05:31:00,
6,Petarukan (PTA),Ls,05:37:00,
7,Comal (CO),Ls,05:44:00,
8,Sragi (SRI),Ls,05:47:00,
9,Pekalongan (PK),05:57:00,06:00:00,
10,Batang (BTG),06:10:00,06:12:00,
11,Ujungnegoro (UJN),Ls,06:17:00,
12,Kuripan (KRP),Ls,06:25:00,
13,Plabuan (PLB),Ls,06:30:00,
14,Krengseng (KNS),Ls,06:37:00,
15,Weleri (WLR),06:43:00,06:45:00,
16,Kalibodri (KBD),Ls,06:53:00,
17,Kaliwungu (KLN),Ls,07:02:00,
18,Mangkang (MKG),Ls,07:06:00,
19,Jerakah (JRK),Ls,07:11:00,
20,Semarang Poncol (SMC),07:18:00,,
