No.,Stasiun,Datang,Berangkat,Keterangan
1,Yogyakarta (YK),,07:30:00,
2,Patukan (PTN),Ls,07:35:00,
3,Rewulu (RWL),Ls,07:38:00,
4,Sentolo (STL),Ls,07:44:00,
5,Wates (WT),Ls,07:52:00,
6,Kedundang (KDG),Ls,07:56:00,
7,Wojo (WJ),Ls,08:00:00,
8,Jenar (JN),Ls,08:05:00,
9,Kutoarjo (KTA),Ls,08:13:00,// KA 193 (KA 193 =)
10,Butuh (BTH),Ls,08:16:00,
11,Prembun (PRB),Ls,08:20:00,
12,Kutowinangun (KWN),Ls,08:24:00,
13,Wonosari (WNS),Ls,08:26:00,
14,Kebumen (KM),Ls,08:29:00,
15,Sruweng (SRW),Ls,08:34:00,
16,Karanganyar (KA),Ls,08:36:00,
17,Gombong (GB),Ls,08:40:00,// KA 109 (KA 109 =)
18,Ijo (IJ),Ls,08:44:00,
19,Tambak (TBK),Ls,08:47:00,
20,Sumpiuh (SPH),Ls,08:50:00,
21,Kemranjen (KJ),Ls,08:53:00,
22,Kroya (KYA),Ls,08:57:00,
23,Randegan (RDN),Ls,09:02:00,
24,Kebasen (KBS),Ls,09:05:00,
25,Notog (NTG),Ls,09:10:00,
26,Purwokerto (PWT),09:18:00,09:22:00,
27,Karanggandul (KGD),Ls,09:30:00,
28,Karangsari (KRR),Ls,09:38:00,
29,Patuguran (PAT),Ls,09:49:00,
30,Kretek (KRT),Ls,09:55:00,
31,Bumiayu (BMA),Ls,10:02:00,
32,Linggapura (LG),Ls,10:10:00,
33,Prupuk (PPK),Ls,10:20:00,
34,Songgom (SGG),Ls,10:27:00,
35,Larangan (LRA),Ls,10:30:00,
36,Ketanggungan (KGG),Ls,10:35:00,
37,Ciledug (CLD),Ls,10:43:30,
38,Sindanglaut (SDU),Ls,10:52:00,
39,Luwung (LWG),Ls,10:56:00,
40,Cirebon Prujakan (CNP),Ls,11:01:00,
41,Cirebon (CN),11:04:00,11:09:00,// KA 171 (KA 171 =)
42,Cangkring (CNK),Ls,11:15:00,
43,Bangoduwa (BDW),Ls,11:18:00,
44,Arjawinangun (AWN),Ls,11:21:00,// KA 2521 (KA 2521 =)
45,Kertasemaya (KTM),Ls,11:30:00,
46,Jatibarang (JTB),Ls,11:35:00,
47,Telagasari (TLS),Ls,11:41:00,
48,Terisi (TIS),Ls,11:46:00,
49,Kadokangabus (KAB),Ls,11:50:00,
50,Cilegeh (CLH),Ls,11:55:00,
51,Haurgeulis (HGL),Ls,12:01:00,
52,Cipunegara (CRA),Ls,12:05:00,
53,Pegadenbaru (PGB),Ls,12:09:00,
54,Cikaum (CKM),Ls,12:14:00,// KA 2501 (KA 2501 =)
55,Pasirbungur (PAS),Ls,12:17:00,
56,Pringkasap (PRI),Ls,12:20:00,
57,Pabuaran (PAB),Ls,12:23:00,
58,Tanjungrasa (TJS),Ls,12:26:00,
59,Cikampek (CKP),Ls,12:33:00,
60,Dawuan (DWN),Ls,12:36:00,
61,Kosambi (KOS),Ls,12:40:00,
62,Klari (KLI),Ls,12:42:00,
63,Karawang (KW),Ls,12:46:00,
64,Kedunggedeh (KDH),Ls,12:50:00,
65,Lemahabang (LMB),Ls,12:56:00,
66,Cikarang (CKR),Ls,12:59:00,
67,Telaga Murni (TLM),Ls,-,
68,Cibitung (CIT),Ls,-,
69,Tambun (TB),Ls,13:05:00,// KA 5111 (KA 5111 =)
70,Bekasitimur (BKST),Ls,-,
71,Bekasi (BKS),Ls,13:10:00,
72,Jatinegara (JNG),Ls,13:20:00,
73,Matraman (MTR),Ls,-,
74,Manggarai (MRI),Ls,13:25:00,
75,Cikini (CKI),Ls,-,
76,Gondangdia (GDD),Ls,-,
77,Gambir (GMR),13:35:00,,
