No.,Stasiun,Datang,Berangkat,Keterangan
1,Cikampek (CKP),11:45:00,12:10:00,
2,Tanjungrasa (TJS),Ls,12:18:00,
3,Pabuaran (PAB),Ls,12:21:00,
4,Pringkasap (PRI),Ls,12:24:00,
5,Pasirbungur (PAS),Ls,12:28:00,
6,Cikaum (CKM),Ls,12:31:00,
7,Pegadenbaru (PGB),Ls,12:36:00,
8,Cipunegara (CRA),Ls,12:40:00,
9,Haurgeulis (HGL),Ls,12:44:00,// KA 122 (KA 122 =)
10,Cilegeh (CLH),Ls,12:50:00,
11,Kadokangabus (KAB),Ls,12:55:00,
12,Terisi (TIS),Ls,12:59:00,
13,Telagasari (TLS),Ls,13:04:00,
14,Jatibarang (JTB),Ls,13:10:00,
15,Kertasemaya (KTM),Ls,13:15:00,
16,Arjawinangun (AWN),Ls,13:25:00,
17,Bangoduwa (BDW),Ls,13:29:00,
18,Cangkring (CNK),Ls,13:32:00,
19,Cirebon (CN),13:38:00,13:44:00,
20,Cirebon Prujakan (CNP),Ls,13:47:00,// KA 204 (KA 204 =)
21,Waruduwur (WDW),Ls,13:54:00,
22,Babakan (BBK),Ls,14:01:00,
23,Losari (LOS),Ls,14:06:00,
24,Tanjung (TGN),Ls,14:11:00,
25,Brebes (BB),Ls,14:23:00,
26,Tegal (TG),14:32:00,14:37:00,
27,Larangan (LR),Ls,14:41:00,
28,Surodadi (SD),Ls,14:47:00,
29,Pemalang (PML),Ls,14:54:00,
30,Petarukan (PTA),Ls,14:58:00,
31,Comal (CO),Ls,15:04:00,
32,Sragi (SRI),Ls,15:07:00,
33,Pekalongan (PK),15:15:00,15:18:00,
34,Batang (BTG),Ls,15:26:00,
35,Ujungnegoro (UJN),Ls,15:30:00,
36,Kuripan (KRP),Ls,15:38:00,
37,Plabuan (PLB),Ls,15:43:00,
38,Krengseng (KNS),Ls,15:49:00,
39,Weleri (WLR),Ls,15:52:00,
40,Kalibodri (KBD),Ls,15:59:00,
41,Kaliwungu (KLN),Ls,16:07:00,
42,Mangkang (MKG),Ls,16:10:00,
43,Jerakah (JRK),Ls,16:14:00,
44,Semarang Poncol (SMC),Ls,16:18:00,
45,Semarang Tawang (SMT),16:23:00,16:30:00,
46,Alastua (ATA),Ls,16:38:00,
47,Brumbung (BBG),Ls,16:42:00,
48,Tegowanu (TGW),Ls,16:47:00,
49,Gubug (GUB),Ls,16:51:00,
50,Karangjati (KGT),Ls,16:58:00,
51,Sedadi (SDI),Ls,17:03:00,
52,Ngrombo (NBO),17:08:00,17:11:00,
53,Gambringan (GBN),Ls,17:15:00,
54,Jambon (JBN),Ls,17:22:00,
55,Panunggalan (PNL),Ls,17:25:00,
56,Kradenan (KNN),Ls,17:32:00,
57,Sulur (SL),Ls,17:38:00,
58,Doplang (DPL),Ls,17:43:00,
59,Randublatung (RBG),Ls,17:54:00,
60,Wadu (WDU),Ls,18:02:00,
61,Kapuan (KPA),Ls,18:07:00,
62,Cepu (CU),18:13:00,18:18:00,// KA 2510 (KA 2510 =)
63,Tobo (TBO),Ls,18:26:00,
64,Kalitidu (KIT),Ls,18:35:00,
65,Bojonegoro (BJ),18:45:00,18:48:00,
66,Kapas (KPS),Ls,18:54:00,
67,Sumberrejo (SRJ),Ls,18:59:00,
68,Bowerno (BWO),Ls,19:07:00,
69,Babat (BBT),19:14:00,19:17:00,
70,Gembong (GEB),Ls,19:23:00,
71,Pucuk (PC),Ls,19:26:00,
72,Surabayan (SBN),Ls,19:32:00,
73,Lamongan (LMG),19:38:00,19:41:00,
74,Duduk (DD),Ls,19:49:00,
75,Cerme (CME),Ls,19:55:00,
76,Benowo (BNW),Ls,19:58:00,
77,Kandangan (KDA),Ls,20:01:00,
78,Tandes (TES),Ls,20:04:00,
79,Surabaya Pasarturi (SBI),20:10:00,,
