No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,14:10:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,14:20:00,
6,Bekasi (BKS),14:32:00,14:34:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,14:40:00,// KA 5104 (KA 5104 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,14:47:00,
12,Lemahabang (LMB),Ls,14:50:00,// KA 2524 (KA 2524 =)
13,Kedunggedeh (KDH),Ls,14:57:00,
14,Karawang (KW),Ls,15:01:00,
15,Klari (KLI),Ls,15:06:00,
16,Kosambi (KOS),Ls,15:09:00,
17,Dawuan (DWN),Ls,15:14:00,
18,Cikampek (CKP),Ls,15:17:00,
19,Tanjungrasa (TJS),Ls,15:24:00,
20,Pabuaran (PAB),Ls,15:28:00,
21,Pringkasap (PRI),Ls,15:32:00,
22,Pasirbungur (PAS),Ls,15:36:00,
23,Cikaum (CKM),Ls,15:40:00,
24,Pegadenbaru (PGB),15:47:00,15:49:00,
25,Cipunegara (CRA),Ls,15:55:00,
26,Haurgeulis (HGL),16:01:00,16:03:00,
27,Cilegeh (CLH),Ls,16:11:00,
28,Kadokangabus (KAB),Ls,16:17:00,
29,Terisi (TIS),Ls,16:21:00,
30,Telagasari (TLS),Ls,16:27:00,
31,Jatibarang (JTB),16:35:00,16:37:00,
32,Kertasemaya (KTM),Ls,16:44:00,
33,Arjawinangun (AWN),Ls,16:54:00,// KA 2522 (KA 2522 =)
34,Bangoduwa (BDW),Ls,16:58:00,
35,Cangkring (CNK),Ls,17:02:00,
36,Cirebon (CN),Ls,17:07:00,
37,Cirebon Prujakan (CNP),17:11:00,17:17:00,
38,Waruduwur (WDW),Ls,17:25:00,
39,Babakan (BBK),Ls,17:34:00,
40,Losari (LOS),Ls,17:40:00,
41,Tanjung (TGN),Ls,17:46:00,
42,Brebes (BB),18:02:00,18:04:00,
43,Tegal (TG),18:15:00,18:21:00,
44,Larangan (LR),Ls,18:26:00,
45,Surodadi (SD),Ls,18:34:00,
46,Pemalang (PML),Ls,18:42:00,
47,Petarukan (PTA),Ls,18:47:00,
48,Comal (CO),Ls,18:54:00,
49,Sragi (SRI),Ls,18:57:00,
50,Pekalongan (PK),19:07:00,19:11:00,
51,Batang (BTG),Ls,19:19:00,
52,Ujungnegoro (UJN),Ls,19:22:00,
53,Kuripan (KRP),Ls,19:31:00,
54,Plabuan (PLB),Ls,19:36:00,
55,Krengseng (KNS),Ls,19:43:00,
56,Weleri (WLR),Ls,19:47:00,
57,Kalibodri (KBD),Ls,19:54:00,
58,Kaliwungu (KLN),Ls,20:02:00,
59,Mangkang (MKG),Ls,20:06:00,
60,Jerakah (JRK),Ls,20:11:00,
61,Semarang Poncol (SMC),Ls,20:16:00,
62,Semarang Tawang (SMT),20:21:00,20:28:00,
63,Alastua (ATA),Ls,20:37:00,
64,Brumbung (BBG),Ls,20:43:00,
65,Tanggung (TGG),Ls,20:52:00,
66,Kedungjati (KEJ),Ls,21:01:00,
67,Padas (PDS),Ls,21:05:00,
68,Telawa (TW),Ls,21:12:00,
69,Karangsono (KSO),Ls,21:21:00,
70,Gundih (GD),21:32:00,21:39:00,X KA 37 (KA 37 X)
71,Goprak (GPK),Ls,21:46:00,
72,Sumberlawang (SUM),Ls,21:52:00,
73,Salem (SLM),Ls,21:58:00,
74,Kalioso (KO),Ls,22:06:00,X KA 237F JJ (KA 237F JJ X)
75,Kadipiro (KDO),Ls,22:11:00,
76,Solobalapan (SLO),Ls,22:18:00,
77,Solojebres (SK),22:24:00,22:30:00,
78,Palur (PL),Ls,22:35:00,
79,Kemiri (KMR),Ls,22:38:00,
80,Masaran (MSR),Ls,22:44:00,
81,Sragen (SR),22:51:00,22:53:00,
82,Kebonromo (KRO),Ls,22:58:00,
83,Kedungbanteng (KDB),Ls,23:02:00,
84,Walikukun (WK),23:13:00,23:31:00,= KA 38 (KA 38 //)
85,Kedunggalar (KG),Ls,23:40:00,
86,Ngawi (NGW),23:49:00,00:05:00,= KA 88F JJ (KA 88F JJ //)
87,Geneng (GG),Ls,00:12:00,
88,Magetan (MAG),00:20:00,00:22:00,
89,Madiun (MN),00:32:00,00:37:00,
90,Babadan (BBD),Ls,00:44:00,
91,Caruban (CRB),00:52:00,00:54:00,
92,Saradan (SRD),Ls,01:02:00,
93,Bagor (BGR),Ls,01:13:00,
94,Nganjuk (NJ),01:19:00,01:21:00,
95,Sukomoro (SKM),Ls,01:26:00,
96,Baron (BRN),Ls,01:33:00,
97,Kertosono (KTS),01:40:00,01:43:00,
98,Purwoasri (PWA),Ls,01:51:00,
99,Papar (PPR),01:57:00,01:59:00,
100,Minggiran (MGN),Ls,02:04:00,
101,Susuhan (SS),Ls,02:08:00,
102,Kediri (KD),02:14:00,02:16:00,
103,Ngadiluwih (NDL),Ls,02:24:00,
104,Kras (KRS),Ls,02:28:00,
105,Ngujang (NJG),Ls,02:33:00,
106,Tulungagung (TA),02:39:00,02:41:00,
107,Sumbergempol (SBL),Ls,02:47:00,
108,Ngunut (NT),02:54:00,02:56:00,
109,Rejotangan (RJ),Ls,03:03:00,
110,Blitar (BL),03:15:00,,
