No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,14:00:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,14:09:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,14:14:00,
7,Bekasi (BKS),Ls,14:24:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,14:29:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,14:35:00,
13,Lemahabang (LMB),Ls,14:38:00,// KA 2524 (KA 2524 =)
14,Kedunggedeh (KDH),Ls,14:43:00,
15,Karawang (KW),Ls,14:47:00,
16,Klari (KLI),Ls,14:51:00,
17,Kosambi (KOS),Ls,14:53:00,
18,Dawuan (DWN),Ls,14:57:00,
19,Cikampek (CKP),Ls,15:00:00,
20,Tanjungrasa (TJS),Ls,15:07:00,
21,Pabuaran (PAB),Ls,15:10:00,
22,Pringkasap (PRI),Ls,15:13:00,
23,Pasirbungur (PAS),Ls,15:16:00,
24,Cikaum (CKM),Ls,15:19:00,
25,Pegadenbaru (PGB),Ls,15:24:00,
26,Cipunegara (CRA),Ls,15:28:00,// KA 2522 (KA 2522 =)
27,Haurgeulis (HGL),Ls,15:32:00,
28,Cilegeh (CLH),Ls,15:38:00,
29,Kadokangabus (KAB),Ls,15:43:00,
30,Terisi (TIS),Ls,15:47:00,
31,Telagasari (TLS),Ls,15:52:00,
32,Jatibarang (JTB),Ls,15:58:00,
33,Kertasemaya (KTM),Ls,16:03:00,
34,Arjawinangun (AWN),Ls,16:12:00,
35,Bangoduwa (BDW),Ls,16:15:00,
36,Cangkring (CNK),Ls,16:18:00,
37,Cirebon (CN),16:23:00,16:28:00,
38,Cirebon Prujakan (CNP),Ls,16:31:00,
39,Luwung (LWG),Ls,16:36:00,
40,Sindanglaut (SDU),Ls,16:40:00,
41,Ciledug (CLD),Ls,16:48:30,
42,Ketanggungan (KGG),Ls,16:57:00,
43,Larangan (LRA),Ls,17:02:00,
44,Songgom (SGG),Ls,17:05:00,
45,Prupuk (PPK),Ls,17:12:00,
46,Linggapura (LG),Ls,17:22:00,
47,Bumiayu (BMA),Ls,17:30:00,
48,Kretek (KRT),Ls,17:37:00,
49,Patuguran (PAT),Ls,17:43:00,
50,Karangsari (KRR),Ls,17:54:00,
51,Karanggandul (KGD),Ls,18:02:00,
52,Purwokerto (PWT),18:10:00,18:15:00,
53,Notog (NTG),Ls,18:23:00,
54,Kebasen (KBS),Ls,18:28:00,
55,Randegan (RDN),Ls,18:31:00,
56,Kroya (KYA),Ls,18:36:00,
57,Kemranjen (KJ),Ls,18:40:00,
58,Sumpiuh (SPH),Ls,18:43:00,
59,Tambak (TBK),Ls,18:46:00,
60,Ijo (IJ),Ls,18:49:00,
61,Gombong (GB),Ls,18:53:00,// KA 236F JJ (KA 236F =)
62,Karanganyar (KA),Ls,18:57:00,
63,Sruweng (SRW),Ls,18:59:00,
64,Kebumen (KM),19:06:00,19:08:00,
65,Wonosari (WNS),Ls,19:13:00,
66,Kutowinangun (KWN),Ls,19:15:00,
67,Prembun (PRB),Ls,19:19:00,
68,Butuh (BTH),Ls,19:23:00,
69,Kutoarjo (KTA),Ls,19:26:00,
70,Jenar (JN),Ls,19:35:00,
71,Wojo (WJ),Ls,19:40:00,
72,Kedundang (KDG),Ls,19:44:00,
73,Wates (WT),Ls,19:48:00,
74,Sentolo (STL),Ls,19:56:00,
75,Rewulu (RWL),Ls,20:02:00,
76,Patukan (PTN),Ls,20:05:00,
77,Yogyakarta (YK),20:10:00,,
