No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,20:30:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,20:39:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,20:44:00,
7,Bekasi (BKS),Ls,20:54:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,20:59:00,// KA 6066 (KA 6066 =)
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,21:05:00,
13,Lemahabang (LMB),Ls,21:08:00,
14,Kedunggedeh (KDH),Ls,21:13:00,
15,Karawang (KW),Ls,21:17:00,
16,Klari (KLI),Ls,21:21:00,
17,Kosambi (KOS),Ls,21:23:00,
18,Dawuan (DWN),Ls,21:27:00,
19,Cikampek (CKP),Ls,21:30:00,
20,Tanjungrasa (TJS),Ls,21:37:00,
21,Pabuaran (PAB),Ls,21:40:00,
22,Pringkasap (PRI),Ls,21:43:00,
23,Pasirbungur (PAS),Ls,21:46:00,
24,Cikaum (CKM),Ls,21:49:00,
25,Pegadenbaru (PGB),Ls,21:54:00,// KA 304 (KA 304 =)
26,Cipunegara (CRA),Ls,21:58:00,
27,Haurgeulis (HGL),Ls,22:02:00,
28,Cilegeh (CLH),Ls,22:08:00,
29,Kadokangabus (KAB),Ls,22:13:00,
30,Terisi (TIS),Ls,22:17:00,
31,Telagasari (TLS),Ls,22:22:00,
32,Jatibarang (JTB),Ls,22:28:00,
33,Kertasemaya (KTM),Ls,22:33:00,
34,Arjawinangun (AWN),Ls,22:42:00,
35,Bangoduwa (BDW),Ls,22:45:00,
36,Cangkring (CNK),Ls,22:48:00,
37,Cirebon (CN),22:53:00,22:56:00,
38,Cirebon Prujakan (CNP),Ls,22:59:00,
39,Waruduwur (WDW),Ls,23:05:00,
40,Babakan (BBK),Ls,23:12:00,
41,Losari (LOS),Ls,23:17:00,
42,Tanjung (TGN),Ls,23:22:00,
43,Brebes (BB),Ls,23:33:00,
44,Tegal (TG),Ls,23:40:00,// KA 32 (KA 32 =)
45,Larangan (LR),Ls,23:43:00,// KA 2708 (KA 2708 =)
46,Surodadi (SD),Ls,23:49:00,
47,Pemalang (PML),Ls,23:56:00,
48,Petarukan (PTA),Ls,00:00:00,
49,Comal (CO),Ls,00:05:00,
50,Sragi (SRI),Ls,00:08:00,
51,Pekalongan (PK),Ls,00:15:00,
52,Batang (BTG),Ls,00:21:00,
53,Ujungnegoro (UJN),Ls,00:24:00,
54,Kuripan (KRP),Ls,00:32:00,
55,Plabuan (PLB),Ls,00:37:00,
56,Krengseng (KNS),Ls,00:43:00,
57,Weleri (WLR),Ls,00:46:00,
58,Kalibodri (KBD),Ls,00:52:00,
59,Kaliwungu (KLN),Ls,01:00:00,
60,Mangkang (MKG),Ls,01:03:00,
61,Jerakah (JRK),Ls,01:07:00,
62,Semarang Poncol (SMC),Ls,01:10:00,
63,Semarang Tawang (SMT),01:15:00,01:18:00,
64,Alastua (ATA),Ls,01:26:00,
65,Brumbung (BBG),Ls,01:30:00,
66,Tegowanu (TGW),Ls,01:35:00,// KA 2524 (KA 2524 =)
67,Gubug (GUB),Ls,01:39:00,
68,Karangjati (KGT),Ls,01:46:00,
69,Sedadi (SDI),Ls,01:51:00,
70,Ngrombo (NBO),Ls,01:54:00,
71,Gambringan (GBN),Ls,01:56:00,
72,Jambon (JBN),Ls,02:03:00,
73,Panunggalan (PNL),Ls,02:06:00,
74,Kradenan (KNN),Ls,02:11:00,
75,Sulur (SL),Ls,02:17:00,
76,Doplang (DPL),Ls,02:22:00,
77,Randublatung (RBG),Ls,02:33:00,
78,Wadu (WDU),Ls,02:41:00,
79,Kapuan (KPA),Ls,02:45:00,
80,Cepu (CU),Ls,02:49:00,
81,Tobo (TBO),Ls,02:55:00,
82,Kalitidu (KIT),Ls,03:03:00,
83,Bojonegoro (BJ),Ls,03:12:00,
84,Kapas (KPS),Ls,03:16:00,
85,Sumberrejo (SRJ),Ls,03:20:00,
86,Bowerno (BWO),Ls,03:27:00,
87,Babat (BBT),Ls,03:33:00,
88,Gembong (GEB),Ls,03:36:00,
89,Pucuk (PC),Ls,03:39:00,
90,Surabayan (SBN),Ls,03:44:00,
91,Lamongan (LMG),Ls,03:49:00,
92,Duduk (DD),Ls,03:56:00,
93,Cerme (CME),Ls,04:02:00,
94,Benowo (BNW),Ls,04:05:00,
95,Kandangan (KDA),Ls,04:08:00,
96,Tandes (TES),Ls,04:10:00,
97,Surabaya Pasarturi (SBI),04:15:00,,
