No.,Stasiun,Datang,Berangkat,Keterangan
1,Kutoarjo (KTA),,09:40:00,
2,Butuh (BTH),Ls,09:46:00,
3,Prembun (PRB),Ls,09:51:00,
4,Kutowinangun (KWN),09:58:00,10:00:00,
5,Wonosari (WNS),Ls,10:04:00,
6,Kebumen (KM),10:09:00,10:24:00,= KA 13 (KA 13 //)
7,Sruweng (SRW),Ls,10:32:00,
8,Karanganyar (KA),10:36:00,10:38:00,
9,Gombong (GB),10:47:00,10:49:00,
10,Ijo (IJ),Ls,10:56:00,
11,Tambak (TBK),Ls,11:00:00,
12,Sumpiuh (SPH),11:05:00,11:07:00,
13,Kemranjen (KJ),Ls,11:12:00,
14,Kroya (KYA),11:19:00,11:24:00,X KA 78
15,Sikampuh (SKP),11:32:00,11:42:00,X KA 10 (KA 10 X)
16,Maos (MA),11:49:00,11:51:00,
17,Kasugihan (KH),Ls,11:54:00,
18,Lebeng (LBG),Ls,11:58:00,
19,Jeruklegi (JRL),12:05:00,12:07:00,
20,Kawunganten (KWG),Ls,12:19:00,X KA 206F JJ (KA 206F X)
21,Gandrungmangun (GDM),12:27:00,12:29:00,
22,Sidareja (SDR),12:37:00,12:39:00,
23,Cipari (CPI),Ls,12:46:00,
24,Meluwung (MLW),Ls,12:53:00,
25,Langen (LN),13:01:00,13:12:00,X KA 70 (KA 70 X)
26,Banjar (BJR),13:22:00,13:27:00,
27,Karangpucung (KNP),Ls,13:33:00,
28,Bojong (BJG),Ls,13:40:00,
29,Ciamis (CI),13:49:00,13:51:00,
30,Manonjaya (MNJ),Ls,14:05:00,
31,Awipari (AW),14:10:00,14:16:00,X KA 276 (KA 276 X)
32,Tasikmalaya (TSM),14:24:00,14:26:00,
33,Indihiang (IH),14:34:00,14:40:00,X KA 128 (KA 128 X)
34,Rajapolah (RJP),Ls,14:48:00,
35,Ciawi (CAW),Ls,14:57:00,
36,Cirahayu (CAA),Ls,15:05:00,
37,Cipeundeuy (CPD),15:18:00,15:28:00,X KA 284 (KA 284 X)
38,Bumiwaluya (BMW),Ls,15:39:00,
39,Warungbandrek (WB),Ls,15:51:00,
40,Cibatu (CB),Ls,15:59:00,
41,Leuwigoong (LO),Ls,-,
42,Karangsari (KRAI),Ls,16:07:00,
43,Leles (LL),Ls,16:12:00,
44,Lebakjero (LBJ),Ls,16:23:00,
45,Nagreg (NG),Ls,16:31:00,
46,Cicalengka (CCL),Ls,16:44:00,
47,Haurpugur (HRP),Ls,16:47:00,
48,Rancaekek (RCK),Ls,16:52:00,
49,Cimekar (CMK),Ls,-,
50,Gedebage (GDB),Ls,16:58:00,// KA 365 (KA 365 =)
51,Kiaracondong (KAC),17:05:00,,
