No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,09:30:00,
2,Cikudapateuh (CTH),Ls,-,
3,Kiaracondong (KAC),09:39:00,09:42:00,
4,Gedebage (GDB),Ls,09:49:00,
5,Cimekar (CMK),Ls,-,
6,Rancaekek (RCK),Ls,09:55:00,// KA 392 (KA 392 =)
7,Haurpugur (HRP),Ls,09:59:00,
8,Cicalengka (CCL),Ls,10:02:00,
9,Nagreg (NG),Ls,10:15:00,
10,Lebakjero (LBJ),Ls,10:23:00,
11,Leles (LL),10:33:00,10:35:00,
12,Karangsari (KRAI),Ls,10:41:00,
13,Leuwigoong (LO),Ls,-,
14,Cibatu (CB),Ls,10:49:00,
15,Warungbandrek (WB),Ls,10:56:00,
16,Bumiwaluya (BMW),Ls,11:08:00,
17,Cipeundeuy (CPD),11:20:00,11:30:00,X KA 283 (KA 283 X)
18,Cirahayu (CAA),Ls,11:43:00,
19,Ciawi (CAW),Ls,11:50:00,
20,Rajapolah (RJP),Ls,11:58:00,
21,Indihiang (IH),Ls,12:04:00,
22,Tasikmalaya (TSM),12:09:00,12:12:00,
23,Awipari (AW),Ls,12:19:00,X KA 77 (KA 77 X)
24,Manonjaya (MNJ),Ls,12:22:00,
25,Ciamis (CI),12:33:00,12:35:00,
26,Bojong (BJG),Ls,12:43:00,
27,Karangpucung (KNP),Ls,12:50:00,
28,Banjar (BJR),12:56:00,13:01:00,
29,Langen (LN),Ls,13:09:00,X KA 291 (KA 291 X)
30,Meluwung (MLW),Ls,13:14:00,
31,Cipari (CPI),Ls,13:19:00,
32,Sidareja (SDR),13:25:00,13:27:00,X KA 275 (KA 275 X)
33,Gandrungmangun (GDM),Ls,13:34:00,
34,Kawunganten (KWG),13:41:00,13:50:00,X KA 69 (KA 69 X)
35,Jeruklegi (JRL),14:03:00,14:11:00,X KA 9 (KA 9 X)
36,Lebeng (LBG),Ls,14:16:00,
37,Kasugihan (KH),Ls,14:19:00,
38,Maos (MA),14:22:00,14:24:00,
39,Sikampuh (SKP),Ls,14:30:00,
40,Kroya (KYA),14:36:00,14:39:00,
41,Kemranjen (KJ),Ls,14:45:00,
42,Sumpiuh (SPH),Ls,14:48:00,
43,Tambak (TBK),Ls,14:51:00,
44,Ijo (IJ),Ls,14:54:00,
45,Gombong (GB),15:01:00,15:03:00,
46,Karanganyar (KA),Ls,15:10:00,
47,Sruweng (SRW),Ls,15:12:00,
48,Kebumen (KM),15:20:00,15:22:00,
49,Wonosari (WNS),Ls,15:27:00,
50,Kutowinangun (KWN),Ls,15:29:00,
51,Prembun (PRB),Ls,15:33:00,
52,Butuh (BTH),Ls,15:37:00,
53,Kutoarjo (KTA),15:42:00,15:45:00,
54,Jenar (JN),Ls,15:54:00,
55,Wojo (WJ),Ls,15:59:00,
56,Kedundang (KDG),Ls,16:03:00,
57,Wates (WT),Ls,16:07:00,
58,Sentolo (STL),Ls,16:15:00,
59,Rewulu (RWL),Ls,16:22:00,
60,Patukan (PTN),Ls,16:25:00,
61,Yogyakarta (YK),16:30:00,16:35:00,
62,Lempuyangan (LPN),Ls,16:38:00,
63,Maguwo (MGW),Ls,16:42:00,
64,Brambanan (BBN),Ls,16:46:30,
65,Srowot (SWT),Ls,16:50:00,
66,Klaten (KT),16:55:00,16:57:00,
67,Ceper (CE),Ls,17:04:00,
68,Delanggu (DL),Ls,17:08:00,// KA 726 (KA 726 =)
69,Gawok (GW),Ls,17:11:00,
70,Purwosari (PWS),Ls,17:15:00,
71,Solobalapan (SLO),17:19:00,17:22:00,
72,Solojebres (SK),Ls,17:26:00,
73,Palur (PL),Ls,17:29:00,
74,Kemiri (KMR),Ls,17:32:00,
75,Masaran (MSR),Ls,17:37:00,
76,Sragen (SR),17:45:00,17:47:00,
77,Kebonromo (KRO),Ls,17:52:00,
78,Kedungbanteng (KDB),Ls,17:56:00,
79,Walikukun (WK),Ls,18:04:00,
80,Kedunggalar (KG),Ls,18:09:00,
81,Ngawi (NGW),18:16:00,18:18:00,
82,Geneng (GG),Ls,18:24:00,
83,Magetan (MAG),Ls,18:30:00,
84,Madiun (MN),18:39:00,18:45:00,
85,Babadan (BBD),Ls,18:51:00,
86,Caruban (CRB),Ls,18:56:00,
87,Saradan (SRD),Ls,19:02:00,
88,Bagor (BGR),Ls,19:13:00,
89,Nganjuk (NJ),19:19:00,19:21:00,
90,Sukomoro (SKM),Ls,19:26:00,
91,Baron (BRN),Ls,19:33:00,
92,Kertosono (KTS),19:40:00,19:42:00,
93,Purwoasri (PWA),Ls,19:49:00,
94,Papar (PPR),Ls,19:53:00,X KA 429 (KA 429 X)
95,Minggiran (MGN),Ls,19:56:00,
96,Susuhan (SS),Ls,19:59:00,X KA 301 (KA 301 X)
97,Kediri (KD),20:04:00,20:10:00,X KA 245 (KA 245 X)
98,Ngadiluwih (NDL),Ls,20:17:00,
99,Kras (KRS),Ls,20:21:00,
100,Ngujang (NJG),Ls,20:25:00,
101,Tulungagung (TA),20:31:00,20:34:00,
102,Sumbergempol (SBL),Ls,20:39:00,
103,Ngunut (NT),Ls,20:43:00,
104,Rejotangan (RJ),Ls,20:47:00,
105,Blitar (BL),20:56:00,21:02:00,"X KA 169 (KA 169 X) 
// KA 408 (KA 408 =)"
106,Garum (GRM),Ls,21:11:00,
107,Talun (TAL),Ls,21:19:00,
108,Wlingi (WG),21:25:00,21:27:00,
109,Kesamben (KSB),Ls,21:36:00,
110,Pogajih (PGJ),Ls,21:42:00,
111,Sumberpucung (SBP),Ls,21:49:00,
112,Ngebruk (NB),Ls,21:53:00,
113,Kepanjen (KPN),22:01:00,22:05:00,X KA 431 (KA 431 X)
114,Pakisaji (PSI),Ls,22:14:00,
115,Malangkotalama (MLK),22:24:00,22:30:00,X KA 2633
116,Malang (ML),22:36:00,,
