No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,15:45:00,
2,Semarang Poncol (SMC),Ls,15:50:00,
3,Jerakah (JRK),Ls,15:54:00,
4,Mangkang (MKG),Ls,15:58:00,
5,Kaliwungu (KLN),Ls,16:02:00,
6,Kalibodri (KBD),Ls,16:09:00,
7,Weleri (WLR),Ls,16:15:00,
8,Krengseng (KNS),Ls,16:18:00,
9,Plabuan (PLB),Ls,16:24:00,
10,Kuripan (KRP),Ls,16:29:00,
11,Ujungnegoro (UJN),Ls,16:37:00,
12,Batang (BTG),Ls,16:40:00,// KA 2519 (KA 2519 =)
13,Pekalongan (PK),16:48:00,16:51:00,
14,Sragi (SRI),Ls,16:59:00,
15,Comal (CO),Ls,17:02:00,
16,Petarukan (PTA),Ls,17:08:00,
17,Pemalang (PML),17:13:00,17:15:00,
18,Surodadi (SD),Ls,17:24:00,
19,Larangan (LR),Ls,17:30:00,
20,Tegal (TG),17:35:00,17:38:00,
21,Brebes (BB),17:48:00,17:50:00,
22,Tanjung (TGN),Ls,18:04:00,
23,Losari (LOS),Ls,18:09:00,// KA 2523 (KA 2523 =)
24,Babakan (BBK),18:16:00,18:18:00,
25,Waruduwur (WDW),Ls,18:28:00,
26,Cirebon Prujakan (CNP),Ls,18:35:00,
27,Cirebon (CN),18:39:00,18:49:00,
28,Cangkring (CNK),Ls,18:56:00,
29,Bangoduwa (BDW),Ls,18:59:00,
30,Arjawinangun (AWN),Ls,19:02:00,// KA 2509 (KA 2509 =)
31,Kertasemaya (KTM),Ls,19:11:00,
32,Jatibarang (JTB),19:18:00,19:20:00,
33,Telagasari (TLS),Ls,19:27:00,
34,Terisi (TIS),Ls,19:32:00,
35,Kadokangabus (KAB),Ls,19:36:00,
36,Cilegeh (CLH),Ls,19:41:00,
37,Haurgeulis (HGL),19:49:00,19:51:00,
38,Cipunegara (CRA),Ls,19:56:00,
39,Pegadenbaru (PGB),Ls,20:01:00,
40,Cikaum (CKM),Ls,20:06:00,
41,Pasirbungur (PAS),Ls,20:09:00,
42,Pringkasap (PRI),Ls,20:13:00,
43,Pabuaran (PAB),Ls,20:16:00,
44,Tanjungrasa (TJS),Ls,20:19:00,
45,Cikampek (CKP),Ls,20:26:00,
46,Dawuan (DWN),Ls,20:29:00,
47,Kosambi (KOS),Ls,20:33:00,
48,Klari (KLI),Ls,20:35:00,
49,Karawang (KW),Ls,20:39:00,
50,Kedunggedeh (KDH),Ls,20:43:00,
51,Lemahabang (LMB),Ls,20:48:00,
52,Cikarang (CKR),Ls,20:51:00,
53,Telaga Murni (TLM),Ls,-,
54,Cibitung (CIT),Ls,-,
55,Tambun (TB),Ls,20:58:00,
56,Bekasitimur (BKST),Ls,-,
57,Bekasi (BKS),21:04:00,21:06:00,
58,Jatinegara (JNG),21:17:00,21:19:00,
59,Matraman (MTR),Ls,-,
60,Manggarai (MRI),Ls,21:25:00,
61,Cikini (CKI),Ls,-,
62,Gondangdia (GDD),Ls,-,
63,Gambir (GMR),21:35:00,,
