No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Poncol (SMC),,14:45:00,
2,Jerakah (JRK),Ls,14:52:00,
3,Mangkang (MKG),Ls,14:57:00,
4,Kaliwungu (KLN),Ls,15:02:00,
5,Kalibodri (KBD),Ls,15:10:00,
6,Weleri (WLR),15:17:00,15:19:00,
7,Krengseng (KNS),Ls,15:24:00,
8,Plabuan (PLB),Ls,15:31:00,
9,Kuripan (KRP),Ls,15:36:00,
10,Ujungnegoro (UJN),Ls,15:44:00,
11,Batang (BTG),15:50:00,15:52:00,
12,Pekalongan (PK),16:02:00,16:05:00,
13,Sragi (SRI),Ls,16:15:00,
14,Comal (CO),Ls,16:18:00,
15,Petarukan (PTA),Ls,16:25:00,
16,Pemalang (PML),16:32:00,16:34:00,
17,Surodadi (SD),Ls,16:45:00,
18,Larangan (LR),Ls,16:53:00,
19,Tegal (TG),17:00:00,,
