No.,Stasiun,Datang,Berangkat,Keterangan
1,Cikampek (CKP),12:51:00,13:20:00,MENERUSKAN PERJALANAN KA 171
2,Cibungur (CBR),Ls,13:29:00,
3,Sadang (SAD),Ls,-,
4,Purwakarta (PWK),13:40:00,13:43:00,
5,Ciganea (CA),Ls,13:52:00,
6,Sukatani (SUT),Ls,14:01:00,
7,Plered (PLD),Ls,14:06:00,
8,Cisomang (CG),Ls,-,
9,Cikadongdong (CD),Ls,14:21:00,
10,Rendeh (RH),Ls,14:25:00,
11,Maswati (MSI),Ls,14:30:00,
12,Sasaksaat (SKT),Ls,14:37:00,X KA 283 (KA 283 X)
13,Cilame (CLE),Ls,14:45:00,
14,Padalarang (PDL),Ls,14:53:00,
15,Gadobangkong (GK),Ls,-,
16,Cimahi (CMI),14:59:00,15:01:00,
17,Cimindi (CMD),Ls,15:05:00,
18,Andir (AND),Ls,15:07:00,
19,Bandung (BD),15:12:00,,
