No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),14:00:00,14:45:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),14:52:00,14:55:00,
4,Margorejo (MGR),Ls,-,
5,Jemursari (JMS),Ls,-,
6,Kertomenanggal (KTL),Ls,-,
7,Waru (WR),Ls,15:01:00,
8,Sawotratap (STP),Ls,-,
9,Gedangan (GDG),Ls,15:05:00,
10,Banjarkemantren (BJK),Ls,-,
11,Buduran (BDR),Ls,-,
12,Pagerwojo (PWJ),Ls,-,
13,Sidoarjo (SDA),15:14:00,15:23:00,"X KA 94 (KA 94, 468 X)"
14,Tanggulangin (TGA),Ls,15:31:00,
15,Porong (PR),Ls,15:36:00,X KA 458 (KA 458 X)
16,Bangil (BG),15:50:00,16:00:00,"X KA 160 (KA 160, 2632 X)"
17,Pasuruan (PS),16:18:00,16:22:00,
18,Rejoso (RO),Ls,16:29:00,
19,Grati (GI),Ls,16:32:00,
20,Bayeman (BYM),Ls,16:40:00,
21,Probolinggo (PB),16:50:00,16:58:00,
22,Leces (LEC),17:09:00,17:20:00,X KA 34 (KA 34 X)
23,Malasan (MLS),Ls,17:29:00,
24,Ranuyoso (RN),Ls,17:36:00,
25,Klakah (KK),17:41:00,17:43:00,
26,Randuagung (RDA),Ls,17:54:00,
27,Jatiroto (JTR),Ls,18:02:00,
28,Tanggul (TGL),18:12:00,18:14:00,
29,Bangsalsari (BSS),18:24:00,18:30:00,X KA 148 (KA 148 X)
30,Rambipuji (RBP),18:38:00,18:40:00,
31,Mangli (MI),Ls,18:44:00,
32,Jember (JR),18:50:00,18:55:00,
33,Arjasa (AJ),Ls,19:03:00,
34,Kotok (KTK),Ls,19:07:00,
35,Kalisat (KLT),19:15:00,19:23:00,X KA 298 (KA 298 X)
36,Ledokombo (LDO),Ls,19:33:00,
37,Sempolan (SPL),Ls,19:42:00,
38,Garahan (GRN),Ls,19:47:00,
39,Mrawan (MRW),Ls,19:59:00,
40,Kalibaru (KBR),20:09:00,20:13:00,X KA 494 (KA 494 X)
41,Glenmore (GLM),Ls,20:21:00,
42,Sumberwadung (SWD),Ls,20:26:00,
43,Kalisetail (KSL),20:31:00,20:33:00,X KA 240F JJ (KA 240F JJ X)
44,Temuguruh (TGR),Ls,20:41:00,
45,Singojuruh (SGJ),Ls,20:45:00,
46,Rogojampi (RGP),20:51:00,20:53:00,
47,Banyuwangi Kota (BWI),21:05:00,21:07:00,
48,Argopuro (AGO),Ls,21:13:00,
49,Ketapang (KTG),21:20:00,,(KA 210 X)
