No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,18:10:00,
2,Cikudapateuh (CTH),Ls,-,
3,Kiaracondong (KAC),18:19:00,18:25:00,
4,Gedebage (GDB),Ls,18:33:00,
5,Cimekar (CMK),Ls,-,
6,Rancaekek (RCK),Ls,18:39:00,
7,Haurpugur (HRP),Ls,18:43:00,
8,Cicalengka (CCL),Ls,18:46:00,
9,Nagreg (NG),Ls,18:59:00,
10,Lebakjero (LBJ),Ls,19:07:00,
11,Leles (LL),19:17:00,19:20:00,
12,Karangsari (KRAI),Ls,19:27:00,
13,Leuwigoong (LO),Ls,-,
14,Cibatu (CB),Ls,19:35:00,X KA 127 (KA 127 X)
15,Warungbandrek (WB),Ls,19:42:00,
16,Bumiwaluya (BMW),Ls,19:54:00,
17,Cipeundeuy (CPD),20:04:00,20:14:00,
18,Cirahayu (CAA),Ls,20:27:00,
19,Ciawi (CAW),Ls,20:35:00,
20,Rajapolah (RJP),Ls,20:43:00,X KA 287 (KA 287 X)
21,Indihiang (IH),Ls,20:49:00,
22,Tasikmalaya (TSM),20:54:00,20:57:00,
23,Awipari (AW),Ls,21:03:00,
24,Manonjaya (MNJ),Ls,21:06:00,
25,Ciamis (CI),21:17:00,21:19:00,
26,Bojong (BJG),Ls,21:27:00,
27,Karangpucung (KNP),Ls,21:34:00,X KA 205F JJ (KA 205F JJ X)
28,Banjar (BJR),21:40:00,21:44:00,
29,Langen (LN),Ls,21:52:00,
30,Meluwung (MLW),Ls,21:57:00,
31,Cipari (CPI),Ls,22:02:00,
32,Sidareja (SDR),22:08:00,22:10:00,
33,Gandrungmangun (GDM),Ls,22:16:00,
34,Kawunganten (KWG),Ls,22:21:00,
35,Jeruklegi (JRL),Ls,22:32:00,X KA 79 (KA 79 X)
36,Lebeng (LBG),Ls,22:36:00,
37,Kasugihan (KH),Ls,22:39:00,
38,Maos (MA),22:42:00,22:44:00,
39,Sikampuh (SKP),Ls,22:50:00,
40,Kroya (KYA),22:56:00,22:59:00,(KA L2642F-1 X)
41,Kemranjen (KJ),Ls,23:05:00,
42,Sumpiuh (SPH),Ls,23:08:00,
43,Tambak (TBK),Ls,23:11:00,
44,Ijo (IJ),Ls,23:14:00,
45,Gombong (GB),23:21:00,23:23:00,
46,Karanganyar (KA),Ls,23:30:00,
47,Sruweng (SRW),Ls,23:33:00,
48,Kebumen (KM),23:40:00,23:42:00,
49,Wonosari (WNS),Ls,23:47:00,
50,Kutowinangun (KWN),Ls,23:49:00,
51,Prembun (PRB),Ls,23:53:00,
52,Butuh (BTH),Ls,23:58:00,
53,Kutoarjo (KTA),00:03:00,00:06:00,
54,Jenar (JN),Ls,00:15:00,
55,Wojo (WJ),Ls,00:20:00,
56,Kedundang (KDG),Ls,00:24:00,
57,Wates (WT),Ls,00:28:00,
58,Sentolo (STL),Ls,00:36:00,
59,Rewulu (RWL),Ls,00:43:00,
60,Patukan (PTN),Ls,00:46:00,
61,Yogyakarta (YK),00:51:00,00:56:00,
62,Lempuyangan (LPN),Ls,00:59:00,
63,Maguwo (MGW),Ls,01:03:00,
64,Brambanan (BBN),Ls,01:08:00,
65,Srowot (SWT),Ls,01:12:00,
66,Klaten (KT),01:17:00,01:19:00,
67,Ceper (CE),Ls,01:26:00,
68,Delanggu (DL),Ls,01:30:00,
69,Gawok (GW),Ls,01:33:00,
70,Purwosari (PWS),Ls,01:37:00,
71,Solobalapan (SLO),01:41:00,01:44:00,
72,Solojebres (SK),Ls,01:48:00,
73,Palur (PL),Ls,01:51:00,
74,Kemiri (KMR),Ls,01:54:00,
75,Masaran (MSR),Ls,01:59:00,
76,Sragen (SR),02:06:00,02:08:00,
77,Kebonromo (KRO),Ls,02:14:00,
78,Kedungbanteng (KDB),Ls,02:18:00,
79,Walikukun (WK),Ls,02:26:00,// KA 252 (KA 252 =)
80,Kedunggalar (KG),Ls,02:31:00,
81,Ngawi (NGW),02:38:00,02:40:00,
82,Geneng (GG),Ls,02:46:00,
83,Magetan (MAG),Ls,02:52:00,
84,Madiun (MN),03:00:00,03:05:00,
85,Babadan (BBD),Ls,03:11:00,
86,Caruban (CRB),Ls,03:16:00,
87,Saradan (SRD),Ls,03:21:00,
88,Bagor (BGR),Ls,03:31:00,
89,Nganjuk (NJ),03:37:00,03:39:00,
90,Sukomoro (SKM),Ls,03:44:00,
