No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,10:30:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,10:40:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,10:44:00,
7,Bekasi (BKS),10:54:00,10:56:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,11:02:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),11:10:00,11:12:00,
13,Lemahabang (LMB),Ls,11:16:00,
14,Kedunggedeh (KDH),Ls,11:22:00,
15,Karawang (KW),Ls,11:26:00,
16,Klari (KLI),Ls,11:31:00,
17,Kosambi (KOS),Ls,11:33:00,
18,Dawuan (DWN),Ls,11:37:00,
19,Cikampek (CKP),Ls,11:40:00,
20,Tanjungrasa (TJS),Ls,11:47:00,
21,Pabuaran (PAB),Ls,11:50:00,
22,Pringkasap (PRI),Ls,11:54:00,
23,Pasirbungur (PAS),Ls,11:58:00,
24,Cikaum (CKM),Ls,12:02:00,
25,Pegadenbaru (PGB),Ls,12:08:00,
26,Cipunegara (CRA),Ls,12:13:00,
27,Haurgeulis (HGL),Ls,12:17:00,
28,Cilegeh (CLH),Ls,12:24:00,
29,Kadokangabus (KAB),Ls,12:30:00,
30,Terisi (TIS),Ls,12:34:00,
31,Telagasari (TLS),Ls,12:39:00,
32,Jatibarang (JTB),Ls,12:46:00,
33,Kertasemaya (KTM),Ls,12:51:00,
34,Arjawinangun (AWN),Ls,13:01:00,
35,Bangoduwa (BDW),Ls,13:05:00,
36,Cangkring (CNK),Ls,13:09:00,
37,Cirebon (CN),13:16:00,13:21:00,
38,Cirebon Prujakan (CNP),Ls,13:25:00,
39,Luwung (LWG),Ls,13:31:00,
40,Sindanglaut (SDU),Ls,13:36:00,
41,Ciledug (CLD),Ls,13:45:00,
42,Ketanggungan (KGG),Ls,13:54:00,
43,Larangan (LRA),Ls,14:00:00,
44,Songgom (SGG),Ls,14:04:00,
45,Prupuk (PPK),Ls,14:12:00,
46,Linggapura (LG),Ls,14:22:00,
47,Bumiayu (BMA),Ls,14:30:00,
48,Kretek (KRT),Ls,14:37:00,
49,Patuguran (PAT),Ls,14:43:00,
50,Karangsari (KRR),Ls,14:53:00,
51,Karanggandul (KGD),Ls,15:01:00,
52,Purwokerto (PWT),15:09:00,15:14:00,
53,Notog (NTG),Ls,15:22:00,
54,Kebasen (KBS),Ls,15:27:00,
55,Randegan (RDN),Ls,15:30:00,
56,Kroya (KYA),15:36:00,15:38:00,
57,Kemranjen (KJ),Ls,15:44:00,
58,Sumpiuh (SPH),Ls,15:47:00,
59,Tambak (TBK),Ls,15:50:00,
60,Ijo (IJ),Ls,15:53:00,
61,Gombong (GB),Ls,15:57:00,
62,Karanganyar (KA),Ls,16:02:00,
63,Sruweng (SRW),Ls,16:04:00,
64,Kebumen (KM),16:11:00,16:13:00,
65,Wonosari (WNS),Ls,16:18:00,
66,Kutowinangun (KWN),Ls,16:20:00,
67,Prembun (PRB),Ls,16:24:00,
68,Butuh (BTH),Ls,16:29:00,
69,Kutoarjo (KTA),16:34:00,16:39:00,
70,Jenar (JN),Ls,16:48:00,
71,Wojo (WJ),Ls,16:53:00,
72,Kedundang (KDG),Ls,16:57:00,
73,Wates (WT),Ls,17:01:00,
74,Sentolo (STL),Ls,17:09:00,
75,Rewulu (RWL),Ls,17:15:00,
76,Patukan (PTN),Ls,17:18:00,
77,Yogyakarta (YK),17:23:00,17:28:00,
78,Lempuyangan (LPN),Ls,17:31:00,
79,Maguwo (MGW),Ls,17:35:00,
80,Brambanan (BBN),Ls,17:40:00,
81,Srowot (SWT),Ls,17:44:00,
82,Klaten (KT),17:50:00,17:52:00,
83,Ceper (CE),Ls,18:00:00,
84,Delanggu (DL),Ls,18:05:00,
85,Gawok (GW),Ls,18:09:00,
86,Purwosari (PWS),Ls,18:13:00,
87,Solobalapan (SLO),18:18:00,,
