No.,Stasiun,Datang,Berangkat,Keterangan
1,Kroya (KYA),07:29:00,07:49:00,X KA 56F JJ
2,Sikampuh (SKP),Ls,07:55:00,
3,Maos (MA),08:01:00,08:03:00,
4,Kasugihan (KH),Ls,08:06:00,
5,Lebeng (LBG),Ls,08:10:00,
6,Jeruklegi (JRL),08:16:00,08:18:00,
7,Kawunganten (KWG),Ls,08:30:00,
8,Gandrungmangun (GDM),08:38:00,08:40:00,
9,Sidareja (SDR),08:48:00,08:50:00,
10,Cipari (CPI),Ls,08:57:00,
11,Meluwung (MLW),Ls,09:03:30,
12,Langen (LN),Ls,09:10:00,
13,Banjar (BJR),09:19:00,09:22:00,
14,Karangpucung (KNP),Ls,09:28:00,
15,Bojong (BJG),09:36:00,09:43:00,X KA 78 (KA 78 X)
16,Ciamis (CI),09:52:00,09:54:00,
17,Manonjaya (MNJ),10:08:00,10:17:00,X KA 10 (KA 10 X)
18,Awipari (AW),Ls,10:21:00,
19,Tasikmalaya (TSM),10:28:00,10:34:00,X KA 206F JJ (KA 206F JJ X)
20,Indihiang (IH),Ls,10:40:00,
21,Rajapolah (RJP),Ls,10:47:00,
22,Ciawi (CAW),Ls,10:55:00,
23,Cirahayu (CAA),Ls,11:03:00,
24,Cipeundeuy (CPD),11:16:00,11:26:00,X KA 70 (KA 70 X)
25,Bumiwaluya (BMW),Ls,11:36:00,
26,Warungbandrek (WB),Ls,11:48:00,
27,Cibatu (CB),11:57:00,11:59:00,
28,Leuwigoong (LO),Ls,-,
29,Karangsari (KRAI),Ls,12:08:00,
30,Leles (LL),12:14:00,12:16:00,X KA 276 (KA 276 X)
31,Lebakjero (LBJ),Ls,12:27:00,
32,Nagreg (NG),12:36:00,12:42:00,X KA 128 (KA 128 X)
33,Cicalengka (CCL),Ls,12:56:00,
34,Haurpugur (HRP),Ls,12:59:00,
35,Rancaekek (RCK),Ls,13:04:00,// KA 353 (KA 353 =)
36,Cimekar (CMK),Ls,-,
37,Gedebage (GDB),Ls,13:10:00,
38,Kiaracondong (KAC),13:18:00,13:22:00,
39,Cikudapateuh (CTH),Ls,-,
40,Bandung (BD),13:32:00,13:54:00,
41,Andir (AND),Ls,13:59:00,
42,Cimindi (CMD),Ls,14:01:00,
43,Cimahi (CMI),14:05:00,14:08:00,
44,Gadobangkong (GK),Ls,-,
45,Padalarang (PDL),Ls,14:15:00,
46,Cilame (CLE),Ls,14:24:00,
47,Sasaksaat (SKT),14:33:00,14:40:00,X KA 174 (KA 174 X)
48,Maswati (MSI),Ls,14:47:00,
49,Rendeh (RH),Ls,14:52:00,
50,Cikadongdong (CD),Ls,14:56:00,
51,Cisomang (CG),Ls,-,
52,Plered (PLD),Ls,15:11:00,
53,Sukatani (SUT),Ls,15:17:00,
54,Ciganea (CA),Ls,15:27:00,
55,Purwakarta (PWK),15:36:00,15:38:00,
56,Sadang (SAD),Ls,-,
57,Cibungur (CBR),Ls,15:49:00,
58,Cikampek (CKP),15:58:00,16:00:00,
59,Dawuan (DWN),Ls,16:04:00,
60,Kosambi (KOS),Ls,16:09:00,
61,Klari (KLI),Ls,16:12:00,
62,Karawang (KW),16:18:00,16:20:00,
63,Kedunggedeh (KDH),Ls,16:26:00,
64,Lemahabang (LMB),Ls,16:33:00,
65,Cikarang (CKR),16:37:00,16:39:00,
66,Telaga Murni (TLM),Ls,-,
67,Cibitung (CIT),Ls,-,
68,Tambun (TB),Ls,16:48:00,// KA 6057 (KA 6057 =)
69,Bekasitimur (BKST),Ls,-,
70,Bekasi (BKS),16:54:00,16:56:00,
71,Jatinegara (JNG),17:09:00,17:11:00,
72,Pondokjati (POK),Ls,-,
73,Kramat (KMT),Ls,-,
74,Gangsentiong (GST),Ls,-,
75,Pasarsenen (PSE),17:22:00,,
