No.,Stasiun,Datang,Berangkat,Keterangan
1,Malang (ML),,05:25:00,X KA LL806
2,Malangkotalama (MLK),05:31:00,05:34:00,
3,Pakisaji (PSI),Ls,05:44:00,
4,Kepanjen (KPN),05:53:00,05:59:00,X KA 246 (KA 246 X)
5,Ngebruk (NB),06:08:00,06:14:00,X KA 68 (KA 68 X)
6,Sumberpucung (SBP),06:22:00,06:28:00,X KA 36 (KA 36 X)
7,Pogajih (PGJ),Ls,06:38:00,
8,Kesamben (KSB),Ls,06:45:00,
9,Wlingi (WG),06:56:00,06:59:00,
10,Talun (TAL),Ls,07:04:00,
11,Garum (GRM),Ls,07:11:00,
12,Blitar (BL),07:19:00,07:22:00,
13,Rejotangan (RJ),Ls,07:31:00,
14,Ngunut (NT),Ls,07:35:00,
15,Sumbergempol (SBL),Ls,07:39:00,
16,Tulungagung (TA),07:44:00,07:46:00,
17,Ngujang (NJG),Ls,07:52:00,
18,Kras (KRS),Ls,07:56:00,
19,Ngadiluwih (NDL),Ls,08:00:00,X KA 402 (KA 402 X)
20,Kediri (KD),08:07:00,08:09:00,
21,Susuhan (SS),Ls,08:14:00,X KA 302 (KA 302 X)
22,Minggiran (MGN),Ls,08:17:00,
23,Papar (PPR),Ls,08:20:00,
24,Purwoasri (PWA),Ls,08:24:00,
25,Kertosono (KTS),08:30:00,08:33:00,
26,Baron (BRN),Ls,08:39:00,
27,Sukomoro (SKM),Ls,08:45:00,
28,Nganjuk (NJ),08:50:00,08:52:00,
29,Bagor (BGR),Ls,08:58:00,
30,Saradan (SRD),Ls,09:08:00,
31,Caruban (CRB),Ls,09:13:00,
32,Babadan (BBD),Ls,09:18:00,
33,Madiun (MN),09:24:00,09:29:00,
34,Magetan (MAG),Ls,09:37:00,
35,Geneng (GG),Ls,09:42:00,
36,Ngawi (NGW),09:48:00,09:50:00,
37,Kedunggalar (KG),Ls,09:56:00,
38,Walikukun (WK),Ls,10:03:00,
39,Kedungbanteng (KDB),Ls,10:10:00,
40,Kebonromo (KRO),Ls,10:13:00,
41,Sragen (SR),10:18:00,10:20:00,
42,Masaran (MSR),Ls,10:27:00,
43,Kemiri (KMR),Ls,10:32:00,
44,Palur (PL),Ls,10:35:00,
45,Solojebres (SK),Ls,10:38:00,
46,Solobalapan (SLO),10:42:00,10:45:00,
47,Purwosari (PWS),Ls,10:49:00,
48,Gawok (GW),Ls,10:53:00,
49,Delanggu (DL),Ls,10:56:00,
50,Ceper (CE),Ls,11:00:00,
51,Klaten (KT),Ls,11:05:00,
52,Srowot (SWT),Ls,11:09:00,
53,Brambanan (BBN),Ls,11:13:00,
54,Maguwo (MGW),Ls,11:18:00,
55,Lempuyangan (LPN),Ls,11:23:00,
56,Yogyakarta (YK),11:26:00,11:31:00,
57,Patukan (PTN),Ls,11:36:00,
58,Rewulu (RWL),Ls,11:39:00,
59,Sentolo (STL),Ls,11:46:00,
60,Wates (WT),Ls,11:54:00,
61,Kedundang (KDG),Ls,11:59:00,
62,Wojo (WJ),Ls,12:03:00,
63,Jenar (JN),Ls,12:08:00,
64,Kutoarjo (KTA),12:18:00,12:21:00,
65,Butuh (BTH),Ls,12:26:00,
66,Prembun (PRB),Ls,12:30:00,
67,Kutowinangun (KWN),Ls,12:34:00,
68,Wonosari (WNS),Ls,12:36:00,
69,Kebumen (KM),12:40:00,12:42:00,
70,Sruweng (SRW),Ls,12:49:00,
71,Karanganyar (KA),Ls,12:51:00,
72,Gombong (GB),Ls,12:56:00,// KA 89 (KA 89 =)
73,Ijo (IJ),Ls,13:00:00,
74,Tambak (TBK),Ls,13:03:00,
75,Sumpiuh (SPH),Ls,13:06:00,
76,Kemranjen (KJ),Ls,13:09:00,
77,Kroya (KYA),13:16:00,13:19:00,X KA 206F JJ
78,Sikampuh (SKP),Ls,13:25:00,
79,Maos (MA),Ls,13:29:00,
80,Kasugihan (KH),Ls,13:30:00,(KA 194 X)
81,Lebeng (LBG),Ls,13:33:00,
82,Jeruklegi (JRL),Ls,13:37:00,
83,Kawunganten (KWG),Ls,13:48:00,X KA70 (KA70X)
84,Gandrungmangun (GDM),Ls,13:53:00,
85,Sidareja (SDR),13:59:00,14:01:00,
86,Cipari (CPI),Ls,14:07:00,
87,Meluwung (MLW),Ls,14:12:00,
88,Langen (LN),Ls,14:18:00,
89,Banjar (BJR),14:26:00,14:30:00,
90,Karangpucung (KNP),Ls,14:37:00,
91,Bojong (BJG),Ls,14:44:00,X KA 276 (KA 276 X)
92,Ciamis (CI),14:53:00,14:55:00,
93,Manonjaya (MNJ),Ls,15:09:00,
94,Awipari (AW),Ls,15:13:00,X KA 128 (KA 128 X)
95,Tasikmalaya (TSM),15:19:00,15:21:00,// KA 275 (KA 275 =)
96,Indihiang (IH),Ls,15:27:00,
97,Rajapolah (RJP),Ls,15:34:00,
98,Ciawi (CAW),Ls,15:43:00,
99,Cirahayu (CAA),Ls,15:51:00,X KA 284 (KA 284 X)
100,Cipeundeuy (CPD),16:04:00,16:14:00,
101,Bumiwaluya (BMW),Ls,16:24:00,
102,Warungbandrek (WB),Ls,16:36:00,
103,Cibatu (CB),Ls,16:44:00,
104,Leuwigoong (LO),Ls,-,
105,Karangsari (KRAI),Ls,16:52:00,
106,Leles (LL),16:58:00,17:00:00,
107,Lebakjero (LBJ),Ls,17:10:00,
108,Nagreg (NG),Ls,17:18:00,
109,Cicalengka (CCL),Ls,17:30:00,
110,Haurpugur (HRP),Ls,17:32:30,
111,Rancaekek (RCK),Ls,17:39:00,
112,Cimekar (CMK),Ls,-,
113,Gedebage (GDB),Ls,17:45:00,
114,Kiaracondong (KAC),17:52:00,17:55:00,
115,Cikudapateuh (CTH),Ls,-,
116,Bandung (BD),18:05:00,,
