No.,Stasiun,Datang,Berangkat,Keterangan
1,Adi Soemarmo (SMO),,08:35:00,
2,Kadipiro (KDO),08:45:00,08:46:00,
3,Solobalapan (SLO),08:53:00,08:58:00,(KA 267 X)
4,Solojebres (SK),09:02:00,09:04:00,
5,Palur (PL),Ls,09:09:00,
6,Kemiri (KMR),Ls,09:12:00,
7,Masaran (MSR),Ls,09:18:00,
8,Sragen (SR),09:25:00,09:27:00,
9,Kebonromo (KRO),Ls,09:32:00,
10,Kedungbanteng (KDB),Ls,09:36:00,
11,Walikukun (WK),09:47:00,09:49:00,
12,Kedunggalar (KG),Ls,09:58:00,
13,Ngawi (NGW),10:06:00,10:08:00,
14,Geneng (GG),Ls,10:15:00,
15,Magetan (MAG),10:23:00,10:25:00,
16,Madiun (MN),10:35:00,,
