No.,Stasiun,Datang,Berangkat,Keterangan
1,Tegal (TG),19:25:00,19:29:00,MENERUSKAN PERJALANAN KA 185
2,Larangan (LR),Ls,19:35:00,
3,Surodadi (SD),Ls,19:42:00,// KA 2522 (KA 2522 =)
4,Pemalang (PML),19:51:00,19:53:00,
5,Petarukan (PTA),Ls,19:58:30,
6,Comal (CO),Ls,20:05:00,
7,Sragi (SRI),Ls,20:08:00,
8,Pekalongan (PK),20:17:00,20:20:00,
9,Batang (BTG),Ls,20:28:00,
10,Ujungnegoro (UJN),Ls,20:32:00,
11,Kuripan (KRP),Ls,20:40:00,
12,Plabuan (PLB),Ls,20:45:00,
13,Krengseng (KNS),Ls,20:52:00,
14,Weleri (WLR),20:57:00,20:59:00,
15,Kalibodri (KBD),Ls,21:07:00,
16,Kaliwungu (KLN),Ls,21:16:00,
17,Mangkang (MKG),Ls,21:20:00,
18,Jerakah (JRK),Ls,21:26:00,
19,Semarang Poncol (SMC),21:32:00,21:37:00,
20,Semarang Tawang (SMT),21:43:00,21:48:00,
21,Alastua (ATA),Ls,21:57:00,
22,Brumbung (BBG),22:05:00,22:07:00,
23,Tanggung (TGG),22:21:00,22:30:00,X KA 37 (KA 37 X)
24,Kedungjati (KEJ),22:43:00,22:45:00,
25,Padas (PDS),Ls,22:52:00,
26,Telawa (TW),Ls,23:01:00,
27,Karangsono (KSO),Ls,23:10:00,
28,Gundih (GD),23:22:00,23:24:00,
29,Goprak (GPK),Ls,23:32:00,
30,Sumberlawang (SUM),23:41:00,23:48:00,X KA 245 (KA 245 X)
31,Salem (SLM),Ls,23:56:00,
32,Kalioso (KO),Ls,00:03:00,
33,Kadipiro (KDO),Ls,00:09:00,
34,Solobalapan (SLO),00:16:00,,
