No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,09:30:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,09:40:00,
6,Bekasi (BKS),09:53:00,09:55:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,10:02:00,// KA 5522 (KA 5522 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),10:11:00,10:13:00,
12,Lemahabang (LMB),Ls,10:17:00,
13,Kedunggedeh (KDH),Ls,10:24:00,
14,Karawang (KW),10:30:00,10:32:00,
15,Klari (KLI),Ls,10:38:00,
16,Kosambi (KOS),Ls,10:41:00,
17,Dawuan (DWN),Ls,10:46:00,
18,Cikampek (CKP),10:51:00,10:53:00,
19,Cibungur (CBR),Ls,11:02:00,
20,Sadang (SAD),Ls,-,
21,Purwakarta (PWK),11:12:00,11:22:00,X KA 101
22,Ciganea (CA),Ls,11:31:00,
23,Sukatani (SUT),Ls,11:40:00,
24,Plered (PLD),Ls,11:45:00,
25,Cisomang (CG),Ls,-,
26,Cikadongdong (CD),Ls,12:00:00,
27,Rendeh (RH),Ls,12:04:00,
28,Maswati (MSI),Ls,12:09:00,
29,Sasaksaat (SKT),Ls,12:15:00,
30,Cilame (CLE),Ls,12:23:00,
31,Padalarang (PDL),Ls,12:31:00,
32,Gadobangkong (GK),Ls,-,
33,Cimahi (CMI),12:38:00,12:40:00,
34,Cimindi (CMD),Ls,12:44:00,
35,Andir (AND),Ls,12:46:00,
36,Bandung (BD),12:51:00,13:08:00,
37,Cikudapateuh (CTH),Ls,-,
38,Kiaracondong (KAC),13:17:00,13:20:00,
39,Gedebage (GDB),Ls,13:28:00,// KA 384 (KA 384 =)
40,Cimekar (CMK),Ls,-,
41,Rancaekek (RCK),Ls,13:34:00,
42,Haurpugur (HRP),Ls,13:38:00,
43,Cicalengka (CCL),Ls,13:41:00,X KA 349
44,Nagreg (NG),13:55:00,14:01:00,X KA 129 (KA 129 X)
45,Lebakjero (LBJ),Ls,14:10:00,
46,Leles (LL),14:20:00,14:26:00,X KA 77 (KA 77 X)
47,Karangsari (KRAI),Ls,14:32:00,
48,Leuwigoong (LO),Ls,-,
49,Cibatu (CB),14:41:00,14:43:00,
50,Warungbandrek (WB),Ls,14:52:00,
51,Bumiwaluya (BMW),Ls,15:04:00,
52,Cipeundeuy (CPD),15:14:00,15:24:00,X KA 291 (KA 291 X)
53,Cirahayu (CAA),15:38:00,16:13:00,"X KA 69, KA 9 (KA 69, KA 9 X)"
54,Ciawi (CAW),Ls,16:23:00,X KA 275 (KA 275 X)
55,Rajapolah (RJP),Ls,16:32:00,
56,Indihiang (IH),Ls,16:40:00,
57,Tasikmalaya (TSM),16:46:00,16:49:00,
58,Awipari (AW),Ls,16:56:00,
59,Manonjaya (MNJ),Ls,17:00:00,
60,Ciamis (CI),17:11:00,17:26:00,X KA 127 (KA 127 X)
61,Bojong (BJG),Ls,17:35:00,
62,Karangpucung (KNP),Ls,17:43:00,
63,Banjar (BJR),17:49:00,17:54:00,
64,Langen (LN),Ls,18:03:00,
65,Meluwung (MLW),Ls,18:10:00,
66,Cipari (CPI),Ls,18:17:00,
67,Sidareja (SDR),18:24:00,18:34:00,X KA 287 (KA 287 X)
68,Gandrungmangun (GDM),18:42:00,18:44:00,
69,Kawunganten (KWG),Ls,18:52:00,
70,Jeruklegi (JRL),19:04:00,19:06:00,
71,Lebeng (LBG),Ls,19:12:00,
72,Kasugihan (KH),Ls,19:16:00,
73,Maos (MA),19:19:00,19:21:00,
74,Sikampuh (SKP),Ls,19:27:00,
75,Kroya (KYA),19:34:00,20:06:00,(KA 205F X)
