No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,19:00:00,
2,Semarang Poncol (SMC),Ls,19:04:00,
3,Jerakah (JRK),Ls,19:08:00,
4,Mangkang (MKG),Ls,19:12:00,
5,Kaliwungu (KLN),Ls,19:16:00,
6,Kalibodri (KBD),Ls,19:24:00,
7,Weleri (WLR),Ls,19:29:00,
8,Krengseng (KNS),Ls,19:32:00,
9,Plabuan (PLB),Ls,19:38:00,
10,Kuripan (KRP),Ls,19:43:00,
11,Ujungnegoro (UJN),Ls,19:51:00,
12,Batang (BTG),Ls,19:54:00,
13,Pekalongan (PK),20:02:00,20:04:00,
14,Sragi (SRI),Ls,20:13:00,
15,Comal (CO),Ls,20:16:00,
16,Petarukan (PTA),Ls,20:21:00,
17,Pemalang (PML),20:26:00,20:28:00,
18,Surodadi (SD),Ls,20:36:00,
19,Larangan (LR),Ls,20:42:00,
20,Tegal (TG),20:47:00,20:49:00,
21,Brebes (BB),Ls,20:57:00,
22,Tanjung (TGN),Ls,21:08:00,
23,Losari (LOS),Ls,21:13:00,// KA 2707 (KA 2707 =)
24,Babakan (BBK),Ls,21:18:00,
25,Waruduwur (WDW),Ls,21:25:00,
26,Cirebon Prujakan (CNP),Ls,21:31:00,
27,Cirebon (CN),21:34:00,21:39:00,
28,Cangkring (CNK),Ls,21:46:00,
29,Bangoduwa (BDW),Ls,21:49:00,
30,Arjawinangun (AWN),Ls,21:52:00,
31,Kertasemaya (KTM),Ls,22:01:00,
32,Jatibarang (JTB),Ls,22:06:00,
33,Telagasari (TLS),Ls,22:12:00,
34,Terisi (TIS),Ls,22:17:00,
35,Kadokangabus (KAB),Ls,22:21:00,
36,Cilegeh (CLH),Ls,22:26:00,
37,Haurgeulis (HGL),Ls,22:32:00,// KA 271 (KA 271 =)
38,Cipunegara (CRA),Ls,22:36:00,
39,Pegadenbaru (PGB),Ls,22:41:00,
40,Cikaum (CKM),Ls,22:46:00,
41,Pasirbungur (PAS),Ls,22:50:00,
42,Pringkasap (PRI),Ls,22:53:00,
43,Pabuaran (PAB),Ls,22:56:00,
44,Tanjungrasa (TJS),Ls,22:59:00,
45,Cikampek (CKP),Ls,23:06:00,
46,Dawuan (DWN),Ls,23:09:00,
47,Kosambi (KOS),Ls,23:13:00,
48,Klari (KLI),Ls,23:15:00,
49,Karawang (KW),23:20:00,23:22:00,
50,Kedunggedeh (KDH),Ls,23:27:00,
51,Lemahabang (LMB),Ls,23:33:00,// KA 2523 (KA 2523 =)
52,Cikarang (CKR),Ls,23:36:00,
53,Telaga Murni (TLM),Ls,-,
54,Cibitung (CIT),Ls,-,
55,Tambun (TB),Ls,23:42:00,
56,Bekasitimur (BKST),Ls,-,
57,Bekasi (BKS),23:48:00,23:50:00,
58,Jatinegara (JNG),00:03:00,00:05:00,
59,Matraman (MTR),Ls,-,
60,Manggarai (MRI),Ls,00:10:00,
61,Cikini (CKI),Ls,-,
62,Gondangdia (GDD),Ls,-,
63,Gambir (GMR),00:20:00,,
