No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,14:15:00,
2,Semarang Poncol (SMC),14:21:00,14:24:00,
3,Jerakah (JRK),Ls,14:30:00,
4,Mangkang (MKG),Ls,14:34:00,
5,Kaliwungu (KLN),Ls,14:38:00,
6,Kalibodri (KBD),Ls,14:45:00,
7,Weleri (WLR),14:53:00,14:55:00,
8,Krengseng (KNS),Ls,15:00:00,
9,Plabuan (PLB),Ls,15:07:00,
10,Kuripan (KRP),Ls,15:12:00,
11,Ujungnegoro (UJN),Ls,15:21:00,
12,Batang (BTG),Ls,15:24:00,// KA 2523 (KA 2523 =)
13,Pekalongan (PK),15:32:00,15:35:00,
14,Sragi (SRI),Ls,15:44:00,
15,Comal (CO),Ls,15:47:00,
16,Petarukan (PTA),Ls,15:53:00,
17,Pemalang (PML),15:59:00,16:01:00,
18,Surodadi (SD),Ls,16:10:00,
19,Larangan (LR),Ls,16:17:00,
20,Tegal (TG),16:23:00,16:26:00,
21,Brebes (BB),16:35:00,16:37:00,
22,Tanjung (TGN),Ls,16:50:00,
23,Losari (LOS),Ls,16:55:00,
24,Babakan (BBK),Ls,17:00:00,
25,Waruduwur (WDW),Ls,17:07:00,
26,Cirebon Prujakan (CNP),Ls,17:13:00,// KA 203 (KA 203 =)
27,Cirebon (CN),17:16:00,17:21:00,
28,Cangkring (CNK),Ls,17:27:00,
29,Bangoduwa (BDW),Ls,17:30:00,
30,Arjawinangun (AWN),Ls,17:33:00,
31,Kertasemaya (KTM),Ls,17:42:00,
32,Jatibarang (JTB),Ls,17:47:00,
33,Telagasari (TLS),Ls,17:53:00,
34,Terisi (TIS),Ls,17:59:00,
35,Kadokangabus (KAB),Ls,18:03:00,
36,Cilegeh (CLH),Ls,18:08:00,
37,Haurgeulis (HGL),Ls,18:15:00,
38,Cipunegara (CRA),Ls,18:19:00,
39,Pegadenbaru (PGB),Ls,18:24:00,
40,Cikaum (CKM),Ls,18:29:00,
41,Pasirbungur (PAS),Ls,18:33:00,
42,Pringkasap (PRI),Ls,18:37:00,
43,Pabuaran (PAB),Ls,18:41:00,
44,Tanjungrasa (TJS),Ls,18:44:00,
45,Cikampek (CKP),Ls,18:51:00,
46,Dawuan (DWN),Ls,18:54:00,
47,Kosambi (KOS),Ls,18:59:00,
48,Klari (KLI),Ls,19:01:00,// KA 333 (KA 333 =)
49,Karawang (KW),Ls,19:05:00,
50,Kedunggedeh (KDH),Ls,19:09:00,
51,Lemahabang (LMB),Ls,19:15:00,
52,Cikarang (CKR),Ls,19:18:00,
53,Telaga Murni (TLM),Ls,-,
54,Cibitung (CIT),Ls,-,
55,Tambun (TB),Ls,19:24:00,
56,Bekasitimur (BKST),Ls,-,
57,Bekasi (BKS),19:29:00,19:31:00,
58,Jatinegara (JNG),Ls,19:42:00,
59,Pondokjati (POK),Ls,-,
60,Kramat (KMT),Ls,-,
61,Gangsentiong (GST),Ls,-,
62,Pasarsenen (PSE),19:52:00,,
