No.,Stasiun,Datang,Berangkat,Keterangan
1,Malang (ML),,07:40:00,X KA L2637-4
2,Malangkotalama (MLK),07:46:00,07:49:00,
3,Pakisaji (PSI),Ls,07:59:00,// KA 425 (KA 425 =)
4,Kepanjen (KPN),08:07:00,08:09:00,
5,Ngebruk (NB),Ls,08:17:00,
6,Sumberpucung (SBP),08:22:00,08:24:00,
7,Pogajih (PGJ),Ls,08:33:00,
8,Kesamben (KSB),08:41:00,08:43:00,
9,Wlingi (WG),08:54:00,08:56:00,
10,Talun (TAL),Ls,09:01:00,
11,Garum (GRM),Ls,09:08:00,
12,Blitar (BL),09:16:00,09:22:00,X KA 402 (KA 402 X)
13,Rejotangan (RJ),Ls,09:33:00,X KA 302 (KA 302 X)
14,Ngunut (NT),09:41:00,09:43:00,
15,Sumbergempol (SBL),Ls,09:50:00,
16,Tulungagung (TA),09:56:00,09:59:00,
17,Ngujang (NJG),Ls,10:06:00,
18,Kras (KRS),Ls,10:11:00,
19,Ngadiluwih (NDL),Ls,10:17:00,
20,Kediri (KD),10:26:00,10:30:00,X KA 150 (KA 150 X)
21,Susuhan (SS),Ls,10:36:00,
22,Minggiran (MGN),10:43:00,10:52:00,X KA 274 (KA 274 X)
23,Papar (PPR),Ls,10:57:00,
24,Purwoasri (PWA),Ls,11:01:00,
25,Kertosono (KTS),11:09:00,11:12:00,
26,Baron (BRN),Ls,11:20:00,
27,Sukomoro (SKM),Ls,11:27:00,
28,Nganjuk (NJ),11:32:00,11:34:00,
29,Bagor (BGR),Ls,11:41:00,
30,Saradan (SRD),Ls,11:53:00,
31,Caruban (CRB),Ls,11:59:00,
32,Babadan (BBD),Ls,12:05:00,
33,Madiun (MN),12:13:00,12:18:00,
34,Magetan (MAG),12:29:00,12:47:00,= KA 167 (KA 167 //)
35,Geneng (GG),Ls,12:55:00,
36,Ngawi (NGW),13:02:00,13:04:00,
37,Kedunggalar (KG),Ls,13:12:00,
38,Walikukun (WK),13:22:00,13:24:00,
39,Kedungbanteng (KDB),Ls,13:34:00,
40,Kebonromo (KRO),Ls,13:38:00,
41,Sragen (SR),13:43:00,13:47:00,
42,Masaran (MSR),Ls,13:55:00,
43,Kemiri (KMR),Ls,14:01:00,
44,Palur (PL),Ls,14:04:00,
45,Solojebres (SK),14:10:00,14:23:00,= KA 85 (KA 85 //)
46,Solobalapan (SLO),Ls,14:27:00,X KA 574
47,Kadipiro (KDO),Ls,14:34:00,
48,Kalioso (KO),Ls,14:41:00,
49,Salem (SLM),Ls,14:48:00,
50,Sumberlawang (SUM),Ls,14:54:00,
51,Goprak (GPK),Ls,15:00:00,
52,Gundih (GD),Ls,15:06:00,// KA 2707 (KA 27027 =)
53,Karangsono (KSO),Ls,15:15:00,
54,Telawa (TW),15:26:00,15:35:00,X KA 192 (KA 192 X)
55,Padas (PDS),Ls,15:44:00,
56,Kedungjati (KEJ),Ls,15:48:00,
57,Tanggung (TGG),Ls,15:57:00,
58,Brumbung (BBG),Ls,16:06:00,
59,Alastua (ATA),Ls,16:13:00,
60,Semarang Tawang (SMT),Ls,16:21:00,
61,Semarang Poncol (SMC),16:27:00,16:34:00,
62,Jerakah (JRK),Ls,16:40:00,
63,Mangkang (MKG),Ls,16:45:00,
64,Kaliwungu (KLN),Ls,16:49:00,
65,Kalibodri (KBD),Ls,16:57:00,
66,Weleri (WLR),17:04:00,17:06:00,
67,Krengseng (KNS),Ls,17:11:00,
68,Plabuan (PLB),Ls,17:18:00,
69,Kuripan (KRP),Ls,17:23:00,
70,Ujungnegoro (UJN),Ls,17:31:00,
71,Batang (BTG),Ls,17:34:00,
72,Pekalongan (PK),17:42:00,17:45:00,
73,Sragi (SRI),Ls,17:54:00,
74,Comal (CO),Ls,17:57:00,
75,Petarukan (PTA),Ls,18:04:00,
76,Pemalang (PML),Ls,18:09:00,
77,Surodadi (SD),Ls,18:17:00,
78,Larangan (LR),Ls,18:24:00,
79,Tegal (TG),18:30:00,18:55:00,= KA 21 (KA 21 //)
80,Brebes (BB),19:06:00,19:08:00,
81,Tanjung (TGN),Ls,19:23:00,
82,Losari (LOS),Ls,19:29:00,
83,Babakan (BBK),19:36:00,19:38:00,
84,Waruduwur (WDW),Ls,19:49:00,
85,Cirebon Prujakan (CNP),19:58:00,20:05:00,
86,Cirebon (CN),Ls,20:09:00,
87,Cangkring (CNK),Ls,20:14:00,
88,Bangoduwa (BDW),Ls,20:17:00,
89,Arjawinangun (AWN),Ls,20:21:00,
90,Kertasemaya (KTM),Ls,20:31:00,
91,Jatibarang (JTB),20:38:00,20:40:00,
92,Telagasari (TLS),Ls,20:48:00,
93,Terisi (TIS),20:55:00,20:57:00,
94,Kadokangabus (KAB),Ls,21:02:00,
95,Cilegeh (CLH),Ls,21:07:00,
96,Haurgeulis (HGL),Ls,21:14:00,
97,Cipunegara (CRA),Ls,21:18:00,// KA 2519 (KA 2519 =)
98,Pegadenbaru (PGB),21:24:00,21:26:00,
99,Cikaum (CKM),Ls,21:34:00,
100,Pasirbungur (PAS),Ls,21:38:00,
101,Pringkasap (PRI),Ls,21:42:00,
102,Pabuaran (PAB),Ls,21:46:00,
103,Tanjungrasa (TJS),Ls,21:50:00,
104,Cikampek (CKP),Ls,21:58:00,
105,Dawuan (DWN),Ls,22:01:00,
106,Kosambi (KOS),Ls,22:06:00,
107,Klari (KLI),Ls,22:09:00,
108,Karawang (KW),Ls,22:14:00,
109,Kedunggedeh (KDH),Ls,22:19:00,
110,Lemahabang (LMB),Ls,22:25:00,// KA 2523 (KA 2523 =)
111,Cikarang (CKR),Ls,22:29:00,
112,Telaga Murni (TLM),Ls,-,
113,Cibitung (CIT),Ls,-,
114,Tambun (TB),Ls,22:36:00,// KA 5197 (KA 5197 =)
115,Bekasitimur (BKST),Ls,-,
116,Bekasi (BKS),22:42:00,22:44:00,
117,Jatinegara (JNG),22:57:00,22:59:00,
118,Pondokjati (POK),Ls,-,
119,Kramat (KMT),Ls,-,
120,Gangsentiong (GST),Ls,-,
121,Pasarsenen (PSE),23:09:00,,
