No.,Stasiun,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),,08:30:00,
2,Purwosari (PWS),Ls,08:34:00,
3,Gawok (GW),Ls,08:38:00,
4,Delanggu (DL),Ls,08:41:00,
5,Ceper (CE),Ls,08:45:00,
6,Klaten (KT),08:52:00,08:54:00,
7,Srowot (SWT),Ls,08:59:00,
8,Brambanan (BBN),Ls,09:02:30,
9,Maguwo (MGW),Ls,09:07:00,
10,Lempuyangan (LPN),Ls,09:11:00,
11,Yogyakarta (YK),09:15:00,09:18:00,
12,Patukan (PTN),Ls,09:23:00,
13,Rewulu (RWL),Ls,09:26:00,
14,Sentolo (STL),Ls,09:32:00,
15,Wates (WT),Ls,09:39:00,
16,Kedundang (KDG),Ls,09:43:00,
17,Wojo (WJ),Ls,09:47:00,
18,Jenar (JN),Ls,09:52:00,
19,Kutoarjo (KTA),Ls,10:01:00,
20,Butuh (BTH),Ls,10:05:00,
21,Prembun (PRB),Ls,10:08:30,
22,Kutowinangun (KWN),Ls,10:12:30,
23,Wonosari (WNS),Ls,10:14:30,
24,Kebumen (KM),Ls,10:17:00,// KA 291 (KA 291 =)
25,Sruweng (SRW),Ls,10:22:00,
26,Karanganyar (KA),Ls,10:24:00,
27,Gombong (GB),Ls,10:29:00,
28,Ijo (IJ),Ls,10:33:00,
29,Tambak (TBK),Ls,10:36:00,
30,Sumpiuh (SPH),Ls,10:39:00,
31,Kemranjen (KJ),Ls,10:42:00,
32,Kroya (KYA),Ls,10:46:00,
33,Randegan (RDN),Ls,10:51:00,
34,Kebasen (KBS),Ls,10:54:00,
35,Notog (NTG),Ls,10:59:00,
36,Purwokerto (PWT),11:07:00,11:10:00,
37,Karanggandul (KGD),Ls,11:19:00,
38,Karangsari (KRR),Ls,11:28:00,
39,Patuguran (PAT),Ls,11:39:00,
40,Kretek (KRT),Ls,11:45:00,
41,Bumiayu (BMA),Ls,11:52:00,// KA 103 (KA 103 =)
42,Linggapura (LG),Ls,12:00:00,
43,Prupuk (PPK),Ls,12:10:00,
44,Songgom (SGG),Ls,12:17:00,
45,Larangan (LRA),Ls,12:20:00,
46,Ketanggungan (KGG),Ls,12:25:00,
47,Ciledug (CLD),Ls,12:34:00,
48,Sindanglaut (SDU),Ls,12:43:00,
49,Luwung (LWG),Ls,12:47:00,
50,Cirebon Prujakan (CNP),Ls,12:52:00,
51,Cirebon (CN),12:55:00,12:58:00,
52,Cangkring (CNK),Ls,13:05:00,
53,Bangoduwa (BDW),Ls,13:08:00,
54,Arjawinangun (AWN),Ls,13:11:00,
55,Kertasemaya (KTM),Ls,13:20:00,
56,Jatibarang (JTB),Ls,13:25:00,
57,Telagasari (TLS),Ls,13:31:00,
58,Terisi (TIS),Ls,13:36:00,
59,Kadokangabus (KAB),Ls,13:40:00,
60,Cilegeh (CLH),Ls,13:45:00,
61,Haurgeulis (HGL),Ls,13:51:00,
62,Cipunegara (CRA),Ls,13:55:00,// KA 2703 (KA 2703 =)
63,Pegadenbaru (PGB),Ls,13:59:00,
64,Cikaum (CKM),Ls,14:04:00,
65,Pasirbungur (PAS),Ls,14:07:00,
66,Pringkasap (PRI),Ls,14:10:00,
67,Pabuaran (PAB),Ls,14:13:00,
68,Tanjungrasa (TJS),Ls,14:16:00,
69,Cikampek (CKP),Ls,14:23:00,
70,Dawuan (DWN),Ls,14:26:00,
71,Kosambi (KOS),Ls,14:31:00,
72,Klari (KLI),Ls,14:33:00,
73,Karawang (KW),Ls,14:37:00,// KA 2521 (KA 2521 =)
74,Kedunggedeh (KDH),Ls,14:41:00,// KA 331 (KA 331 =)
75,Lemahabang (LMB),Ls,14:46:00,
76,Cikarang (CKR),Ls,14:49:00,
77,Telaga Murni (TLM),Ls,-,
78,Cibitung (CIT),Ls,-,
79,Tambun (TB),Ls,14:55:00,// KA 5553 (KA 5553 =)
80,Bekasitimur (BKST),Ls,-,
81,Bekasi (BKS),Ls,15:00:00,
82,Jatinegara (JNG),Ls,15:10:00,
83,Matraman (MTR),Ls,-,
84,Manggarai (MRI),Ls,15:15:00,
85,Cikini (CKI),Ls,-,
86,Gondangdia (GDD),Ls,-,
