No.,Stasiun,Datang,Berangkat,Keterangan
1,Cikampek (CKP),23:35:00,00:08:00,
2,Tanjungrasa (TJS),Ls,00:16:00,
3,Pabuaran (PAB),Ls,00:19:00,
4,Pringkasap (PRI),Ls,00:22:00,
5,Pasirbungur (PAS),Ls,00:26:00,
6,Cikaum (CKM),Ls,00:30:00,
7,Pegadenbaru (PGB),Ls,00:35:00,
8,Cipunegara (CRA),Ls,00:39:00,
9,Haurgeulis (HGL),Ls,00:43:00,
10,Cilegeh (CLH),Ls,00:50:00,
11,Kadokangabus (KAB),Ls,00:55:00,
12,Terisi (TIS),Ls,00:59:00,
13,Telagasari (TLS),Ls,01:04:00,
14,Jatibarang (JTB),Ls,01:11:00,
15,Kertasemaya (KTM),Ls,01:16:00,
16,Arjawinangun (AWN),Ls,01:26:00,
17,Bangoduwa (BDW),Ls,01:30:00,
18,Cangkring (CNK),Ls,01:33:00,
19,Cirebon (CN),01:40:00,01:45:00,
20,Cirebon Prujakan (CNP),Ls,01:48:00,
21,Waruduwur (WDW),Ls,01:55:00,
22,Babakan (BBK),Ls,02:02:00,
23,Losari (LOS),Ls,02:07:00,
24,Tanjung (TGN),Ls,02:12:00,
25,Brebes (BB),Ls,02:24:00,
26,Tegal (TG),02:33:00,02:38:00,
27,Larangan (LR),Ls,02:43:00,
28,Surodadi (SD),Ls,02:49:00,
29,Pemalang (PML),Ls,02:56:00,
30,Petarukan (PTA),Ls,03:00:00,
31,Comal (CO),Ls,03:07:00,
32,Sragi (SRI),Ls,03:10:00,
33,Pekalongan (PK),03:19:00,03:22:00,
34,Batang (BTG),Ls,03:30:00,
35,Ujungnegoro (UJN),Ls,03:33:00,
36,Kuripan (KRP),Ls,03:42:00,
37,Plabuan (PLB),Ls,03:47:00,
38,Krengseng (KNS),Ls,03:54:00,
39,Weleri (WLR),Ls,03:57:00,
40,Kalibodri (KBD),Ls,04:04:00,
41,Kaliwungu (KLN),Ls,04:12:00,
42,Mangkang (MKG),Ls,04:16:00,
43,Jerakah (JRK),Ls,04:21:00,
44,Semarang Poncol (SMC),Ls,04:25:00,
45,Semarang Tawang (SMT),04:30:00,04:38:00,// KA 304 (KA 304 =)
46,Alastua (ATA),Ls,04:46:00,
47,Brumbung (BBG),Ls,04:50:00,
48,Tegowanu (TGW),Ls,04:56:00,
49,Gubug (GUB),Ls,05:00:00,
50,Karangjati (KGT),Ls,05:08:00,
51,Sedadi (SDI),Ls,05:13:00,
52,Ngrombo (NBO),05:19:00,05:22:00,
53,Gambringan (GBN),Ls,05:25:00,
54,Jambon (JBN),Ls,05:33:00,
55,Panunggalan (PNL),Ls,05:36:00,
56,Kradenan (KNN),Ls,05:43:00,
57,Sulur (SL),Ls,05:49:00,
58,Doplang (DPL),Ls,05:55:00,
59,Randublatung (RBG),Ls,06:07:00,
60,Wadu (WDU),Ls,06:15:00,
61,Kapuan (KPA),Ls,06:20:00,
62,Cepu (CU),06:26:00,06:31:00,
63,Tobo (TBO),Ls,06:39:00,
64,Kalitidu (KIT),Ls,06:48:00,
65,Bojonegoro (BJ),06:58:00,07:01:00,
66,Kapas (KPS),Ls,07:07:00,
67,Sumberrejo (SRJ),Ls,07:12:00,
68,Bowerno (BWO),Ls,07:20:00,
69,Babat (BBT),07:27:00,07:30:00,
70,Gembong (GEB),Ls,07:35:00,
71,Pucuk (PC),Ls,07:38:00,
72,Surabayan (SBN),Ls,07:44:00,
73,Lamongan (LMG),07:51:00,07:54:00,
74,Duduk (DD),Ls,08:04:00,
75,Cerme (CME),Ls,08:10:00,
76,Benowo (BNW),Ls,08:13:00,
77,Kandangan (KDA),Ls,08:17:00,
78,Tandes (TES),Ls,08:19:00,
79,Surabaya Pasarturi (SBI),08:25:00,,
