No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,13:35:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),13:44:00,13:46:00,
6,Bekasi (BKS),13:58:00,14:00:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,14:06:00,// KA 5100 (KA 5100 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),14:13:00,14:15:00,
12,Lemahabang (LMB),Ls,14:19:00,// KA 2524 (KA 2524 =)
13,Kedunggedeh (KDH),Ls,14:25:00,
14,Karawang (KW),Ls,14:29:00,
15,Klari (KLI),Ls,14:33:00,
16,Kosambi (KOS),Ls,14:35:00,
17,Dawuan (DWN),Ls,14:39:00,
18,Cikampek (CKP),Ls,14:42:00,
19,Tanjungrasa (TJS),Ls,14:49:00,
20,Pabuaran (PAB),Ls,14:52:00,
21,Pringkasap (PRI),Ls,14:55:00,
22,Pasirbungur (PAS),Ls,14:59:00,
23,Cikaum (CKM),Ls,15:02:00,
24,Pegadenbaru (PGB),Ls,15:07:00,
25,Cipunegara (CRA),Ls,15:11:00,// KA 2522 (KA 2522 =)
26,Haurgeulis (HGL),Ls,15:15:00,
27,Cilegeh (CLH),Ls,15:22:00,
28,Kadokangabus (KAB),Ls,15:27:00,
29,Terisi (TIS),Ls,15:31:00,
30,Telagasari (TLS),Ls,15:36:00,
31,Jatibarang (JTB),Ls,15:42:00,
32,Kertasemaya (KTM),Ls,15:48:00,
33,Arjawinangun (AWN),Ls,15:57:00,
34,Bangoduwa (BDW),Ls,16:01:00,
35,Cangkring (CNK),Ls,16:04:00,
36,Cirebon (CN),Ls,16:09:00,
37,Cirebon Prujakan (CNP),16:13:00,16:19:00,
38,Waruduwur (WDW),Ls,16:27:00,
39,Babakan (BBK),Ls,16:35:00,
40,Losari (LOS),Ls,16:40:00,
41,Tanjung (TGN),Ls,16:45:00,
42,Brebes (BB),16:58:00,17:00:00,
43,Tegal (TG),17:11:00,17:14:00,
44,Larangan (LR),Ls,17:20:00,
45,Surodadi (SD),Ls,17:26:00,
46,Pemalang (PML),17:34:00,17:36:00,
47,Petarukan (PTA),Ls,17:41:00,
48,Comal (CO),Ls,17:47:00,
49,Sragi (SRI),Ls,17:50:00,
50,Pekalongan (PK),17:59:00,18:01:00,
51,Batang (BTG),Ls,18:09:00,
52,Ujungnegoro (UJN),Ls,18:13:00,
53,Kuripan (KRP),Ls,18:22:00,
54,Plabuan (PLB),Ls,18:27:00,
55,Krengseng (KNS),Ls,18:33:00,
56,Weleri (WLR),18:37:00,18:39:00,
57,Kalibodri (KBD),Ls,18:47:00,
58,Kaliwungu (KLN),Ls,18:56:00,
59,Mangkang (MKG),Ls,19:00:00,
60,Jerakah (JRK),Ls,19:04:00,
61,Semarang Poncol (SMC),19:09:00,19:15:00,
62,Semarang Tawang (SMT),19:22:00,,
